id	pali_1	Fin	sbs_class_anki	pos	grammar	derived_from	neg	verb	trans	plus_case	meaning_1	ru_meaning	sbs_meaning	root_pali	root_base	construction	phonetic	derivative	suffix	compound_type	compound_construction	sanskrit	root_sk	variant	commentary	notes	sbs_notes	ru_notes	source_1	sutta_1	example_1	sbs_chant_pali_1	sbs_chant_eng_1	sbs_chapter_1	source_2	sutta_2	example_2	sbs_chant_pali_2	sbs_chant_eng_2	sbs_chapter_2	sbs_source_3	sbs_sutta_3	sbs_example_3	sbs_chant_pali_3	sbs_chant_eng_3	sbs_chapter_3	sbs_source_4	sbs_sutta_4	sbs_example_4	sbs_chant_pali_4	sbs_chant_eng_4	sbs_chapter_4	sbs_source_5	sbs_sutta_5	sbs_example_5	sbs_chant_pali_5	sbs_chant_eng_5	sbs_chapter_5	sbs_index	stem	pattern	sbs_category	sbs_class	count	sbs_audio	move	Feedback
8521	aparitassanta	pp	10	prp		paritassati	neg	pass	intrans		being unperturbed; being unshaken			√tas 3 ya (to be agitated)	√tas + ya > tassa (pass)	na > a + pari + tassa + nta<br/>na + paritassanta	y > s	kita	nta			aparitasyana	√tṛṣ						SN 35.234	udāyīsuttaṃ	so evaṃ asamanupassanto na kiñci loke upādiyati, anupādiyaṃ na paritassati, <b>aparitassaṃ</b> paccattaññ'eva parinibbāyati.																													aparitass	anta prp	49		25	[sound:aparitassanta.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=aparitassanta&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
8631	apattamānasa	s	10	adj	comp						who has not achieved one's aim; who has not fulfilled one's intention; lit. not reached heart					apatta + mānasa						na + prāpta + mānasa		appattamānasa	(SNa) appattamānaso'ti appattārahatto				MN 107	gaṇakamoggallānasuttaṃ	ye kho te bhikkhū sekkhā <b>apattamānasā</b> anuttaraṃ yogakkhemaṃ<br/>patthayamānā viharanti tesu me ayaṃ evarūpī anusāsanī hoti.	Anupubba-sikkhā	The Gradual Training	Teachings																									18n	apattamānas	a adj	49			[sound:apattamānasa.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=apattamānasa&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
5763	anekajāti	s	10	adj	comp						with many births; having multiple lives					aneka + jāti				kammadhāraya	aneka + jāti	aneka + jāti							DHP 153	jarāvaggo	<b>anekajāti</b>saṃsāraṃ,<br/>sandhāvissaṃ anibbisaṃ,<br/>gahakārakaṃ gavesanto,<br/>dukkhā jāti punappunaṃ.	Buddha-paṭhama-bhāsita	The Buddha’s First Exclamation	Verses																									06n	anekajāt	i adj	49			[sound:anekajāti.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=anekajāti&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
6886	anudhāvati 1	s	10	pr					trans	+acc	runs along; sprints along			√dhāv 1 a (to run, flow)	√dhāv + a > dhāva	anu + dhāva + ti						anudhāvate	√dhāv						DHP 85	paṇḍitavaggo	appakā te manussesu,<br/>ye janā pāragāmino,<br/>ath'āyaṃ itarā pajā,<br/>tīram'eva-<b>anudhāvati</b>.	Ti-lakkhaṇā	The Three Characteristics	Verses																									10n	anudhāv	ati pr	49			[sound:anudhāvati.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=anudhāvati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
5938	anibbisanta	s	10	prp		nibbisati	neg		trans	+acc	not understanding; not penetrating; not finding; lit. not entering out			√vis 1 a (to enter)	√vis + a > visa > bisa (irreg)	na > a + nī + bisa + nta<br/>a + nibbisanta	īv > ibb<br/>v > b	kita	nta			na + niviś	√viś						DHP 153	jarāvaggo	anekajātisaṃsāraṃ,<br/>sandhāvissaṃ <b>anibbisaṃ</b>,<br/>gahakārakaṃ gavesanto,<br/>dukkhā jāti punappunaṃ.	Buddha-paṭhama-bhāsita	The Buddha’s First Exclamation	Verses																									06n	anibbis	anta prp	49				moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=anibbisanta&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
5419	anāpucchanta	p	10	prp		āpucchati	neg		ditrans	+acc +acc	not asking permission; not informing			√pucch 1 a (to ask, question)	√pucch + a > puccha	na > an + ā + puccha + nta<br/>an + āpucchanta		kita	nta			na + āprachat	√prach		(VIN 2.5.2.4) <b>anāpucchaṃ</b> vā gaccheyyā'ti bhikkhuṃ vā sāmaṇeraṃ vā ārāmikaṃ vā anāpucchā				VIN PAT PC 14	paṭhamasenāsanasikkhāpadaṃ	yo pana bhikkhu saṅghikaṃ mañcaṃ vā pīṭhaṃ vā bhisiṃ vā kocchaṃ vā ajjhokāse santharitvā vā santharāpetvā vā taṃ pakkamanto n'eva uddhareyya, na uddharāpeyya, <b>anāpucchaṃ</b> vā gaccheyya, pācittiyaṃ.				VIN PAT PC 15	dutiyasenāsanasikkhāpadaṃ	yo pana bhikkhu saṅghike vihāre seyyaṃ santharitvā vā santharāpetvā vā taṃ pakkamanto n'eva uddhareyya, na uddharāpeyya, <b>anāpucchaṃ</b> vā gaccheyya, pācittiyaṃ.																							anāpucch	anta prp	49	10	91	[sound:anāpucchanta.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=anāpucchanta&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
5587	anātura	pp	10	adj		āturati	neg				healthy; free from suffering; lit. not diseased			√tur 1 a (to hurt, be sick)		na > an + ā + √tur + a		kita	a	kammadhāraya	na + ātura	anātura	√tur						DHP 198	sukhavaggo	susukhaṃ vata jīvāma,<br/>āturesu <b>anāturā</b>,<br/>āturesu manussesu,<br/>viharāma <b>anāturā</b>.				SN 22.1	nakulapitusuttaṃ	tasmā't'iha te, gahapati, evaṃ sikkhitabbaṃ, āturakāyassa me sato cittaṃ <b>anāturaṃ</b> bhavissatī'ti. evañ'hi te, gahapati, sikkhitabban'ti.																							anātur	a adj	49				moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=anātura&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
2414	adinnaṃ ādiyamāna	p	10	idiom	comp vb	adinnaṃ ādiyati					taking something which is not offered					adinnaṃ + ādiyamāna						adatta + ādiyamāna							VIN PAT PA 2	adinnādānasikkhāpadaṃ	coro'si bālo'si mūḷho'si theno'sī'ti, tathārūpaṃ bhikkhu <b>adinnaṃ ādiyamāno</b> ayam'pi pārājiko hoti asaṃvāso.																													-		49			[sound:adinnaṃ ādiyamāna.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=adinnaṃ ādiyamāna&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
10866	atha 2	ps	10	ind							but; rather; even											atha							DHP 85	paṇḍitavaggo	appakā te manussesu,<br/>ye janā pāragāmino,<br/><b>atha</b>-ayaṃ itarā pajā,<br/>tīram'ev'ānudhāvati.	Ti-lakkhaṇā	The Three Characteristics	Verses	DHP 136	daṇḍavaggo	<b>atha</b> pāpāni kammāni,<br/>karaṃ bālo na bujjhati,<br/>sehi kammehi dummedho,<br/>aggidaḍḍho'va tappati.																						10n	-		49	13	5993	[sound:atha.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=atha 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
11620	atthaṅgate sūriye	p	10	idiom	pp + masc, loc abs						after sunset; lit. when the sun has set					atthaṅgate + sūriye						astanimagne + sūre			(VIN 2.5.3.2) <b>atthaṅgate sūriye</b>'ti oggate sūriye				VIN PAT PC 22	atthaṅgatasikkhāpadaṃ	sammato'pi ce bhikkhu <b>atthaṅ'gate sūriye</b> bhikkhuniyo ovadeyya, pācittiyaṃ.																													-		49					"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=atthaṅgate sūriye&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
11616	atthaṅgata 1	p	10	pp	comp vb	atthaṃ gacchati					(of sun) set; lit. gone home					atthaṃ + gata	ṃ > ṅ			alutta dutiyā tappurisa	atth<b>aṃ</b> + gata	astanimagna		atthagata	(VIN 2.5.3.2) <b>atthaṅgate sūriye</b>'ti oggate sūriye				VIN PAT PC 22	atthaṅgatasikkhāpadaṃ	sammato'pi ce bhikkhu <b>atthaṅ'gate</b> sūriye bhikkhuniyo ovadeyya, pācittiyaṃ.				DNa 2.4.2	mahāsudassanasutta vaṇṇanā	kiṃ ummatto'si, nanu idān'eva divākaro <b>atthaṅ'gato</b>, so kathaṃ imaṃ puṇṇacandaṃ anubandhamāno uggacchissati?																							atthaṅgat	a pp	49					"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=atthaṅgata 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
3207	ajānaṃ	p	10	prp	masc & nt nom sg	jānanta	neg		trans	+acc	not knowing; not understanding			√ñā 5 nā (to know)	√ñā + nā > jānā	na > a + jānā + nta + aṃ<br/>na + jānanta + aṃ	ñ > j					ajānat	√jñā						AN 3.28	gūthabhāṇīsuttaṃ	eh'ambho purisa, yaṃ jānāsi taṃ vadehī'ti. so <b>ajānaṃ</b> vā āha, jānāmī'ti, jānaṃ vā āha, na jānāmī'ti, apassaṃ vā āha, passāmī'ti, passaṃ vā āha, na passāmī'ti.				AN 10.176	cundasuttaṃ	so <b>ajānaṃ</b> vā āha jānāmī'ti, jānaṃ vā āha na jānāmī'ti, apassaṃ vā āha passāmī'ti, passaṃ vā āha na passāmī'ti																							!ajān	anta prp	49			[sound:ajānaṃ.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ajānaṃ&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
1321	acakkhuka	p	10	adj		cakkhu	neg				sightless; visionless; lit. eyeless			√cakkh 1 a (to see)		na > a + √cakkh + u + ka<br/>cakkhuka + ka		taddhita	ka	kammadhāraya	na + cakkhuka	acakṣuṣmat	√cakṣ						MN 75	māgaṇḍiyasuttaṃ	evam'eva kho, māgaṇḍiya, aññatitthiyā paribbājakā andhā <b>acakkhukā</b> ajānantā ārogyaṃ, apassantā nibbānaṃ, atha ca pan'imaṃ gāthaṃ bhāsanti				DN 9.5	poṭṭhapādasuttaṃ, cittahatthisāriputtapoṭṭhapādavatthu	sabb'eva kho ete, poṭṭhapāda, paribbājakā andhā <b>acakkhukā</b>, tvaṃ'y'eva nesaṃ eko cakkhumā. ek'aṃsikā'pi hi kho, poṭṭhapāda, mayā dhammā desitā paññattā, anekaṃsikā'pi hi kho, poṭṭhapāda, mayā dhammā desitā paññattā.																							acakkhuk	a adj	49			[sound:acakkhuka.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=acakkhuka&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
4137	akusala 4	pp	10	adj		kusala	neg				unhealthy; unbeneficial; useless					na > a + kusala				kammadhāraya	na + kusala	akuśala							SN 12.22	dutiyadasabalasuttaṃ	dukkhaṃ, bhikkhave, kusīto viharati vokiṇṇo pāpakehi <b>akusalehi</b> dhammehi, mahantañ'ca sadatthaṃ parihāpeti.	Dhamma-pahaṃsāna	Striving According to the Dhamma	Teachings	DN 22.18	mahāsatipaṭṭhānasuttaṃ	bhikkhu anuppannānaṃ pāpakānaṃ <b>akusalānaṃ</b> dhammānaṃ anuppādāya chandaṃ janeti vāyamati vīriyaṃ ārabhati cittaṃ paggaṇhāti padahati	Ariy’aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings																				akusal	a adj	49					"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=akusala 4&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
50579	sallato	pp	11	ind	adv, abl sg	salla					as an arrow; as a dagger					salla + to		taddhita	to			śalya			(MNa) anupaviddh'aṭṭhena dukkhajanan'aṭṭhena ca <b>sallato</b><br/>(ANa) anupaviṭṭh'aṭṭhena anukantan'aṭṭhena ca <b>sallato</b>				TH 259	sāriputtattheragāthā	yo sukhaṃ dukkhato adda,<br/>dukkham'addakkhi <b>sallato</b>,<br/>ubhay'antarena n'āhosi,<br/>kena lokasmi kiṃ siyā.				AN 9.36	jhānasuttaṃ	so yadeva tattha hoti rūpagataṃ vedanāgataṃ saññāgataṃ saṅkhāragataṃ viññāṇagataṃ, te dhamme aniccato dukkhato rogato gaṇḍato <b>sallato</b> aghato ābādhato parato palokato suññato anattato samanupassati.				SN 36.5	daṭṭhabbasuttaṃ	yo sukhaṃ dukkhato adda, dukkham'addakkhi <b>sallato</b>.<br/> adukkham'asukhaṃ santaṃ, addakkhi naṃ aniccato.																	-		49		24	[sound:sallato.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sallato&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
10500	asoka 1	ps	11	adj		socati	neg				sorrow-free; free from sadness			√suc 1 *a (to grieve)		na > a + √suc > soc > sok + *a	u > o<br/>c > k	kita	*a	kammadhāraya	na + soka	aśoka	√śuc						KHP 5	maṅgalasuttaṃ	phuṭṭhassa lokadhammehi,<br/>cittaṃ yassa na kampati,<br/><b>asokaṃ</b> virajaṃ khemaṃ,<br/>etaṃ maṅgalam'uttamaṃ.	Maṅgala-sutta	The Highest Blessings	Protective Recitations	TH 172	bākulattheragāthā	susukhaṃ vata nibbānaṃ,<br/>sammāsambuddhadesitaṃ,<br/><b>asokaṃ</b> virajaṃ khemaṃ,<br/>yattha dukkhaṃ nirujjhatī'ti.				UD 78	visākhāsuttaṃ	yesaṃ ekaṃ piyaṃ, ekaṃ tesaṃ dukkhaṃ, <br/>yesaṃ n'atthi piyaṃ, n'atthi tesaṃ dukkhaṃ, <br/><b>asokā</b> te virajā anupāyāsā'ti vadāmī'ti																51n	asok	a adj	49			[sound:asoka.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=asoka 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
20268	dukkhato 2	pp	11	ind	abl sg	dukkha					as suffering; as pain; as discomfort			√dukkh 1 a (to be painful)		√dukkh + a + to<br/>dukkha + to		taddhita	to			duḥkhāt	√duḥkh		(MNa) <b>dukkhato</b>'ti na sukhato.<br/>(ANa) paṭipīḷan'ākārena <b>dukkhato</b>	in reality denominative of dukkha			TH 259	sāriputtattheragāthā	yo sukhaṃ <b>dukkhato</b> adda,<br/>dukkham'addakkhi sallato,<br/>ubhay'antarena n'āhosi,<br/>kena lokasmi kiṃ siyā.				AN 4.49	vipallāsasuttaṃ	tesaṃ sutvāna sappaññā,<br/>sacittaṃ paccaladdhā te,<br/>aniccaṃ aniccato dakkhuṃ,<br/>dukkham'addakkhu <b>dukkhato</b>.				SN 12.66	sammasasuttaṃ	ye'pi hi keci, bhikkhave, anāgatam'addhānaṃ samaṇā vā brāhmaṇā vā yaṃ loke piyarūpaṃ sātarūpaṃ taṃ aniccato dakkhissanti <b>dukkhato</b> dakkhissanti anattato dakkhissanti rogato dakkhissanti bhayato dakkhissanti, te taṇhaṃ pajahissanti.				AN 4.49	vipallāsasuttaṃ	aniccaṃ aniccato dakkhuṃ, dukkham'addakkhu <b>dukkhato</b>.<br/>anattani anattā'ti, asubhaṃ asubhat'addasuṃ.<br/>sammādiṭṭhisamādānā, sabbaṃ dukkhaṃ upaccagun'ti											-		49			[sound:dukkhato.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dukkhato 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
47094	piyarūpa	pp	11	adj	comp						agreeable; endearing; cherished; lit. dear form					piya + rūpa				kammadhāraya	piya + rūpa	priyarūpa							SN 35.247	chappāṇakasuttaṃ	idha, bhikkhave, bhikkhu cakkhunā rūpaṃ disvā <b>piyarūpe</b> rūpe adhimuccati, appiyarūpe rūpe byāpajjati, anupaṭṭhitakāyassati ca viharati parittacetaso.				SNP 63	hemaka māṇava pucchā<br/>pārāyanavaggo 8	idha diṭṭhasutamutaviññātesu,<br/><b>piyarūpesu</b> hemaka,<br/>chandarāgavinodanaṃ,<br/>nibbānapadam'accutaṃ.				SN 12.66	sammasasuttaṃ	ye'pi hi keci, bhikkhave, anāgatam'addhānaṃ samaṇā vā brāhmaṇā vā yaṃ loke <b>piyarūpaṃ</b> sātarūpaṃ taṃ aniccato dakkhissanti dukkhato dakkhissanti anattato dakkhissanti rogato dakkhissanti bhayato dakkhissanti, te taṇhaṃ pajahissanti.				MN 10.17	mahāsatipaṭṭhānasuttaṃ	yaṃ loke <b>piyarūpaṃ</b> sātarūpaṃ, etth'esā taṇhā uppajjamānā uppajjati, ettha nivisamānā nivisati.											piyarūp	a adj	49			[sound:piyarūpa.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=piyarūpa&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
43898	pasattha	ss	11	pp		pasaṃsati					praised; commended; exalted			√saṃs 1 a (to proclaim, praise)		pa + √saṃs + ta	st > tth	kita	ta			praśasta	√śaṃs						TH 262	tālapuṭattheragāthā	kadā nu'haṃ dubbacanena vutto,<br/>tatonimittaṃ vimano na hessaṃ,<br/>atho <b>pasattho</b>'pi tatonimittaṃ,<br/>tuṭṭho na hessaṃ tadidaṃ kadā me.				AN 6.10	mahānāmasuttaṃ	puna caparaṃ, mahānāma, ariyasāvako attano sīlāni anussarati akhaṇḍāni acchiddāni asabalāni akammāsāni bhujissāni viññu<b>ppasatthāni</b> aparāmaṭṭhāni samādhisaṃvattanikāni.	Cha sāraṇīya-dhammā	Principles of Cor diality	Teachings	SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	ye puggalā aṭṭha sataṃ <b>pasatthā</b>, cattāri etāni yugāni honti. <br/>te dakkhiṇeyyā sugatassa sāvakā, etesu dinnāni mahapphalāni.	Ratana-sutta		Protective Recitations													52n	pasatth	a pp	49			[sound:pasattha.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pasattha&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
19277	dheyya 1	ps	11	nt	in comps	dahati					realm (of); sphere (of); power (of); influence (of); lit. to be put			√dhā 1 a (to place, support)		√dhā + eyya		kicca	eyya			dheya	√dhā						SNP 67	bhadrāvudha māṇava pucchā<br/>pārāyanavaggo 12	tasmā pajānaṃ na upādiyetha,<br/>bhikkhu sato kiñcanaṃ sabbaloke,<br/>ādānasatte iti pekkhamāno,<br/>pajaṃ imaṃ maccu<b>dheyye</b> visattan'ti.				DHP 34	cittavaggo	vārijo'va thale khitto,<br/>okam'okata'ubbhato,<br/>pariphandat'idaṃ cittaṃ,<br/>māra<b>dheyyaṃ</b> pahātave.				DHP 086	paṇḍitavaggo	ye ca kho sammadakkhāte, dhamme dhamm'ānuvattino,<br/>te janā pāram'essanti, maccu<b>dheyyaṃ</b> suduttaraṃ.	Ti-lakkhaṇā	The Three Characteristics	Verses													10n	dheyy	a nt	49			[sound:dheyya.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dheyya 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
4003	akkhāta	ps	11	pp		akkhāti					said; told; declared; announced			√khā 1 a (to tell, announce)		ā + √khā + ta		kita	ta			akṣata	√khyā						DHP 275	maggavaggo	etañ'hi tumhe paṭipannā,<br/>dukkhass'antaṃ karissatha,<br/><b>akkhāto</b> vo mayā maggo,<br/>aññāya sallakantanaṃ.				SN 56.31	sīsapāvanasuttaṃ	kiñ'ca, bhikkhave, mayā <b>akkhātaṃ</b>? idaṃ dukkhan'ti, bhikkhave, mayā akkhātaṃ				DHP 086	paṇḍitavaggo	ye ca kho sammad<b>akkhāte</b>, dhamme dhamm'ānuvattino, <br/>te janā pāram'essanti, maccudheyyaṃ suduttaraṃ.	Ti-lakkhaṇā	The Three Characteristics	Verses	SN 22.95	pheṇapiṇḍūpamasuttaṃ	et'ādis'āyaṃ santāno, māy'āyaṃ bālalāpinī, <br/>vadhako esa <b>akkhāto</b>, sāro ettha na vijjati.										10n	akkhāt	a pp	49	11	223	[sound:akkhāta.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=akkhāta&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
21920	etarahi	pps	11	ind	adv, comp						now; at present; lit. this day					eta + [r] + ahi	+r					etarhi							SN 22.86	anurādhasuttaṃ	pubbe c'āhaṃ anurādha <b>eta'r'ahi</b> ca dukkhañ'c'eva paññapemi dukkhassa ca nirodhan'ti				MN 61	ambalaṭṭhika rāhulovādasuttaṃ	ye'pi hi keci, rāhula, <b>eta'r'ahi</b> samaṇā vā brāhmaṇā vā kāyakammaṃ parisodhenti … sabbe te evam'evaṃ paccavekkhitvā paccavekkhitvā kāyakammaṃ parisodhenti				SN 6.2	gāravasuttaṃ	ye ca atītā sambuddhā, ye ca buddhā anāgatā. <br/>yo c'<b>eta'r'ahi</b> sambuddho, bahunnaṃ sokanāsano.	Dhamma-gārava	Respect for the Dhamma	Verses	MN 137	saḷāyatanavibhaṅgasuttaṃ	pubbe c'eva rūpā <b>eta'r'ahi</b> ca sabbe te rūpā aniccā dukkhā vipariṇāmadhammā'ti evam'etaṃ yathābhūtaṃ sammappaññāya passato uppajjati somanassaṃ.				SN 22.79	khajjanīyasuttaṃ	ahaṃ kho <b>eta'r'ahi</b> rūpena khajjāmi. atītam'p'āhaṃ addhānaṃ evam'eva rūpena khajjiṃ, seyyathā'pi <b>eta'r'ahi</b> paccuppannena rūpena khajjāmi				07n	-		49			[sound:etarahi.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=etarahi&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
46225	pecca	pp	11	ind	adv, ger	peti					after death; lit. going on			√i 1 a (to come, go)		pa + √i > e + *tya	ty > cc<br/>i > e					pretya	√i						DHP 15	yamakavaggo	idha socati <b>pecca</b> socati,<br/>pāpakārī ubhay'attha socati,<br/>so socati so vihaññati,<br/>disvā kammakiliṭṭham'attano.				MN 22	alagaddūpamasuttaṃ	yam'pi taṃ diṭṭhiṭṭhānaṃ, so loko so attā, so <b>pecca</b> bhavissāmi nicco dhuvo sassato avipariṇāmadhammo, sassatisamaṃ tath'eva ṭhassāmī'ti, tam'pi n'etaṃ mama, n'eso'ham'asmi, na m'eso attā'ti samanupassati.				AN 4.184	abhayasuttaṃ	yāvatā akatakalyāṇānaṃ akatakusalānaṃ akatabhīruttāṇānaṃ katapāpānaṃ kataluddānaṃ katakibbisānaṃ gati taṃ gatiṃ <b>pecca</b> gacchāmī'ti.																	-		49			[sound:pecca.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pecca&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
