Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	class	count	audio	Feedback
arahato	s	2	masc	dat sg	arahant					for the Worthy One; for enlightened being			√arah 1 a (to deserve, be worthy)		√arah + ant + to<br/>arahant + to	arhante	√arh																Trad		namo tassa bhagavato <b>arahato</b> sammā-sambuddhassa	Pubba-bhāga-nama-kāra-pāṭho		Protective Recitations	00n	*	arahant masc	13			[sound:arahato.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=arahato&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bhagavato 1	ss	2	masc	dat sg	bhagavant					to the Buddha; for the Sublime One; for the Blessed One			√bhaj 1 a (to divide, distribute)		√bhaj > bhag + a + vant + to<br/>bhaga + vato	bhagavate	√bhaj										SN 22.59	anattalakkhaṇasuttaṃ	tatra kho bhagavā pañcavaggiye bhikkhū āmantesi — “bhikkhavo”ti. “bhadante”ti te bhikkhū <b>bhagavato</b> paccassosuṃ. bhagavā etadavoca.	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas	Trad		namo tassa <b>bhagavato</b> arahato sammā-sambuddhassa	Pubba-bhāga-nama-kāra-pāṭho		Protective Recitations	38n	!bhagav	ant masc	13			[sound:bhagavato.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhagavato 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
tassa 1	ps	2	pron	masc & nt dat sg	ta					to him; for him; to that; for that					ta + ssa	tvasmai					SN 1.41	ādittasuttaṃ	ādittasmiṃ agārasmiṃ, yaṃ nīharati bhājanaṃ. taṃ <b>tassa</b> hoti atthāya, no ca yaṃ tattha ḍayhati.										Trad		namo <b>tassa</b> bhagavato arahato sammā-sambuddhassa	Pubba-bhāga-nama-kāra-pāṭho		Protective Recitations	00n	!*	ta pron	13			[sound:tassa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tassa 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
paṭiggaheti	pp	2	pr					trans	+acc	takes; accepts; receives			√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā > gahe (irreg)	pati + gahe + ti	pratigrāhayati	√grah √grabh				VIN PAT SE 27	sakkaccapaṭiggahaṇasikkhāpadaṃ	sakkaccaṃ piṇḍapātaṃ <b>paṭiggahessāmī</b>'ti sikkhā karaṇīyā.										VIN PAT SK 55	sāmisa sikkhāpada	na sāmisena hatthena pānīyathālakaṃ <b>paṭiggahessāmī</b>'ti sikkhā karaṇīyā.					paṭiggah	eti pr	13		30	[sound:paṭiggaheti.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paṭiggaheti&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pānīyathālaka	p	2	nt	comp						water cup; drinking bowl					pānīya + thālaka	pānīya + sthāla, sthālaka (bsk)																	VIN PAT SK 55	sāmisa sikkhāpada	na sāmisena hatthena <b>pānīyathālakaṃ</b> paṭiggahessāmī'ti sikkhā karaṇīyā.					pānīyathālak	a nt	13			[sound:pānīyathālaka.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pānīyathālaka&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
hattha 1	ppp	2	masc							hand						hasta					VIN PAT SA 2	kāyasaṃsagga sikkhāpada	yo pana bhikkhu, otiṇṇo vipariṇatena cittena, mātugāmena saddhiṃ kāya-saṃsaggaṃ samāpajjeyya, <b>hattha</b>-ggāhaṃ vā veṇiggāhaṃ vā aññatarassa vā aññatarassa vā aṅgassa parāmasanaṃ, saṅghādiseso.				MN 22	alagaddūpamasuttaṃ	yaṃnūn’āhaṃ tiṇa-kaṭṭha-sākhā-palāsaṃ saṃkaḍḍhitvā, kullaṃ bandhitvā, taṃ kullaṃ nissāya <b>hatthehi</b> ca pādehi ca vāyamamāno sotthinā pāraṃ uttareyyan’ti.				VIN PAT SK 55	sāmisa sikkhāpada	na sāmisena <b>hatthena</b> pānīyathālakaṃ paṭiggahessāmī'ti sikkhā karaṇīyā.					hatth	a masc	13	2	254	[sound:hattha.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=hattha 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
sāmisa 2	p	2	adj		āmisa					soiled; dirty					sa + āma + isa<br/>sa + āmisa	sāmiṣa																	VIN PAT SK 55	sāmisa sikkhāpada	na <b>sāmisena</b> hatthena pānīyathālakaṃ paṭiggahessāmī'ti sikkhā karaṇīyā.					sāmis	a adj	13			[sound:sāmisa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sāmisa 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
niraya	psp	2	masc		aya					hell; lit. no good fortune			√i 1 a (to come, go)		nir + √i > ay + *a	niraya	√i				AN 6.63	nibbedhikasuttaṃ	atthi āsavā <b>niraya</b>-gamanīyā, atthi āsavā tiracchānayoni-gamanīyā, atthi āsavā pettivisaya-gamanīyā, atthi āsavā manussaloka-gamanīyā, atthi āsavā devaloka-gamanīyā.				TH 195	dhammikattheragāthā	na hi dhammo adhammo ca, ubho sama-vipākino. <br/>adhammo <b>nirayaṃ</b> neti, dhammo pāpeti suggatiṃ.	Dhamma-gārava	Respect for the Dhamma	Verses	MN 4	bhayabheravasuttaṃ	micchādiṭṭhi-kamma-samādānā; te kāyassa bhedā paraṃ maraṇā apāyaṃ duggatiṃ vinipātaṃ <b>nirayaṃ</b> upapannā.				07n	niray	a masc	13	2	780	[sound:niraya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=niraya&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
vinipāta	pp	2	masc							state of suffering; lit. bad fall			√pat 1 a (to fall)		vi + ni + √pat + *a	vinipāta	√pat										SN 12.41	pañcaverabhayasuttaṃ	so ākaṅkhamāno attanā’va attānaṃ byākareyya - khīṇanirayo’mhi khīṇa-tiracchānayoni khīṇa-pettivisayo khīṇ’āpāya-duggati-vinipāto sot’āpanno’ham’asmi a-<b>vinipāta</b>-dhammo niyato sambodhi-parāyaṇo’ti				MN 4	bhayabheravasuttaṃ	micchādiṭṭhi-kamma-samādānā; te kāyassa bhedā paraṃ maraṇā apāyaṃ duggatiṃ <b>vinipātaṃ</b> nirayaṃ upapannā.					vinipāt	a masc	13	2	295	[sound:vinipāta.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vinipāta&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
saṅgha 1	psp	2	masc		saṅghaṭeti					community; assembly of monks			√ghaṭ 1 a (to join)		saṃ + √ghaṭ + a	saṃgha	√jhaṭ				DN 1.1	brahmajālasuttaṃ	evaṃ me sutaṃ, ekaṃ samayaṃ bhagavā antarā ca rājagahaṃ antarā ca nāḷandaṃ addhānamaggappaṭipanno hoti mahatā bhikkhu-<b>saṅghena</b> saddhiṃ pañcamattehi bhikkhusatehi				AN 4.180	mahāpadesasuttaṃ	asukasmiṃ nāma āvāse <b>saṅgho</b> viharati sathero sapāmokkho. tassa me saṅghassa sammukhā sutaṃ sammukhā paṭiggahitaṃ	Cattāro mahāpadesā	The Four Great References	Teachings	AN 8.19	pahārādasuttaṃ	kiñcāpi so hoti majjhe bhikkhusaṅghassa sannisinno, atha kho so ārakāva <b>saṅghamhā</b> <b>saṅgho</b> ca tena.				25n	saṅgh	a masc	13	2	1396	[sound:saṅgha.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=saṅgha 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
upāyāsa	pss	2	masc		āyāsa					affliction; agitation; trouble; despair			√yas 3 ya (to strive, struggle)		upa + ā + √yas + *a	upāyāsa. āyāsa	√yas				MN 2.2	sabbāsavasuttaṃ	diṭṭhi-saṃyojana-saṃyutto, bhikkhave, assutavā puthujjano na parimuccati jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi <b>upāyāsehi</b>				SN 56.11	dhammacakkappavattanasuttaṃ	jāti’pi dukkhā, jarāpi dukkhā, maraṇam’pi dukkhaṃ, soka-parideva-dukkha-domanass’<b>upāyāsā</b>’pi dukkhā	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings	SN 35.28	ādittasuttaṃ	kena ādittaṃ? ‘rāg’agginā, dos’agginā, moh’agginā ādittaṃ, jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi <b>upāyāsehi</b> ādittan’ti vadāmi	Āditta-pariyāya-sutta	The Fire Sermon	Cardinal Suttas	17n	upāyās	a masc	13	2	85	[sound:upāyāsa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=upāyāsa&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
domanassa	sss	2	nt	abstr	dur manas					(mental) suffering; melancholy; dejection; depression; dissatisfaction			√man 3 ya (to think)		dur + √man + as + ya	daurmanasya	√man				SN 56.11	dhammacakkappavattanasuttaṃ	jāti’pi dukkhā, jarāpi dukkhā, maraṇam’pi dukkhaṃ, soka-parideva-dukkha-<b>domanass’</b>upāyāsā’pi dukkhā	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings	DN 22.18	mahāsatipaṭṭhānasuttaṃ	idha, bhikkhave, bhikkhu kāye kāy’ānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhā-<b>domanassaṃ</b>	Ariy’aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings	SN 35.28	ādittasuttaṃ	kena ādittaṃ? ‘rāg’agginā, dos’agginā, moh’agginā ādittaṃ, jātiyā jarāya maraṇena sokehi paridevehi dukkhehi <b>domanassehi</b> upāyāsehi ādittan’ti vadāmi	Āditta-pariyāya-sutta	The Fire Sermon	Cardinal Suttas	17n	domanass	a nt	13	9	278	[sound:domanassa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=domanassa&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
dukkha 2	pss	2	nt							discomfort; suffering; pain; unease; unsatisfaction; problem; trouble			√dukkh 1 a (to be painful)		√dukkh + a	duḥkha	√duḥkh				MN 2.2	sabbāsavasuttaṃ	’so ‘idaṃ <b>dukkhan</b>’ti, ‘ayaṃ <b>dukkha</b>-samudayo’ti, ‘ayaṃ <b>dukkha</b>-nirodho’ti, ‘ayaṃ <b>dukkha</b>-nirodha-gāminī paṭipadā’ti yoniso manasi karoti.				DN 22.18	mahāsatipaṭṭhānasuttaṃ	yaṃ kho bhikkhave <b>dukkhe</b> ñāṇaṃ, <b>dukkha</b>-samudaye ñāṇaṃ, <b>dukkha</b>-nirodhe ñāṇaṃ, <b>dukkha</b>-nirodha-gāminiyā paṭipadāya ñāṇaṃ, ayaṃ vuccati bhikkhave sammādiṭṭhi.   	Ariy’aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings	SN 35.28	ādittasuttaṃ	kena ādittaṃ? ‘rāg’agginā, dos’agginā, moh’agginā ādittaṃ, jātiyā jarāya maraṇena sokehi paridevehi <b>dukkhehi</b> domanassehi upāyāsehi ādittan’ti vadāmi	Āditta-pariyāya-sutta	The Fire Sermon	Cardinal Suttas	21n	dukkh	a nt	13	9	3094	[sound:dukkha.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dukkha 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
parideva	sss	2	masc		paridevati					lamentation; wailing; crying			√dev 1 a (to lament)		pari + √dev + a	parideva	√div				SN 56.11	dhammacakkappavattanasuttaṃ	jāti’pi dukkhā, jarā’pi dukkhā, maraṇam’pi dukkhaṃ, soka-<b>parideva</b>-dukkha-domanass'upāyāsā’pi dukkhā	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings	SN 12.2	vibhaṅgasuttaṃ	aññatar’aññatarena dukkha-dhammena phuṭṭhassa; ādevo <b>paridevo</b>, ādevanā paridevanā	Paṭicca-samuppāda	Dependent Origination	Teachings	SN 35.28	ādittasuttaṃ	kena ādittaṃ? ‘rāg’agginā, dos’agginā, moh’agginā ādittaṃ, jātiyā jarāya maraṇena sokehi <b>paridevehi</b> dukkhehi domanassehi upāyāsehi ādittan’ti vadāmi	Āditta-pariyāya-sutta	The Fire Sermon	Cardinal Suttas	17n	paridev	a masc	13	2	87	[sound:parideva.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=parideva&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
soka	sss	2	masc		socati					grief; sorrow			√suc 1 a (to grieve)		√suc > sok + *a	śoka	√śuc				SN 56.11	dhammacakkappavattanasuttaṃ	jāti’pi dukkhā, jarā’pi dukkhā, maraṇam’pi dukkhaṃ, <b>soka</b>-parideva-dukkha-domanass'upāyāsā’pi dukkhā	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings	VIBH 4.1.1	dukkhasaccaṃ	aññatar’aññatarena byasanena samannāgatassa, aññatar’aññatarena dukkha-dhammena phuṭṭhassa; <b>soko</b>, socanā, socitattaṃ, antosoko antoparisoko	Paṭicca-samuppāda	Dependent Origination	Teachings	SN 35.28	ādittasuttaṃ	kena ādittaṃ? ‘rāg’agginā, dos’agginā, moh’agginā ādittaṃ, jātiyā jarāya maraṇena <b>sokehi</b> paridevehi dukkhehi domanassehi upāyāsehi ādittan’ti vadāmi	Āditta-pariyāya-sutta	The Fire Sermon	Cardinal Suttas	17n	sok	a masc	13	2	137	[sound:soka.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=soka&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bheda 3	ssp	2	masc		bhindati					breaking-up (of); breaking apart (of); death			√bhid 2 ṃa (to break, split)		√bhid > bhed + *a	bheda	√bhid				SN 12.2	vibhaṅgasuttaṃ	yā tesaṃ tesaṃ sattānaṃ tamhā tamhā sattanikāyā cuti cavanatā <b>bhedo</b> antaradhānaṃ maccu maraṇaṃ kālakiriyā khandhānaṃ <b>bhedo</b> kaḷevarassa nikkhepo jīvit’indriyass'upacchedo, idaṃ vuccati maraṇaṃ.	Paṭicca-samuppāda	Dependent Origination	Teachings	TH 251	raṭṭhapālattheragāthā	duma-pphalānī’va patanti māṇavā, daharā ca vuḍḍhā ca sarīra-<b>bhedā</b>. <br/>etam’pi disvā pabbajito’mhi rāja, apaṇṇakaṃ sāmaññam’eva seyyo.	Raṭṭhapāla-thera-gāthā	From the Elder Raṭṭhapāla	Verses	MN 45	cūḷadhammasamādānasuttaṃ	kāyassa <b>bhedā</b> paraṃ maraṇā apāyaṃ duggatiṃ vinipātaṃ nirayaṃ upapajjanti.				12n	bhed	a masc	13	2	1076	[sound:bheda.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bheda 3&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
khaya	sp	2	masc		khīyati				+gen	wearing away (of); exhaustion (of); erosion (of); depletion (of); slow destruction (of)			√khī 1 a (to destroy, exhaust)		√khī > khay + *a	kṣaya	√kṣi										SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	<b>khayaṃ</b> virāgaṃ amataṃ paṇītaṃ,  <br/>yad'ajjhagā sakya-munī samāhito. <br/>na tena dhammena sam’atthi kiñci	Ratana-sutta		Protective Recitations	MN 2.1	sabbāsavasuttaṃ	jānato ahaṃ passato āsavānaṃ <b>khayaṃ</b> vadāmi, no ajānato no apassato. yoniso ca manasikāraṃ ayoniso ca manasikāraṃ.				52n	khay	a masc	13	2	514	[sound:khaya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=khaya&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
āsava	sp	2	masc		āsavati					discharge; suppuration; outflow; effluent; (comm) impurity			√su 1 a (to flow)		ā + √su > sav + *a	āsrava	√sru		(ANa) āsavā'ti kilesā								MN 39	mahāassapurasuttaṃ	‘ime <b>āsavā</b>’ti yathābhūtaṃ pajānāti, ‘ayaṃ <b>āsava-</b>samudayo’ti yathābhūtaṃ pajānāti, ‘ayaṃ <b>āsava-</b>nirodho’ti yathābhūtaṃ pajānāti	Anupubba-sikkhā	The Gradual Training	Teachings	MN 2.1	sabbāsavasuttaṃ	jānato ahaṃ passato <b>āsavānaṃ</b> khayaṃ vadāmi, no ajānato no apassato. yoniso ca manasikāraṃ ayoniso ca manasikāraṃ.				18n	āsav	a masc	13	2	959	[sound:āsava.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āsava&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
satthā	pss	2	masc	nom sg, agent	satthar					teacher; master; the Buddha			√sās 1 a (to teach, instruct)		√sās + tar + ā	śāstṛ	√śās				AN 6.103	ukkhittāsikasuttaṃ	sabbalokā ca me mano vuṭṭhahissati, nibbāne ca santadassāvī bhavissāmi, anusayā ca me samugghātaṃ gacchissanti, kiccakārī ca bhavissāmi, <b>satthā</b> ca me pariciṇṇo bhavissati mettāvatāyā’ti.				DN 16.36	mahāparinibbānasuttaṃ	yo vo, ānanda, mayā dhammo ca vinayo ca desito paññatto, so vo mam’accayena <b>satthā</b>.	Buddha-pacchima-ovāda	The Buddha’s Final Instruction	Teachings	SN 11.3	dhajaggasuttaṃ	iti’pi so bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi <b>satthā</b> devamanussānaṃ buddho bhagavā'ti	Buddha-dhamma-saṅgha-guṇā		Protective Recitations	29n	satth	ar masc	13			[sound:satthā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=satthā&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
anuttara	pss	2	adj	compar	na ud	neg			+gen	highest; unsurpassed; unexcelled; superior; lit. nothing higher					na + ud + tara	anuttara					MN 10.10	mahāsatipaṭṭhānasuttaṃ	sauttaraṃ vā cittaṃ ‘sauttaraṃ cittan’ti pajānāti, <b>anuttaraṃ</b> vā cittaṃ ‘anuttaraṃ cittan’ti pajānāti; 				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	varo vara’ññū vara’do var’āharo,  <br/><b>anuttaro</b> dhamma-varaṃ adesayi.	Ratana-sutta		Protective Recitations	SN 11.3	dhajaggasuttaṃ	iti’pi so bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū <b>anuttaro</b> purisadammasārathi satthā devamanussānaṃ buddho bhagavā'ti	Buddha-dhamma-saṅgha-guṇā		Protective Recitations	52n	anuttar	a adj	13	11	743	[sound:anuttara.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=anuttara&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bhagavā 1	pss	2	masc	nom sg	bhagavant					the Sublime One; Blessed One; Fortunate One; the Buddha			√bhaj 1 a (to divide, distribute)		√bhaj > bhag + a + vā	bhagavat	√bhaj				SN 35.232	koṭṭhikasuttaṃ	“saṃvijjati kho, āvuso, bhagavato cakkhu. passati <b>bhagavā</b> cakkhunā rūpaṃ. chandarāgo bhagavato n’atthi. suvimuttacitto bhagavā.				MN 48	kosambiyasuttaṃ	ekaṃ samayaṃ <b>bhagavā</b> kosambiyaṃ viharati ghosit’ārāme	Cha sāraṇīya-dhammā	Principles of Cordiality	Teachings	SN 11.3	dhajaggasuttaṃ	iti’pi so <b>bhagavā</b> arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā'ti	Buddha-dhamma-saṅgha-guṇā		Protective Recitations	26n	!bhagav	ant masc	13			[sound:bhagavā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhagavā 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
nīvaraṇa	sp	2	masc		nivāreti		caus			obstacle; hindrance; obstruction; barrier			√var 1 *e (to cover, dress, restrain)		nī + √var + *aṇa	nivāraṇa; vṛṇoti	√vṛ										MN 39	mahāassapurasuttaṃ	bhikkhu yathā iṇaṃ yathā rogaṃ yathā bandhan’āgāraṃ yathā dāsabyaṃ yathā kantār’addhānamaggaṃ, ime pañca <b>nīvaraṇe</b> appahīne attani samanupassati	Anupubba-sikkhā	The Gradual Training	Teachings	MN 99	subhasuttaṃ	imehi kho māṇava, pañcahi <b>nīvaraṇehi</b> brāhmaṇo pokkharasāti opamañño subhagavaniko āvuto nivuto ophuṭo pariyonaddho.				18n	nīvaraṇ	a masc	13	2	174	[sound:nīvaraṇa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nīvaraṇa&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
sekha	ps	2	masc		sikkhati					trainee; belonging to training; one who is in the course of perfection			√sikkh 1 a (to learn, train)		√sikkh > sekh + *a	śaikṣa	√śikṣ		(SNPa) sekhā'ti, sīlādīni sikkhamānā avasesā ariyapuggalā.<br/>(VINa) sekho'ti puthujjanakalyāṇakena saddhiṃ satta ariyā tisso sikkhā sikkhantī'ti sekhā.	(BDN) 'noble learner'	MN 152	indriyabhāvanāsuttaṃ	“kathañ’c’ānanda, <b>sekho</b> hoti pāṭipado?										AN 8.79	parihānasuttaṃ	ime bhikkhave dhammā <b>sekhassa</b> bhikkhuno aparihānāya saṃvattanti.	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	sekh	a masc	13	2	161	[sound:sekha.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sekha&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
dhamma 02	ps	2	masc		dharati					quality; characteristic			√dhar 1 a (to hold, carry, endure)		√dhar + ma	dharma	√dhṛ				AN 5.81	rajanīyasuttaṃ	pañcahi, bhikkhave, <b>dhammehi</b> samannāgato thero bhikkhu sabrahmacārīnaṃ appiyo ca hoti amanāpo ca agaru ca abhāvanīyo ca										AN 8.53	saṃkhittasuttaṃ	ime <b>dhammā</b> virāgāya saṃvattanti, no sarāgāya; visaṃyogāya saṃvattanti, no saṃyogāya	Saṅkhitta-dhamma	The Dhamma in Brief	Teachings	24n	dhamm	a masc	13	2	12531	[sound:dhamma.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dhamma 02&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
anālaya 1	s	2	masc		na allīyati	neg				independence; freedom from clinging; non-attachment			√lī 3 ya (to stick, hide)		na + ā + √lī > lay + *a	anālayana	√lī																SN 56.11	dhammacakkappavattanasuttaṃ	idaṃ kho pana, bhikkhave, dukkhanirodhaṃ ariyasaccaṃ — yo tassā’y’eva taṇhāya asesavirāganirodho cāgo paṭinissaggo mutti <b>anālayo</b>.	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings	17n	anālay	a masc	13	2	115	[sound:anālaya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=anālaya 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
