ID	Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Phonetic Changes	Derivative	Suffix	Compound	Compound Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Source4	Sutta4	Example4	Pali chant 4	English chant 4	Chapter 4	Index	Stem	Pattern	Test	class	count	audio	DPD	Pāli-old	eng-old	move	sync	Feedback
66166	vibhaṅga 1	psp	3	masc		vibhañjati					analysis; classification; breakdown; lit. division			√bhañj 1 a (to break, destroy)		vi + √bhañj > bhaṅg + a	ñj > ṅg	kita	a			bhaṅga	√bhañj		(MNa) <b>vibhaṅgan</b>'ti vitthārabhājanīyaṃ		MN 139	araṇavibhaṅgasuttaṃ	janapadaniruttiṃ n'ābhiniveseyya, samaññaṃ n'ātidhāveyyāti, ayam'uddeso araṇa<b>vibhaṅgassa</b>.				Thai		handa mayaṃ paṭiccasamuppāda<b>vibhaṅgaṃ</b> bhaṇāmase	Paṭicca-samuppāda	Dependent Origination	Reflections	MN 133	mahākaccānabhaddekarattasuttaṃ	dhārehi tvaṃ, bhikkhu, bhadd'ekarattassa uddesañ'ca <b>vibhaṅgañ</b>'ca.										23n	vibhaṅg	a masc	43	3	47	[sound:vibhaṅga.mp3]	√√	vibhaṅga 1	analysis; classification; breakdown			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vibhaṅga 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
61370	uddesa 1	pp	3	masc		uddisati					proposition; synopsis; statement in brief; summary; introduction; lit. pointing up			√dis 1 a (to point out, explain)		ud + √dis > des + *a	i > e	kita	*a			uddeśa	√diś		(MNa) <b>uddesan</b>'ti mātikaṃ		MN 18	madhupiṇḍikasuttaṃ	yaṃ kho no, āvuso, bhagavā saṃkhittena <b>uddesaṃ</b> uddisitvā vitthārena atthaṃ avibhajitvā uṭṭhāy'āsanā vihāraṃ paviṭṭho										MN 133	mahākaccānabhaddekarattasuttaṃ	dhārehi tvaṃ, bhikkhu, bhadd'ekarattassa <b>uddesañ</b>'ca vibhaṅgañ'ca.											uddes	a masc	43	2	222	[sound:uddesa.mp3]	√√	uddesa 1	proposition; synopsis; statement in brief; summary; introduction		11	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=uddesa 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
66627	viharati 1	ps	3	pr					intrans	+loc	lives (in); dwells (in)			√har 1 a (to live)	√har + a > hara	vi + hara + ti						viharati	√hṛ			see SCPN §5	SN 11.15	rāmaṇeyyakasuttaṃ	gāme vā yadi v'āraññe, ninne vā yadi vā thale.<br/>yattha arahanto <b>viharanti</b>, taṃ bhūmirāmaṇeyyakan'ti. 										AN 4.180	mahāpadesasuttaṃ	asukasmiṃ nāma āvāse sambahulā therā bhikkhū <b>viharanti</b> bahussutā āgat'āgamā dhammadharā vinayadharā mātikādharā. tesaṃ me therānaṃ sammukhā sutaṃ sammukhā paṭiggahitaṃ	Cattāro mahāpadesā	The Four Great References	Teachings							25n	vihar	ati pr	43	3	5581	[sound:viharati.mp3]	√√	viharati 1	lives (in); dwells (in)			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=viharati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
49801	sādhu 3	ssp	3	ind		√sādh		impers		+dat	it is good (for); it would be good (if)			√sādh 3 ya (to accomplish)		√sādh + u		kita	u			sādhu	√sādh		(MNa) <b>sādhu hotī</b>'ti sundaro hoti.<br/>(SNa) <b>sādhū</b>'ti āyācan'atthe nipāto.		Thai		<b>sādhu</b> no bhante bhagavā suciraparinibbuto'pi<b> </b>pacchimājanat'ānukampamānasā	Buddh'ādi-āmisa-pūjā	Dedication of Offerings	Homage to the Triple Gem	AN 8.53	saṃkhittasuttaṃ	<b>sādhu</b> me, bhante, bhagavā saṃkhittena dhammaṃ desetu, yam'ahaṃ bhagavato dhammaṃ sutvā ekā vūpakaṭṭhā appamattā ātāpinī pahit'attā vihareyyan'ti	Saṅkhitta-dhamma	The Dhamma in Brief	Teachings	SN 22.1	nakulapitusuttaṃ	<b>sādhu</b> vat'āyasmantaṃ'y'eva sāriputtaṃ paṭibhātu etassa bhāsitassa attho'ti.										24n	-		43	13	973	[sound:sādhu.mp3]	√√	sādhu 3	it is good (for); it would be good (if) 			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sādhu 3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
49400	sabbe	sp	3	pron	nom pl	sabba					all; every; everything; everyone											sarva											SN 6.2	gāravasuttaṃ	<b>sabbe</b> saddhammagaruno, vihariṃsu viharanti ca. <br/>athā'pi viharissanti, esā buddhāna dhammatā.	Dhamma-gārava	Respect for the Dhamma	Verses	DHP 130	daṇḍavaggo	<b>sabbe</b> tasanti daṇḍassa, sabbesaṃ jīvitaṃ piyaṃ.<br/>attānaṃ upamaṃ katvā, na haneyya na ghātaye.										07n	sabb	a pron	43			[sound:sabbe.mp3]	√√	sabbe	all; every; everything; everyone			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sabbe&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
48170	rājā	psp	3	masc	nom sg, atta group	rāja					king; sovereign; lord			√rāj 1 a (to rule, shine)		√rāj + a + ā<br/>rāja + ā						rāja	√rāj				DHP 329	nāgavaggo	no ce labhetha nipakaṃ sahāyaṃ, saddhiṃcaraṃ sādhuvihāridhīraṃ, <br/><b>rājā</b>'va raṭṭhaṃ vijitaṃ pahāya, eko care mātaṅg'araññe'va nāgo.				TH 251	raṭṭhapālattheragāthā	<b>rājā</b> ca aññe ca bahū manussā, avītataṇhā maraṇaṃ upenti. <br/>ūnā'va hutvāna jahanti dehaṃ, kāmehi lokamhi na h'atthi titti.	Raṭṭhapāla-thera-gāthā	From the Elder Raṭṭhapāla	Verses	DN 19.7	mahāgovindasuttaṃ	<b>rājā</b> disampati bhavantaṃ jotipālaṃ māṇavaṃ āmantayati										12n	*	rāja masc	43			[sound:rājā.mp3]	√√	rājā	king; sovereign; lord			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=rājā&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
43975	passati 1	pp	3	pr					trans	+acc	sees			√dis 1 a (to see)	√dis + a > disa > passa (irreg)	passa + ti						paśyati; *spaśati	√dṛś				AN 11.15	mettāsuttaṃ	sukhaṃ supati, sukhaṃ paṭibujjhati, na pāpakaṃ supinaṃ <b>passati</b>, manussānaṃ ca amanussānaṃ piyo hoti, devatā rakkhanti										MN 104	sāmagāmasuttaṃ	<b>passatha</b> no tumhe, ānanda, taṃ vacanapathaṃ aṇuṃ vā thūlaṃ vā yaṃ tumhe n'ādhivāseyyāthā'ti?											pass	ati pr	43	3	1869	[sound:passati.mp3]	√√	passati 1	sees			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=passati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
19187	dhāreti 3	psp	3	pr					ditrans	+acc	bears in mind; keeps in mind; remembers; lit. carries			√dhar 8 *e (to wear, hold, carry)	√dhar + *e > dhāre	dhāre + ti	a > ā					dhārayati	√dhṛ		(SNa) <b>upāsakaṃ maṃ, bhante, bhagavā dhāretū</b>'ti maṃ bhagavā, upāsako ayan'ti evaṃ dhāretu, jānātū'ti attho.		MN 70	kīṭāgirisuttaṃ	idha saddhājāto upasaṅkamati, upasaṅkamanto payirupāsati, payirupāsanto sotaṃ odahati, ohitasoto dhammaṃ suṇāti, sutvā dhammaṃ <b>dhāreti</b>, dhatānaṃ dhammānaṃ atthaṃ upaparikkhati, 				AN 8.53	saṃkhittasuttaṃ	ek'aṃsena, gotami, <b>dhāreyyāsi</b>, eso dhammo, eso vinayo, etaṃ satthusāsanan'ti	Saṅkhitta-dhamma	The Dhamma in Brief	Teachings	MN 133	mahākaccānabhaddekarattasuttaṃ	<b>dhārehi</b> tvaṃ, bhikkhu, bhadd'ekarattassa uddesañ'ca vibhaṅgañ'ca.										24n	dhār	eti pr	43	3	737	[sound:dhāreti.mp3]	√√	dhāreti 3	bears in mind; keeps in mind; remembers			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dhāreti 3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
68905	vivekaja	sp	3	adj	comp						born from seclusion; (or) born from discrimination					viveka + ja				pañcamī tappurisa	vivak<b>asmā</b> + ja	vivekaja											MN 39	mahāassapurasuttaṃ	so imam'eva kāyaṃ <b>vivekajena</b> pītisukhena abhisandeti parisandeti paripūreti parippharati, n'āssa kiñci sabbāvato kāyassa <b>vivekajena</b> pītisukhena apphuṭaṃ hoti.										DN 22.18	mahāsatipaṭṭhānasuttaṃ	bhikkhu vivicc'eva kāmehi vivicca akusalehi dhammehi, savitakkaṃ savicāraṃ <b>vivekajaṃ</b> pītisukhaṃ paṭhamaṃ jhānaṃ upasampajja viharati	Ariy’aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings	21n	vivekaj	a adj	43			[sound:vivekaja.mp3]	√√	vivekaja	born from seclusion; (or) born from discrimination		22	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vivekaja&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
43938	passa 2.1	ps	3	imp	2nd sg	passatu			trans	+acc	see!; look (at)!			√dis 1 a (to see)	√dis + a > disa > passa (irreg)	passa + a						paśya	√dṛś										SNP 34	sallasuttaṃ<br/>mahāvaggo 8	yena yena hi maññanti,<br/>tato taṃ hoti aññathā,<br/>et'ādiso vinābhāvo,<br/><b>passa</b> lokassa pariyāyaṃ.										TH 251	raṭṭhapālattheragāthā	<b>passa</b> cittakataṃ bimbaṃ, arukāyaṃ samussitaṃ, <br/>āturaṃ bahusaṅkappaṃ, yassa n'atthi dhuvaṃ ṭhiti.	Raṭṭhapāla-thera-gāthā	From the Elder Raṭṭhapāla	Verses	12n	pass	ati pr	43	3	215	[sound:passa.mp3]	√√	passa 5	see! look! watch!		22	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=passa 2.1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
44755	paṭiggaṇhāti 1	psp	3	pr					trans	+acc	takes; accepts; receives			√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā	pati + gaṇhā + ti						pratigṛhṇāti	√grah √gṛbh √gṛh	paṭigaṇhāti			VIN PAT NP 10	rājasikkhāpadaṃ	so ce dūto taṃ bhikkhuṃ upasaṅkamitvā evaṃ vadeyya, idaṃ kho, bhante, āyasmantaṃ uddissa cīvaracetāpannaṃ ābhataṃ, paṭiggaṇhātu āyasmā cīvaracetāpannan'ti.				Thai		ime sakkāre duggatapaṇṇ'ākārabhūte <b>paṭiggaṇhātu</b> amhākaṃ dīgharattaṃ hitāya sukhāya	Buddh'ādi-āmisa-pūjā	Dedication of Offerings	Homage to the Triple Gem													01n	paṭiggaṇh	āti pr	43	3	288	[sound:paṭiggaṇhāti.mp3]	√√	paṭiggaṇhāti 1	takes; accepts; receives			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paṭiggaṇhāti 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
18902	dhammarasa	p	3	masc	comp						taste of the Dhamma; flavour of the Dhamma					dhamma + rasa				chaṭṭhī tappurisa	dhamm<b>assa</b> + rasa	dharma + rasa					DHP 354	taṇhāvaggo	sabbadānaṃ dhammadānaṃ jināti, sabbarasaṃ <b>dhammaraso</b> jināti,<br/>sabbaratiṃ dhammarati jināti, taṇhakkhayo sabbadukkhaṃ jināti.																							dhammaras	a masc	43			[sound:dhammarasa.mp3]	√	dhammarasa	taste of the Dhamma; flavour of the Dhamma			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dhammarasa&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
17949	daṇḍa 1	sp	3	masc							stick; truncheon; nightstick; club											daṇḍa			(SNa) <b>daṇḍenā</b>'ti catuhatthadaṇḍena vā khadiradaṇḍena vā ghaṭikamuggarena vā.		DHP 130	daṇḍavaggo	sabbe tasanti <b>daṇḍassa</b>, sabbesaṃ jīvitaṃ piyaṃ,<br/>attānaṃ upamaṃ katvā, na haneyya na ghātaye.				MN 51	kandarakasuttaṃ	nihita<b>daṇḍo</b> nihitasattho, lajjī day'āpanno sabbapāṇabhūtahit'ānukampī viharati.	Anupubba-sikkhā	The Gradual Training	Teachings													18n	daṇḍ	a masc	43	2	127	[sound:coming-soon.mp3]	√√	daṇḍa 1	stick; truncheon; nightstick; club			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=daṇḍa 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
60528	tiṭṭhati 3	s	3	pr					trans	+acc	remains; persists; lasts; lit. stands			√ṭhā 1 a (to stand)	√ṭhā + ṭhā + a > tiṭṭha	tiṭṭha + ti	ṭ > t					tiṣṭhati	√sthā		(VIN 1.2.10) <b>tiṭṭheyyā</b>'ti na paṭinissajjeyya.		SNP 22	uṭṭhānasuttaṃ<br/>cūḷavaggo 1	yāya devā manussā ca, sitā <b>tiṭṭhanti</b> atthikā, <br/>tarath'etaṃ visattikaṃ, khaṇo vo mā upaccagā, <br/>khaṇ'ātītā hi socanti, nirayamhi samappitā.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses																			15n	tiṭṭh	ati pr	43	3	745	[sound:tiṭṭhati.mp3]	√√	tiṭṭhati 3	lasts; remains; persists; lit. stands			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tiṭṭhati 3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
25968	jināti 2	p	3	pr					trans	+acc	surpasses; beats; wins (over)			√ji 5 nā (to conquer)	√ji + nā > jinā	jinā + ti						jayati	√ji	jayati, jeti			DHP 354	taṇhāvaggo	sabbadānaṃ dhammadānaṃ <b>jināti</b>, sabbarasaṃ dhammaraso <b>jināti</b>,<br/>sabbaratiṃ dhammarati <b>jināti</b>, taṇhakkhayo sabbadukkhaṃ jināti.																							jin	āti pr	43		32	[sound:jināti.mp3]	√	jināti 2	surpasses; beats; wins (over)			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=jināti 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
34560	muni 1	pss	4	masc		munāti					monk; sage; seer; hermit; silent sage			√mun 5 nā (to think, know)		√mun + i		kita	i			muni	√man	munī		(MW) orig: one who has made the vow of silence	TH 179	sāṭimattiyattheragāthā	aniccā hi calā saddhā, evaṃ diṭṭhā hi sā mayā.<br/>rajjanti'pi virajjanti, tattha kiṃ jiyyate <b>muni</b>.				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	khayaṃ virāgaṃ amataṃ paṇītaṃ, <br/>yad'ajjhagā sakya<b>munī</b> samāhito. <br/>na tena dhammena sam'atthi kiñci	Ratana-sutta		Protective Recitations	TH 257	pārāpariyattheragāthā	yathā kaṇṭakaṭṭhānamhi, careyya anupāhano.<br/>satiṃ upaṭṭhapetvāna, evaṃ gāme <b>munī</b> care.	Pārāpariya-thera-gāthā	From the Elder Pārāpariya	Verses							52n	mun	i masc	43	4	201	[sound:muni.mp3]	√√	muni 1	monk; sage; hermit; holy man			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=muni 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
1016	abhisaṅkharoti 2	p	4	pr					trans	+acc	does; performs; lit. constructs			√kar 7 o (to do, make)	√kar + o > karo > kharo (irreg)	abhi + saṃ + kharo + ti	ṃ > ṅ<br/>k > kh (Kacc 20, 27)					abhisaṃskaroti	√kṛ																AN 3.70	akusalamūlasuttaṃ	yad'api, bhikkhave, alobho tad'api kusalamūlaṃ. yad'api aluddho <b>abhisaṅkharoti</b> kāyena vācāya manasā tad'api kusalaṃ.											abhisaṅkhar	oti pr	43	4	98	[sound:abhisaṅkharoti.mp3]	√	abhisaṅkharoti 2	does; performs; lit. constructs			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=abhisaṅkharoti 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
4777	amha 1.1	sp	4	pr	1st pl	atthi			intrans	+nom	we are			√as 1 a (to be)		√as + mha	as > amh (Kacc 492, 499)					smaḥ	√as	amhā			MN 40	cūḷāssapurasuttaṃ	samaṇā samaṇāti vo, bhikkhave, jano sañjānāti. tumhe ca pana ke tumhe'ti puṭṭhā samānā samaṇā-<b>amha</b>iti paṭijānātha										Thai		te mayaṃ otiṇṇā-<b>amha </b>jātiyā jarāmaraṇena	Ratanattaya-paṇāma	Salutation to the Triple Gem	Homage to the Triple Gem							05n	!*	atthi pr	43	4	41	[sound:amha.mp3]	√√	amha 1	we are			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=amha 1.1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
24462	hotha	s	4	imp	2nd pl	hotu			intrans	+nom	may you all be!; I pray you all may be!			√hū 1 a (to be)	√hū + a > ho	ho + tha	ū > o					bhavata	√bhū																AN 3.156	pubbaṇhasuttaṃ	te atthaladdhā sukhitā, viruḷhā buddhasāsane. arogā sukhitā <b>hotha</b>, saha sabbehi ñātibhī'ti.	So attha-laddho		Thanksgiving Recitations							46n	!*	hoti pr	43	4	58	[sound:hotha.mp3]	√√	hotha	may you all be! you all must be!			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=hotha&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
57320	sukhita	pss	4	pp		sukheti					pleased; delighted; blessed; comforted; happy			√sukh 1 a (to please, be comfortable)		√sukh + ita		kita	ita			sukhita	√sukh				SN 35.241	paṭhamadārukkhandhopamasuttaṃ	idha gihīhi saṃsaṭṭho viharati, sahanandī sahasokī, sukhitesu <b>sukhito</b>, dukkhitesu dukkhito, uppannesu kiccakaraṇīyesu attanā tesu yogaṃ āpajjati. ayaṃ vuccati manussaggāho.				KHP 7	tirokuṭṭasuttaṃ	idaṃ vo ñātīnaṃ hotu, <b>sukhitā</b> hontu ñātayo.	Peta-patti-dāna		Sharing of Merits	AN 3.156	pubbaṇhasuttaṃ	te atthaladdhā sukhitā, viruḷhā buddhasāsane. arogā <b>sukhitā</b> hotha, saha sabbehi ñātibhī'ti.	So attha-laddho		Thanksgiving Recitations							70n	sukhit	a pp	43			[sound:sukhita.mp3]	√√	sukhita	happy; glad; easeful; pleased			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sukhita&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
9651	aroga	s	4	adj		rujati	neg				healthy; free from disease			√ruj 1 a (to hurt, be painful)		na > a + √ruj > rog + *a	u > o<br/>j > g	kita	*a	kammadhāraya	na + roga	aroga	√ruj																AN 3.156	pubbaṇhasuttaṃ	te atthaladdhā sukhitā, viruḷhā buddhasāsane. <b>arogā</b> sukhitā hotha, saha sabbehi ñātibhī'ti.	So attha-laddho		Thanksgiving Recitations							46n	arog	a adj	43	11	160	[sound:aroga.mp3]	√√	aroga	healthy; free from disease			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=aroga&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
3158	ahosiṃ	pp	4	aor	1st sg	ahosi			intrans	+nom	I was			√hū 1 a (to be)	√hū + a > ho	a + ho + siṃ	ū > o					abhūvam	√bhū				AN 6.63	nibbedhikasuttaṃ	vohāravepakkaṃ saññaṃ vadāmi. yathā yathā naṃ sañjānāti tathā tathā voharati, evaṃ saññī <b>ahosin</b>'ti. ayaṃ vuccati saññānaṃ vipāko.										MN 39	mahāassapurasuttaṃ	tatra'pi evaṃ aṭṭhāsiṃ evaṃ nisīdiṃ evaṃ abhāsiṃ evaṃ tuṇhī <b>ahosiṃ</b>											!a	hosi aor	43			[sound:ahosiṃ.mp3]	√√	ahosiṃ	I was			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ahosiṃ&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
60727	tuṇhī ahosi	pp	4	idiom	adv + aor	tuṇhībhavati					was silent; remained quiet					tuṇhī + ahosi						tūṣṇīṃ +					UD 45	uposathasuttaṃ	dutiyam'pi kho bhagavā <b>tuṇhī ahosi.</b>										MN 39	mahāassapurasuttaṃ	tatra'pi evaṃ aṭṭhāsiṃ evaṃ nisīdiṃ evaṃ abhāsiṃ evaṃ <b>tuṇhī ahosiṃ</b>											!	tuṇhī ahosi	43			[sound:tuṇhī ahosi.mp3]	√√	tuṇhī ahosi	was silent; was quiet			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tuṇhī ahosi&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
60725	tuṇhī 3	sp	4	ind	adv	tuṇhī					silent; quiet											tūṣṇīṃ											MN 107	gaṇakamoggallānasuttaṃ	asite pīte khāyite sāyite sampajānakārī, uccārapassāvakamme sampajānakārī, gate ṭhite nisinne sutte jāgarite bhāsite <b>tuṇhī</b>bhāve sampajānakārī	Anupubba-sikkhā	The Gradual Training	Teachings	MN 39	mahāassapurasuttaṃ	tatra'pi evaṃ aṭṭhāsiṃ evaṃ nisīdiṃ evaṃ abhāsiṃ evaṃ <b>tuṇhī </b>ahosiṃ										18n	-		43			[sound:tuṇhī.mp3]	√√	tuṇhī 3	silent; quiet			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tuṇhī 3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
267	abhāsi 1	pp	4	aor		ābhāti			trans	+acc	spoke; said			√bhā 1 a (to shine, speak)		a + √bhā + si						ābhāsīt	√bhā				SN 1.40	dutiyapajjunnadhītusuttaṃ	idh'āgamā vijjupabhāsavaṇṇā,<br/>kokanadā pajjunnassa dhītā,<br/>buddhañ'ca dhammañ'ca namassamānā,<br/>gāthā'c'imā atthavatī <b>abhāsi</b>.										MN 39	mahāassapurasuttaṃ	tatra'pi evaṃ aṭṭhāsiṃ evaṃ nisīdiṃ evaṃ <b>abhāsiṃ</b> evaṃ tuṇhī ahosiṃ											abh	āsi aor	43	4	174	[sound:abhāsi.mp3]	√√	abhāsi 1	spoke; said		11	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=abhāsi 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
