id	pali_1	Fin	sbs_class_anki	sbs_category	pos	grammar	derived_from	neg	verb	trans	plus_case	meaning_1	ru_meaning	sbs_meaning	root_pali	root_base	construction	phonetic	derivative	suffix	compound_type	compound_construction	sanskrit	root_sk	variant	commentary	notes	sbs_notes	ru_notes	source_1	sutta_1	example_1	sbs_chant_pali_1	sbs_chant_eng_1	sbs_chapter_1	source_2	sutta_2	example_2	sbs_chant_pali_2	sbs_chant_eng_2	sbs_chapter_2	sbs_source_3	sbs_sutta_3	sbs_example_3	sbs_chant_pali_3	sbs_chant_eng_3	sbs_chapter_3	sbs_source_4	sbs_sutta_4	sbs_example_4	sbs_chant_pali_4	sbs_chant_eng_4	sbs_chapter_4	sbs_source_5	sbs_sutta_5	sbs_example_5	sbs_chant_pali_5	sbs_chant_eng_5	sbs_chapter_5	sbs_index	stem	pattern	test	sbs_class	count	sbs_audio	move	Feedback
15467	byākāsi 1	pp	4		aor		byākaroti			trans	+acc	answered; replied; lit. made distinct			√kar 7 o (to do, make)		vi > vy > by + ā + √kar > kā + si	vi > by<br/>kar > kā (Kacc 491, 523)					vyākṛ	√kṛ	vyākāsi					SNP 32	sabhiyasuttaṃ	yā me kaṅkhā pure āsi,<br/>taṃ me <b>byākāsi</b> cakkhumā,<br/>addhā munī'si sambuddho,<br/>n'atthi nīvaraṇā tava.				SNP 70	mogharāja māṇava pucchā<br/>pārāyanavaggo 15	dv'āhaṃ sakkaṃ apucchissaṃ,<br/>na me <b>byākāsi</b> cakkhumā,<br/>yāvatatiyañ'ca devīsi,<br/>byākarotī'ti me sutaṃ.				MN 95	caṅkīsuttaṃ	sacc'ānurakkhaṇaṃ mayaṃ bhavantaṃ gotamaṃ apucchimha, sacc'ānurakkhaṇaṃ bhavaṃ gotamo <b>byākāsi</b>																	byāk	āsi aor	73	4	83	[sound:byākāsi.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=byākāsi 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
14167	bhavaṃ 1	pp	4		masc	nom sg, irreg	bhavant					venerable; respectable person; honourable person; lit. being present			√bhū 1 a (to be, become)	√bhū + a > bhava	bhava + anta + aṃ<br/>bhavant + aṃ	ū > av					bhavān	√bhū						SNP 6	parābhavasuttaṃ<br/>uragavaggo 6	suvijāno <b>bhavaṃ</b> hoti,<br/>suvijāno parābhavo,<br/>dhammakāmo bhavaṃ hoti,<br/>dhammadessī parābhavo.				AN 4.73	sappurisasuttaṃ	puṭṭho kho pana pañh'ābhinīto ahāpetvā alambitvā paripūraṃ vitthārena parassa avaṇṇaṃ bhāsitā hoti. veditabbam'etaṃ, bhikkhave, asappuriso ayaṃ <b>bhavan</b>'ti.				MN 95	caṅkīsuttaṃ	sacc'ānurakkhaṇaṃ mayaṃ bhavantaṃ gotamaṃ apucchimha, sacc'ānurakkhaṇaṃ <b>bhavaṃ</b> gotamo byākāsi																	!*	bhavant masc	73			[sound:bhavaṃ.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhavaṃ 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
9217	apucchi	pp	4		aor		pucchati			ditrans	+acc & +acc	asked; enquired			√pucch 1 a (to ask, question)		a + √pucch + i						aprachat	√prach						AN 11.7	saññāsuttaṃ	idān'āhaṃ, āvuso, bhagavantaṃ upasaṅkamitvā etam'atthaṃ <b>apucchiṃ</b>. bhagavā'pi me etehi akkharehi etehi padehi etehi byañjanehi etam'atthaṃ byākāsi, seyyathā'pi āyasmā sāriputto.				MN 43	mahāvedallasuttaṃ	sādh'āvuso'ti kho āyasmā mahākoṭṭhiko āyasmato sāriputtassa bhāsitaṃ abhinanditvā anumoditvā āyasmantaṃ sāriputtaṃ uttariṃ pañhaṃ <b>apucchi</b>.				MN 95	caṅkīsuttaṃ	sacc'ānurakkhaṇaṃ mayaṃ bhavantaṃ gotamaṃ <b>apucchimha</b>, sacc'ānurakkhaṇaṃ bhavaṃ gotamo byākāsi																	apucch	i aor isuṃ	73	4	88	[sound:apucchi.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=apucchi&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
33752	mayaṃ	ssp	4		pron	1st nom pl	ahaṃ					we; I (royal plural)											vayam		amhe					DHP 6	yamakavaggo	pare ca na vijānanti,<br/><b>mayam</b>'ettha yamāmase,<br/>ye ca tattha vijānanti,<br/>tato sammanti medhagā.				MN 40	cūḷāssapurasuttaṃ	yesañ'ca <b>mayaṃ</b> cīvara-piṇḍapāta-sen'āsana-gilānappaccaya-bhesajja-parikkhāraṃ paribhuñjāma, tesaṃ te kārā amhesu mahapphalā bhavissanti mah'ānisaṃsā	Dhamma-pahaṃsāna	Striving According to the Dhamma	Teachings	MN 95	caṅkīsuttaṃ	sacc'ānurakkhaṇaṃ <b>mayaṃ</b> bhavantaṃ gotamaṃ apucchimha, sacc'ānurakkhaṇaṃ bhavaṃ gotamo byākāsi				Thai		tam'<b>mayaṃ</b> bhagavantaṃ sadhammaṃ sasaṅghaṃ, imehi sakkārehi yath'ārahaṃ āropitehi abhipūjayāma	Buddh'ādi-āmisa-pūjā	Dedication of Offerings	Homage to the Triple Gem							28n	!*	ahaṃ pron	73	5	1392	[sound:mayaṃ.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=mayaṃ&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
4897	amu	psp	4		pron	base						(of person or place or thing) that; such; so and so											amu							MN 75	māgaṇḍiyasuttaṃ	taṃ kiṃ maññasi, māgaṇḍiya, api nu so jacc'andho puriso jānanto passanto <b>amuṃ</b> telamalikataṃ sāhuḷicīraṃ paṭiggaṇheyya ... udāhu cakkhumato saddhāyā'ti?				AN 3.101	loṇakapallasuttaṃ	seyyathā'pi, bhikkhave, puriso loṇaphalaṃ paritte udakamallake pakkhipeyya. taṃ kiṃ maññatha, bhikkhave, api nu taṃ parittaṃ udakaṃ <b>amunā</b> loṇaphalena loṇaṃ assa apeyyan'ti? evaṃ, bhante.				MN 51	kandarakasuttaṃ	pisuṇaṃ vācaṃ pahāya pisuṇāya vācāya paṭivirato hoti, ito sutvā na amutra akkhātā imesaṃ bhedāya, amutra vā sutvā na imesaṃ akkhātā <b>amūsaṃ</b> bhedāya	Anupubba-sikkhā	The Gradual Training	Teachings	MN 39	mahāassapurasuttaṃ	ahaṃ kho sakamhā gāmā <b>amuṃ</b> gāmaṃ agacchiṃ				MN 36	mahāsaccakasuttaṃ	taṃ kiṃ maññasi, api nu so puriso <b>amuṃ</b> allaṃ kaṭṭhaṃ sasnehaṃ, udake nikkhittaṃ, uttar'āraṇiṃ ādāya abhimanthento aggiṃ abhinibbatteyya, tejo pātukareyyā'ti?				18n	*	amu pron	73	10	400	[sound:amu.mp3]	ch	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=amu&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
13881	bhaṇati 1	ps	4		pr					trans	+acc	speaks; says; tells			√bhaṇ 1 a (to talk, speak)	√bhaṇ + a > bhaṇa	bhaṇa + ti						bhaṇati	√bhaṇ						MN 7	vatthasuttaṃ	sace musā na <b>bhaṇasi</b>,<br/>sace pāṇaṃ na hiṃsasi,<br/>sace adinnaṃ n'ādiyasi,<br/>saddahāno amaccharī,<br/>kiṃ kāhasi gayaṃ gantvā,<br/>udapāno'pi te gayā'ti.				MN 61	ambalaṭṭhika rāhulovādasuttaṃ	evam'eva kho, rāhula, yassa kassaci sampajānamusāvāde n'atthi lajjā, n'āhaṃ tassa kiñci pāpaṃ akaraṇīyan'ti vadāmi. tasmā't'iha te, rāhula, hassā'pi na musā <b>bhaṇissāmī</b>'ti.				Thai		pharitvāna mettaṃ samettā bhadantā avikkhittacittā parittaṃ <b>bhaṇantu</b>	Devā-ārādhanā		Protective Recitations	VIN 2.5.1.2	omasavādasikkhāpadaṃ	santi idh'ekacce khattiyā, brāhmaṇā'ti <b>bhaṇati</b>				MN 139	araṇavibhaṅgasuttaṃ	rahovādaṃ na bhāseyya, sammukhā na khīṇaṃ <b>bhaṇe</b>. ataramāno'va bhāseyya, no taramāno.				47n	bhaṇ	ati pr	73	3	469	[sound:bhaṇati.mp3]	ch	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhaṇati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
34560	muni 1	pss	4		masc		munāti					monk; sage; seer; hermit; silent sage			√mun 5 nā (to think, know)		√mun + i		kita	i			muni	√man	munī		(MW) orig: one who has made the vow of silence			TH 179	sāṭimattiyattheragāthā	aniccā hi calā saddhā,<br/>evaṃ diṭṭhā hi sā mayā,<br/>rajjanti'pi virajjanti,<br/>tattha kiṃ jiyyate <b>muni</b>.				DHP 268	dhammaṭṭhavaggo	na monena <b>munī</b> hoti,<br/>mūḷharūpo aviddasu,<br/>yo ca tulaṃva paggayha,<br/>varam'ādāya paṇḍito.				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	khayaṃ virāgaṃ amataṃ paṇītaṃ, <br/>yad'ajjhagā sakya<b>munī</b> samāhito. <br/>na tena dhammena sam'atthi kiñci	Ratana-sutta		Protective Recitations	TH 257	pārāpariyattheragāthā	yathā kaṇṭakaṭṭhānamhi, careyya anupāhano.<br/>satiṃ upaṭṭhapetvāna, evaṃ gāme <b>munī</b> care.	Pārāpariya-thera-gāthā	From the Elder Pārāpariya	Verses							52n	mun	i masc	73	4	201	[sound:muni.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=muni 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
2821	aggi	ps	4		masc		√agg					fire			√agg 1 a (to move crookedly)		√agg + i		kita	i			agni							DHP 31	appamādavaggo	appamādarato bhikkhu,<br/>pamāde bhayadassi vā,<br/>saṃyojanaṃ aṇuṃ thūlaṃ,<br/>ḍahaṃ <b>aggī</b>'va gacchati.				SN 46.53	aggisuttaṃ	seyyathā'pi, bhikkhave, puriso parittaṃ <b>aggiṃ</b> ujjāletukāmo assa. so tattha allāni c'eva tiṇāni pakkhipeyya, allāni ca gomayāni pakkhipeyya, allāni ca kaṭṭhāni pakkhipeyya				SN 35.28	ādittasuttaṃ	kena ādittaṃ? rāga-<b>agginā</b>, dosa-<b>agginā</b>, moha-<b>agginā</b> ādittaṃ, jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi upāyāsehi ādittan'ti vadāmi	Āditta-pariyāya-sutta	The Fire Sermon	Cardinal Suttas	DHP 136	daṇḍavaggo	atha pāpāni kammāni, karaṃ bālo na bujjhati. <br/>sehi kammehi dummedho, <b>aggi</b>daḍḍho'va tappati.										39n	agg	i masc	73	4	335	[sound:aggi.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=aggi&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
19903	dosa 1	ps	4		masc		dussati					aversion; ill-will; hate; hatred			√dus 3 ya (to hate, dislike)		√dus > dos + *a	u > o	kita	*a			dveṣa	√dviṣ		(SNa) dussanalakkhaṇo <b>doso</b>				MN 9	sammādiṭṭhisuttaṃ	lobho akusalamūlaṃ <b>doso</b> akusalamūlaṃ moho akusalamūlaṃ idaṃ vuccat'āvuso akusalamūlaṃ.				AN 3.27	jigucchitabbasuttaṃ	idha, bhikkhave, ekacco puggalo kodhano hoti upāyāsabahulo, appam'pi vutto samāno abhisajjati kuppati byāpajjati patitthīyati, kopañ'ca <b>dosañ</b>'ca appaccayañ'ca pātukaroti.				SN 35.28	ādittasuttaṃ	kena ādittaṃ? rāg'agginā, <b>dos'</b>agginā, moh'agginā ādittaṃ, jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi upāyāsehi ādittan'ti vadāmi	Āditta-pariyāya-sutta	The Fire Sermon	Cardinal Suttas	MN 21	kakacūpamasuttaṃ	na c'eva no cittaṃ vipariṇataṃ bhavissati, na ca pāpikaṃ vācaṃ nicchāressāma, hitānukampī ca viharissāma mettacittā na <b>dos'</b>antarā.										39n	dos	a masc	73	2	524	[sound:dosa.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=dosa 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
27087	kammunā	pp	4		nt	instr sg, irreg	kamma					by action; by deed; by doing			√kar 7 o (to do, make)		√kar + ma + unā<br/>kamma + unā	r > m					karmaṇā	√kṛ						SNP 7	vasalasuttaṃ<br/>uragavaggo 7	ete kho vasalā vuttā,<br/>mayā yete pakāsitā,<br/>na jaccā vasalo hoti,<br/>na jaccā hoti brāhmaṇo,<br/><b>kammunā</b> vasalo hoti,<br/><b>kammunā</b> hoti brāhmaṇo.				SNP 47	māgaṇḍiyasuttaṃ<br/>aṭṭhakavaggo 9	na vedagū diṭṭhiyā na mutiyā,<br/>sa mānam'eti na hi tammayo so,<br/>na <b>kammunā</b> no'pi sutena neyyo,<br/>anūpanīto sa nivesanesu.				MN 98	vāseṭṭhasuttaṃ	kassako <b>kammunā</b> hoti, sippiko hoti <b>kammunā</b>.<br/>vāṇijo <b>kammunā</b> hoti, pessako hoti <b>kammunā</b>.																	!*	kamma nt	73			[sound:kammunā.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kammunā&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
8145	āpajjati 2	ps	4		pr					trans	+acc	arouses; exhibits; produces; brings into being			√pad 3 ya (to go, step)	√pad + ya > pajja	ā + pajja + ti	dy > jj					āpadyate	√pad						SN 46.3	sīlasuttaṃ	so tathā sato viharanto taṃ dhammaṃ paññāya pavicinati pavicarati parivīmaṃsam'<b>āpajjati</b>.				SN 35.240	kummopamasuttaṃ	tassa saṃvarāya paṭipajjatha, rakkhatha cakkhu'ndriyaṃ, cakkhu'ndriye saṃvaraṃ <b>āpajjatha</b>.	Anupubba-sikkhā	The Gradual Training	Teachings	SN 35.241	paṭhamadārukkhandhopamasuttaṃ	idha gihīhi saṃsaṭṭho viharati, sahanandī sahasokī, sukhitesu sukhito, dukkhitesu dukkhito, uppannesu kiccakaraṇīyesu attanā tesu yogaṃ <b>āpajjati</b>. ayaṃ vuccati manussaggāho.																18n	āpajj	ati pr	73	4	575	[sound:āpajjati.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āpajjati 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
57320	sukhita	pss	4		adj		sukheti					pleased; delighted; blessed; comforted; happy			√sukh 1 a (to please, be comfortable)		√sukh + ita		kita	ita			sukhita	√sukh						AN 3.156	pubbaṇhasuttaṃ	te atthaladdhā <b>sukhitā</b>,<br/>viruḷhā buddhasāsane,<br/>arogā <b>sukhitā</b> hotha,<br/>saha sabbehi ñātibhī'ti.	So attha-laddho		Thanksgiving Recitations	VISM 1.9.2	karuṇābhāvanākathā	taṃ alabhantena <b>sukhito</b>'pi pāpakārī puggalo vajjhena upametvā karuṇāyitabbo.				KHP 7	tirokuṭṭasuttaṃ	idaṃ vo ñātīnaṃ hotu, <b>sukhitā</b> hontu ñātayo.	Peta-patti-dāna		Sharing of Merits	SN 35.241	paṭhamadārukkhandhopamasuttaṃ	idha gihīhi saṃsaṭṭho viharati, sahanandī sahasokī, sukhitesu <b>sukhito</b>, dukkhitesu dukkhito, uppannesu kiccakaraṇīyesu attanā tesu yogaṃ āpajjati. ayaṃ vuccati manussaggāho.										70n	sukhit	a adj	73			[sound:sukhita.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sukhita&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
61273	udapādi 1	ps	4		aor		upapajjati			intrans		arose (for); sprung up (for)			√pad 3 ya (to go, step)		ud + a + √pad + i						utpad	√pad						SN 22.26	assādasuttaṃ	ñāṇañ'ca pana me dassanaṃ <b>udapādi</b>. akuppā me vimutti, ayamantimā jāti, n'atthi dāni punabbhavo'ti				VIN 4.1.7	pabbajjākathā	seyyathā'pi nāma suddhaṃ vatthaṃ apagatakāḷakaṃ samma'd'eva rajanaṃ paṭiggaṇheyya, evam'eva yasassa kulaputtassa tasmiṃ'y'eva āsane virajaṃ vītamalaṃ dhammacakkhuṃ <b>udapādi</b>, yaṃ kiñci samudayadhammaṃ, sabbaṃ taṃ nirodhadhamman'ti.				SN 56.11	dhammacakkappavattanasuttaṃ	idaṃ dukkhaṃ ariyasaccan'ti me, bhikkhave, pubbe ananussutesu dhammesu cakkhuṃ <b>udapādi</b>, ñāṇaṃ <b>udapādi</b>, paññā <b>udapādi</b>, vijjā <b>udapādi</b>, āloko <b>udapādi</b>.	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings													17n	udapād	i aor	73	4	519	[sound:udapādi.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=udapādi 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
49499	sacca 2	psp	4		nt	abstr	sat					truth			√as 1 a (to be)	√as + a > asa > sa (irreg)	sa + nta > santa > sat + ya<br/>sat + ya	ty > cc	taddhita	ya			satya	√as						SN 1.73	vittasuttaṃ	saddh'īdha vittaṃ purisassa seṭṭhaṃ,<br/>dhammo suciṇṇo sukham'āvahati,<br/><b>saccaṃ</b> have sādutaraṃ rasānaṃ,<br/>paññājīviṃ jīvitam'āhu seṭṭhan'ti.				SNP 46	pasūrasuttaṃ<br/>aṭṭhakavaggo 8	ye diṭṭhim'uggayha vivādayanti,<br/>idam'eva <b>saccan</b>'ti ca vādayanti,<br/>te tvaṃ vadassū na hi tedha atthi,<br/>vādamhi jāte paṭisenikattā.				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	idam'pi buddhe ratanaṃ paṇītaṃ.  <br/>etena <b>saccena</b> suvatthi hotu.	Ratana-sutta		Protective Recitations	MN 95	caṅkīsuttaṃ	<b>sacca</b>anurakkhaṇaṃ mayaṃ bhavantaṃ gotamaṃ apucchimha, <b>sacca</b>anurakkhaṇaṃ bhavaṃ gotamo byākāsi				DHP 261	dhammaṭṭhavaggo	yamhi <b>saccañ</b>'ca dhammo ca, ahiṃsā saṃyamo damo. <br/>sa ve vantamalo dhīro, thero iti pavuccatī'ti.				52n	sacc	a nt	73	9	1156	[sound:sacca.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sacca 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
613	abhinandi 1	sp	4		aor		abhinandati			trans	+acc	delighted (in); was pleased (with); approved (of); was happy (with); relished			√nand 1 a (to delight, enjoy)		abhi + √nand + i						abhinand	√nand		(ANa) <b>abhinandiṃsū</b>'ti evametan'ti ... sampaṭicchiṃsu.				SN 35.121	paṭhamanatumhākaṃsuttaṃ	attamano āyasmā rāhulo bhagavato bhāsitaṃ <b>abhinandi</b>				SN 46.53	aggisuttaṃ	atha kho te bhikkhū tesaṃ aññatitthiyānaṃ paribbājakānaṃ bhāsitaṃ n'eva <b>abhinandiṃsu</b> nappaṭikkosiṃsu, anabhinanditvā appaṭikkositvā uṭṭhāy'āsanā pakkamiṃsu, bhagavato santike etassa bhāsitassa atthaṃ ājānissāmā'ti.				SN 22.59	anattalakkhaṇasuttaṃ	idam'avoca bhagavā. attamanā pañcavaggiyā bhikkhū bhagavato bhāsitaṃ <b>abhinanduṃ</b>.	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas													38n	abhinand	i aor	73	4	184	[sound:abhinandi.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=abhinandi 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
10386	asi 2.1	ps	4		pr	2nd sg	atthi			intrans	+nom	you are			√as 1 a (to be)		√as + si > asasi > asi	asasi > asi (contraction)					asi	√as			Kacc 496, 497			UD 45	uposathasuttaṃ	uṭṭhehi, āvuso, diṭṭho-<b>asi</b> bhagavatā, n'atthi te bhikkhūhi saddhiṃ saṃvāso'ti				DHPa 1.1.2	maṭṭhakuṇḍalī vatthu	atthakāmo'<b>si</b> me yakkha,<br/>hitakāmo'<b>si</b> devate,<br/>karomi tuyhaṃ vacanaṃ,<br/>tvaṃ'<b>si</b> ācariyo mama.				DHP 154	jarāvaggo	gahakāraka diṭṭho-<b>asi</b>, puna gehaṃ na kāhasi, <br/>sabbā te phāsukā bhaggā, gahakūṭaṃ visaṅkhataṃ, <br/>visaṅkhāragataṃ cittaṃ, taṇhānaṃ khayam'ajjhagā.	Buddha-paṭhama-bhāsita	The Buddha's First Exclamation	Verses	SN 4.5	dutiyamārapāsasuttaṃ	mutt'āhaṃ sabbapāsehi, ye dibbā ye ca mānusā.<br/>mahābandhanamutto'mhi, nihato tvam'<b>asi</b> antakā'ti.										06n	!*	atthi pr	73	4	180	[sound:asi.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=asi 2.1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
37875	nisīdi	pp	4	e	aor		nisīdati			intrans	+loc	sat (on); sat down (in)			√sad 1 a (to sink, sit, settle)	√sad > sīd + a > sīda (irreg)	ni + sīda + i	a > ī					niṣad	√sad						SN 47.10	bhikkhunupassayasuttaṃ	upasaṅkamitvā paññatte āsane <b>nisīdi</b>				AN 6.61	majjhesuttaṃ	atha kho therā bhikkhū yena bhagavā ten'upasaṅkamiṃsu. upasaṅkamitvā bhagavantaṃ abhivādetvā ekam'antaṃ <b>nisīdiṃsu</b>.				MN 152	indriyabhāvanāsuttaṃ	evaṃ vutte, uttaro māṇavo pārāsiviy'antevāsī tuṇhībhūto maṅkubhūto pattakkhandho adhomukho pajjhāyanto appaṭibhāno <b>nisīdi</b>.				MN 108	gaṇakamoggallānasuttaṃ	upasaṅkamitvā bhagavatā saddhiṃ sammodi. sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā ekam'antaṃ <b>nisīdi</b>. ekam'antaṃ nisinno kho gaṇakamoggallāno brāhmaṇo bhagavantaṃ etad'avoca											nisīd	i aor isuṃ	73	4	1192	[sound:nisīdi.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nisīdi&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
36558	nibbindati 1	ss	4		pr					intrans	+loc	is dis-enchanted (with); is disinterested (in); is disillusioned (by); loses interest (in); is dispassionate (towards)			√vid 2 ṃa (to feel, like)	√vid + ṃa > vinda > binda (irreg)	nī + binda + ti	īv > ibb<br/>v > b					nirvidyate	√vid			(PED): to get wearied of			AN 9.15	gaṇḍasuttaṃ	yaṃ kiñci pasavati, asuci'y'eva pasavati, duggandhaṃ'y'eva pasavati, jegucchiyaṃ'y'eva pasavati. tasmā't'iha, bhikkhave, imasmiṃ kāye <b>nibbindathā</b>'ti.				DHP 277	maggavaggo	sabbe saṅkhārā aniccā'ti,<br/>yadā paññāya passati,<br/>atha <b>nibbindati</b> dukkhe,<br/>esa maggo visuddhiyā.	Ti-lakkhaṇā	The Three Characteristics	Verses	SN 22.59	anattalakkhaṇasuttaṃ	evaṃ passaṃ, bhikkhave, sutavā ariyasāvako rūpasmim'pi <b>nibbindati,</b> vedanāya'pi <b>nibbindati,</b> saññāya'pi <b>nibbindati,</b> saṅkhāresu'pi <b>nibbindati,</b> viññāṇasmim'pi <b>nibbindati.</b>	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas													10n	nibbind	ati pr	73	4	423	[sound:nibbindati.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nibbindati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
