ID	Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Phonetic Changes	Derivative	Suffix	Compound	Compound Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Source4	Sutta4	Example4	Pali chant 4	English chant 4	Chapter 4	Index	Stem	Pattern	Test	class	count	audio	DPD	Pāli-old	eng-old	move	sync	Feedback
35279	namo	s	2	ind	excl, nom sg	namas				+dat	reverence (to); veneration (to); homage (to); lit. bow			√nam 1 a (to bend)		√nam + as + o<br/>namas + o						namas	√nam				Trad		<b>namo</b> tassa bhagavato arahato sammāsambuddhassa	Pubba-bhāga-nama-kāra-pāṭho		Protective Recitations																			00n	-		43			[sound:namo.mp3]	√	namo	reverence (to); veneration (to); homage (to); lit. bow			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=namo&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
18488	deti 1	ps	2	pr					trans	+acc	gives (to); donates (to); offers (to); hands (to)			√dā 1 a (to give)	√dā + a > dāya > de (irreg)	de + ti						dadāti	√dā				VIN PAT PD 2	dutiyapāṭidesanīya sikkhāpada	bhikkhū pan'eva kulesu nimantitā bhuñjanti, tatra ce sā bhikkhunī vosāsamānarūpā ṭhitā hoti: idha sūpaṃ <b>detha</b>, idha odanaṃ <b>dethā</b>'ti.				Trad		puññāni pakatāni me sukhañ'ca tividhaṃ <b>dentu</b>. khippaṃ pāpetha vo'mataṃ.	Uddissan'ādhiṭṭhānā	Sharing and Aspirations	Sharing of Merits													68n	d	eti pr	43	3	849	[sound:deti.mp3]	√√	deti 1	gives; offers; hands			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=deti 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
59862	thera 1.2	ps	2	masc		tiṭṭhati					(vinaya) elder; senior monk; monk with ten or more years as a monk; lit. lasting			√ṭhā 1 a (to stand)		√ṭhā > thā + ira > thera	ṭ > t	kita	ira			sthāvira	√sthā		(VINa) <b>thero vā</b>'ti ādīsu vayovuḍḍh'ādīsu yo vā so vā hotu, paripuṇṇadasavassatāya thero vā ūnapañcavassatāya navo vā atirekapañcavassatāya majjhimo vā'ti attho.<br/>(SNa) <b>navo</b>'ti aparipuṇṇapañcavasso hi bhikkhu navo nāma hoti, pañcavassato paṭṭhāya majjhimo, dasavassato paṭṭhāya thero.		DHP 260	dhammaṭṭhavaggo	na tena <b>thero</b> so hoti, yen'assa palitaṃ siro, <br/>paripakko vayo tassa, moghajiṇṇo'ti vuccati.				AN 4.180	mahāpadesasuttaṃ	tassa me <b>therassa</b> sammukhā sutaṃ sammukhā paṭiggahitaṃ	Cattāro mahāpadesā	The Four Great References	Teachings													25n	ther	a masc	43	2	722	[sound:thera.mp3]	√√	thera 2	elder; senior monk; monk with 10 or more vassa; lit. lasting			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=thera 1.2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
59085	tathāgata	ps	2	masc	comp						Such Become; Realised; being in such a state; arrived at the truth; epithet of the Buddha					tathā + gata<br/>tatha + āgata				abyayībhāva	tathā + gata	tathāgata			(SNa) <b>tathāgatassā</b>'ti tathā āgato'ti evamādīhi kāraṇehi tathāgatassa.	"Bhikkhu Sujāta: the EBTs give a fairly extensive set of interpretations for tathāgata, for example, ""as he says, so he does"". The overall sense is of one who speaks and acts in accordance with his realization of the truth, which fits the translation ""the Realized One""."	DN 1.6	brahmajālasuttaṃ	vedanānaṃ samudayañ'ca atthaṅ'gamañ'ca assādañ'ca ādīnavañ'ca nissaraṇañ'ca yathābhūtaṃ viditvā anupādāvimutto, bhikkhave, <b>tathāgato</b>.				MN 27	cūḷahatthipadopamasuttaṃ	so taṃ dhammaṃ sutvā <b>tathāgate</b> saddhaṃ paṭilabhati. so tena saddhāpaṭilābhena samannāgato iti paṭisañcikkhati	Anupubba-sikkhā	The Gradual Training	Teachings													18n	tathāgat	a masc	43	2	2170	[sound:tathāgata.mp3]	√√	tathāgata	Such Become; Realised; being in such a state; arrived to the truth; epithet of the Buddha; lit. thus gone; (or) thus came			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=tathāgata&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
15981	carati 1.1	nn	2	pr					trans	+acc	walks; wanders; goes around; travels; fares on			√car 1 a (to move, walk)	√car + a > cara	cara + ti						carati	√car				VIN 3.4.4.9	navama sikkhāpadaṃ	tena kho pana samayena bhikkhuniyo antovassaṃ cārikaṃ <b>caranti</b>				TH 179	sāṭimattiyattheragāthā	paccati munino bhattaṃ,<br/>thokaṃ thokaṃ kule kule,<br/>piṇḍikāya <b>carissāmi</b>,<br/>atthi jaṅghābalaṃ mamā'ti.																	car	ati pr	43	3	887	[sound:carati.mp3]	√√	carati 1	walks; wanders; goes around; travels; fares on		11	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=carati 1.1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
22413	gāma 1	ps	2	masc							village; hamlet; lit. collection											grāma					SN 11.15	rāmaṇeyyakasuttaṃ	<b>gāme</b> vā yadi vāraññe, ninne vā yadi vā thale.<br/>yattha arahanto viharanti, taṃ bhūmirāmaṇeyyakan'ti. 				TH 257	pārāpariyattheragāthā	yathā kaṇṭakaṭṭhānamhi, careyya anupāhano.<br/>satiṃ upaṭṭhapetvāna, evaṃ <b>gāme</b> munī care.	Pārāpariya-thera-gāthā	From the Elder Pārāpariya	Verses													13n	gām	a masc	43	2	468	[sound:gāma.mp3]	√√	gāma 1	village; hamlet; lit. collection (of houses)			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=gāma 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
21293	ehi	ss	2	imp	2nd sg	etu			intrans		come!			√i 1 a (to come, go)	√i + a > e	e + hi	i > e					ehi	√i				MN 107	gaṇakamoggallānasuttaṃ	<b>ehi</b> tvaṃ, bhikkhu, indriyesu guttadvāro hohi, cakkhunā rūpaṃ disvā mā nimittaggāhī hohi m'ānubyañjanaggāhī.	Anupubba-sikkhā	The Gradual Training	Teachings	SN 11.3	dhajaggasuttaṃ	svākkhāto bhagavatā dhammo sandiṭṭhiko akāliko <b>ehi</b>passiko opanayiko paccattaṃ veditabbo viññūhi	Dhamm’ābhitthuti	Homage to the Dhamma	Homage to the Triple Gem													03n	!*	eti pr 2	43	3	352	[sound:ehi.mp3]	√√	ehi	come; come here!			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ehi&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
63005	upāsaka	ps	2	masc	agent	upāsati					lay disciple; lay devotee; lit. who sits near			√ās 1 a (to sit)		upa + √ās + aka		kita	aka			upāsaka	√ās				AN 8.30	anuruddha mahāvitakkasuttaṃ	idha bhikkhuno pavivittassa viharato bhavanti upasaṅkamitāro bhikkhū bhikkhuniyo <b>upāsakā</b> upāsikāyo rājāno rājamahāmattā titthiyā titthiyasāvakā.				DN 16.27	mahāparinibbānasuttaṃ	yo kho bhikkhu vā bhikkhunī vā <b>upāsako</b> vā upāsikā vā dhamm'ānudhammappaṭipanno viharati sāmīcippaṭipanno anudhammacārī, 	Paramāya pūjāyañca paṇidhiñca	The Highest Honour and Aspirations	Sharing of Merits													72n	upāsak	a masc	43	2	632	[sound:upāsaka.mp3]	√√	upāsaka	lay disciple; lay devotee; lit. who sits near			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=upāsaka&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
18	ābādha	ps	2	masc		ā √bādh					disease; sickness; illness; affliction			√bādh 1 a (to press, oppress)		ā + √bādh + a		kita	a			ābādha	√bādh				AN 10.60	girimānandasuttaṃ	ṭhānaṃ kho pan'etaṃ vijjati yaṃ girimānandassa bhikkhuno dasa saññā sutvā so <b>ābādho</b> ṭhānaso paṭippassambheyya.				SN 22.59	anattalakkhaṇasuttaṃ	saṅkhārā anattā. saṅkhārā ca h'idaṃ, bhikkhave, attā abhavissaṃsu, na'y'idaṃ saṅkhārā <b>ābādhāya</b> saṃvatteyyuṃ, labbhetha ca saṅkhāresu, evaṃ me saṅkhārā hontu, evaṃ me saṅkhārā mā ahesun'ti.	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas													38n	ābādh	a masc	43	2	200	[sound:ābādha.mp3]	√√	ābādha	disease; sickness; illness; affliction			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ābādha&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
3728	ākāsa 2	pp	2	masc		ākāsati					sky; air			√kās 1 a (to shine, be visible)		ā + √kās + a		kita	a			ākāśa	√kāś				DHP 093	arahantavaggo	yass'āsavā parikkhīṇā, āhāre ca anissito, <br/>suññato animitto ca, vimokkho yassa gocaro, <br/><b>ākāse</b> va sakuntānaṃ, padaṃ tassa durannayaṃ.				SN 35.247	chappāṇakopamasuttaṃ	ahi āviñcheyya vammikaṃ pavekkhāmī'ti, susumāro āviñcheyya udakaṃ pavekkhāmī'ti, pakkhī āviñcheyya <b>ākāsaṃ</b> ḍessāmī'ti																	ākās	a masc	43	2	183	[sound:ākāsa.mp3]	√√	ākāsa 2	sky; air			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ākāsa 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
11477	attha 2.1	pp	2	masc						+dat & +instr	need (for); want (for); lit. want			√atth 8 *aya (to wish for)		√atth + a		kita	a			artha	√ṛ				VIN PAT NP 10	rāja sikkhāpada	<b>attho</b> me, āvuso, cīvarenā'ti. dvattikkhattuṃ codayamāno sārayamāno taṃ cīvaraṃ abhinipphādeyya, icc'etaṃ kusalaṃ.				DHP 331	nāgavaggo	<b>atthamhi</b> jātamhi sukhā sahāyā, tuṭṭhī sukhā yā itarītarena,<br/>puññaṃ sukhaṃ jīvitasaṅkhayamhi, sabbassa dukkhassa sukhaṃ pahānaṃ.																	atth	a masc	43	2	2769	[sound:attha.mp3]	√√	attha 05	need (for); want (for)			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=attha 2.1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
40490	pajahati	ppp	3	pr					trans	+acc	gives up; abandons; lets go (of)			√hā 1 a (to abandon)	√hā + hā + a > jaha	pa + jaha + ti	h > j<br/>with metrically lengthened ā					prajahāti	√hā				MN 2.7	sabbāsavasuttaṃ	bhikkhu paṭisaṅkhā yoniso uppannaṃ kāmavitakkaṃ n'ādhivāseti <b>pajahati</b> vinodeti byantīkaroti anabhāvaṃ gameti.				SN 12.66	sammasasuttaṃ	ye'pi hi keci, bhikkhave, anāgatam'addhānaṃ samaṇā vā brāhmaṇā vā yaṃ loke piyarūpaṃ sātarūpaṃ taṃ aniccato dakkhissanti dukkhato dakkhissanti anattato dakkhissanti rogato dakkhissanti bhayato dakkhissanti, te taṇhaṃ <b>pajahissanti</b>.				SN 22.25	chandarāgasuttaṃ	yo saṅkhāresu chandarāgo taṃ <b>pajahatha</b>. evaṃ te saṅkhārā pahīnā bhavissanti ucchinnamūlā tālāvatthukatā anabhāvaṃkatā āyatiṃ anuppādadhammā.											pajah	ati pr	43	3	440	[sound:pajahati.mp3]	√√	pajahati	gives up; renounces; forsakes; abandons; let go			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pajahati&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
1120	abhivaḍḍhati	pp	3	pr					intrans		increases more and more; surpasses; outgrows			√vaḍḍh 1 a (to grow, increase)	√vaḍḍh + a > vaḍḍha	abhi + vaḍḍha + ti						abhivṛdh	√vṛdh				DHP 024	appamādavaggo	uṭṭhānavato satīmato, sucikammassa nisammakārino,<br/>saññatassa dhammajīvino, appamattassa yaso-<b>abhivaḍḍhati</b>.										AN 3.79	sīlabbatasuttaṃ	yañ'ca khv'āssa, bhante, sīlabbataṃ jīvitaṃ brahmacariyaṃ upaṭṭhānasāraṃ sevato akusalā dhammā parihāyanti, kusalā dhammā <b>abhivaḍḍhanti</b>											abhivaḍḍh	ati pr	43	3	192	[sound:abhivaḍḍhati.mp3]	√√	abhivaḍḍhati	increases more and more; surpasses; outgrows			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=abhivaḍḍhati&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
64369	vadati 1	psp	3	pr					trans	+acc	says (to); speaks (to); tells (to)			√vad 1 a (to say, speak)	√vad + a > vada	vada + ti						vadati	√vad				MN 2.2	sabbāsavasuttaṃ	diṭṭhisaṃyojanasaṃyutto, bhikkhave, assutavā puthujjano na parimuccati dukkhasmā'ti <b>vadāmi</b>.				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	yath'indakhīlo pathaviṃ sito siyā, catubbhi vātehi asampakampiyo. <br/>tath'ūpamaṃ sappurisaṃ <b>vadāmi</b>, yo ariyasaccāni avecca passati.	Ratana-sutta		Protective Recitations	MN 30	cūḷasāropamasuttaṃ	yañ'c'assa sārena sārakaraṇīyaṃ tañ'c'assa atthaṃ n'ānubhavissati. tath'ūpam'āhaṃ, brāhmaṇa, imaṃ puggalaṃ <b>vadāmi</b>.										52n	vad	ati pr	43	3	2432	[sound:vadati.mp3]	√√	vadati 1	says (to); speaks (to); tells (to)			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vadati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
47418	puggala	psp	3	masc							person; individual											pudgala					MN 21	kakacūpamasuttaṃ	tañ'ca <b>puggalaṃ</b> mettāsahagatena cetasā pharitvā viharissāma tad'ārammaṇañ'ca sabbāvantaṃ lokaṃ mettāsahagatena … pharitvā viharissāma				Thai		yad'idaṃ cattāri purisayugāni aṭṭha purisa<b>puggalā</b>	Saṅgh'ābhitthuti	Homage to the Saṅgha	Homage to the Triple Gem	MN 30	cūḷasāropamasuttaṃ	yañ'c'assa sārena sārakaraṇīyaṃ tañ'c'assa atthaṃ n'ānubhavissati. tath'ūpam'āhaṃ, brāhmaṇa, imaṃ <b>puggalaṃ</b> vadāmi.										04n	puggal	a masc	43	2	1980	[sound:puggala.mp3]	√√	puggala	an individual; a person			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=puggala&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
40689	pakkamati 1	psp	3	pr					intrans	+abl	goes (from); goes away (from); leaves (from)			√kam 1 a (to go)	√kam + a > kama	pa + kama + ti						prakrāmati	√kram	papatati			MN 22	alagaddūpamasuttaṃ	yaṃnūn'āhaṃ imaṃ kullaṃ sīse vā āropetvā khandhe vā uccāretvā yena kāmaṃ p<b>akkameyyan'</b>ti.				MN 51	kandarakasuttaṃ	so santuṭṭho hoti kāyaparihārikena cīvarena kucchiparihārikena piṇḍapātena. so yena yen'eva <b>pakkamati</b>, samādāy'eva <b>pakkamati</b>	Anupubba-sikkhā	The Gradual Training	Teachings	SN 55.6	thapatisuttaṃ	yadā pana mayaṃ, bhante, bhagavantaṃ suṇāma, kosalehi mallesu cārikaṃ <b>pakkamissatī</b>''ti, hoti no tasmiṃ samaye anattamanatā hoti domanassaṃ, dūre no bhagavā bhavissatī'ti.										18n	pakkam	ati pr	43	3	237	[sound:pakkamati.mp3]	√√	pakkamati 1	goes; goes away (from); leaves			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pakkamati 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
32746	mallā	np	3	masc	pl	malla					name of the people of Malla; Mallans; lit. wrestlers					malla + ā						malla		mallakā			DN 16.14	mahāparinibbānasuttaṃ	assosuṃ kho pāveyyakā <b>mallā</b> bhagavā kira kusinārāyaṃ parinibbuto'ti										SN 55.6	thapatisuttaṃ	yadā pana mayaṃ, bhante, bhagavantaṃ suṇāma, kosalehi <b>mallesu</b> cārikaṃ pakkamissatī''ti, hoti no tasmiṃ samaye anattamanatā hoti domanassaṃ, dūre no bhagavā bhavissatī'ti.											mall	a masc pl	43	2	101	[sound:mallā.mp3]	√√	mallā	name of the people of Malla; Mallans; lit. wrestlers		11	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=mallā&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
30089	kosalā	np	3	masc	pl	kosala					name of the people of Kosala; Kosalans					kosala + ā						kosala					SN 2.25	jantusuttaṃ	evaṃ me sutaṃ, ekaṃ samayaṃ sambahulā bhikkhū, <b>kosalesu</b> viharanti himavantapasse araññakuṭikāya uddhatā unnaḷā capalā mukharā vikiṇṇavācā muṭṭhassatino asampajānā asamāhitā vibbhantacittā pākat'indriyā.										SN 55.6	thapatisuttaṃ	yadā pana mayaṃ, bhante, bhagavantaṃ suṇāma, <b>kosalehi</b> mallesu cārikaṃ pakkamissatī''ti, hoti no tasmiṃ samaye anattamanatā hoti domanassaṃ, dūre no bhagavā bhavissatī'ti.											kosal	a masc pl	43	2	110	[sound:kosalā.mp3]	√√	kosalā	name of the people of Kosala; Kosalans		11	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=kosalā&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
27812	karohi	pp	3	imp	2nd sg	karotu			trans	+acc	do!; make!			√kar 7 o (to do, make)	√kar + o > karo	karo + hi						kuru	√kṛ				SN 35.238	āsīvisopamasuttaṃ	yaṃ te, ambho purisa, karaṇīyaṃ taṃ <b>karohī</b>'ti.										MN 54.1	potaliyasuttaṃ	tena hi, gahapati, suṇāhi, sādhukaṃ manasi <b>karohi</b>, bhāsissāmī'ti. evaṃ, bhante'ti											!*	karoti pr	43	4	195	[sound:karohi.mp3]	√√	karohi	do! make! may you preform; you must do			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=karohi&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
14016	bhāsati 1.1	ppp	3	pr					trans	+acc	speaks (about); talks (about)			√bhās 1 a (to speak)	√bhās + a > bhāsa	bhāsa + ti							√bhāṣ				DHP 001	yamakavaggo	manopubbaṅ'gamā dhammā, manoseṭṭhā manomayā. <br/>manasā ce paduṭṭhena, <b>bhāsati</b> vā karoti vā. <br/>tato naṃ dukkham'anveti, cakkaṃ'va vahato padaṃ.				TH 263	mahāmoggallāna-thera-gāthā	evam'etaṃ mahāvīra, yathā samaṇa <b>bhāsasi</b>. <br/>ettha c'eke visīdanti, paṅkamh'iva jaraggavo.				MN 36	mahāsaccakasuttaṃ	taṃ suṇāhi, sādhukaṃ manasi karohi,<b> bhāsissāmī</b>'ti.											bhās	ati pr	43	3	833	[sound:bhāsati.mp3]	√√	bhāsati 1	says; speaks			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhāsati 1.1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
32937	manasikaroti	pp	3	pr	comp vb				trans	+acc	pays attention; brings to mind					manasi + karoti				comp verb	manasi + karoti	manasi + kṛ					MN 21	kakacūpamasuttaṃ	tasmā't'iha, bhikkhave, imaṃ kakac'ūpamaṃ ovādaṃ abhikkhaṇaṃ <b>manasikarotha</b>. taṃ vo bhavissati dīgharattaṃ hitāya sukhāyā'ti.										MN 36	mahāsaccakasuttaṃ	taṃ suṇāhi, sādhukaṃ <b>manasikarohi</b>, bhāsissāmī'ti.											manasikar	oti pr	43			[sound:manasikaroti.mp3]	√√	manasikaroti	pays attention; bears in mind; remembers; reflects on; lit. makes in mind			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=manasikaroti&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
32917	manasi	pp	3	masc	loc sg	manas					in mind			√man 3 ya (to think)		√man + as + i<br/>manas + i							√man				MN 20	vitakkasaṇṭhānasuttaṃ	tena bhikkhunā tamhā nimittā aññaṃ nimittaṃ <b>manasi</b> kātabbaṃ kusal'ūpasaṃhitaṃ.										MN 36	mahāsaccakasuttaṃ	taṃ suṇāhi, sādhukaṃ <b>manasi</b> karohi, bhāsissāmī'ti.											man	as masc	43			[sound:manasi.mp3]	√√	manasi	in mind; on mind			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=manasi&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
49807	sādhukaṃ	ssp	3	ind	adv	sādhu					well; carefully; thoroughly; fully; completely			√sādh 3 ya (to accomplish)		√sādh + u + ka + aṃ						sādhu +	√sādh				SN 46.3	sīlasuttaṃ	so tathāsamāhitaṃ cittaṃ <b>sādhukaṃ</b> ajjhupekkhitā hoti	Satta-sambojjhaṅgā	The Seven Factors of Awakening	Teachings	AN 4.180	mahāpadesasuttaṃ	anabhinanditvā appaṭikkositvā tāni padabyañjanāni <b>sādhukaṃ</b> uggahetvā sutte otāretabbāni, vinaye sandassetabbāni.	Cattāro mahāpadesā	The Four Great References	Teachings	MN 36	mahāsaccakasuttaṃ	taṃ suṇāhi, <b>sādhukaṃ</b> manasi karohi, bhāsissāmī'ti.										25n	-		43	13	265	[sound:sādhukaṃ.mp3]	√√	sādhukaṃ	well; thoroughly; fully; completely			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sādhukaṃ&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
48008	putta 1	sss	3	masc							son; child											putra					SNP 8	mettasuttaṃ<br/>uragavaggo	mātā yathā niyaṃ <b>puttam</b> āyusā ekaputtam'anurakkhe, <br/>evam'pi sabbabhūtesu, mānasaṃ bhāvaye aparimāṇaṃ.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations	SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	mātāpitu upaṭṭhānaṃ, <b>putta</b>dārassa saṅgaho.<br/>anākulā ca kamm'antā, etaṃ maṅgalam'uttamaṃ. 	Maṅgala-sutta	The Highest Blessings	Protective Recitations	MN 27	cūḷahatthipadopamasuttaṃ	taṃ dhammaṃ suṇāti gahapati vā gahapati<b>putto</b> vā aññatarasmiṃ vā kule paccājāto.	Anupubba-sikkhā	The Gradual Training	Teachings							51n	putt	a masc	43	2	716	[sound:putta.mp3]	√√	putta 1	child; son			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=putta 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
57488	suṇāti 1	ps	3	pr					trans	+acc	hears			√su 4 ṇā (to hear)	√su + ṇā > suṇā	suṇā + ti						śṛṇoti	√śru	suṇoti			MN 70	kīṭāgirisuttaṃ	idha saddhājāto upasaṅkamati, upasaṅkamanto payirupāsati, payirupāsanto sotaṃ odahati, ohitasoto dhammaṃ <b>suṇāti</b>, sutvā dhammaṃ dhāreti, dhatānaṃ dhammānaṃ atthaṃ upaparikkhati, 										MN 27	cūḷahatthipadopamasuttaṃ	taṃ dhammaṃ <b>suṇāti</b> gahapati vā gahapatiputto vā aññatarasmiṃ vā kule paccājāto.	Anupubba-sikkhā	The Gradual Training	Teachings							52n	suṇ	āti pr	43	3	739	[sound:suṇāti.mp3]	√√	suṇāti 1	listens; hears			"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=suṇāti 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
