Pāli1	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Pāli Root	Base	Construction	Sanskrit	Sk Root	Source1	Sutta1	Example1	Source 2	Sutta2	Example 2	Stem	Pattern	count	Feedback	Tag	marks
āpajjati	pr					trans	+acc	causes; effects		√pad 3 ya (to go, step)	√pad + ya > pajja	ā + pajja + ti	āpadyate	√pad	VIN PAT NP 8	paṭhamaupakkhaṭasikkhāpadaṃ	tatra ce so bhikkhu pubbe appavārito upasaṅkamitvā cīvare vikappaṃ <b>āpajjeyya</b>, sādhu vata maṃ āyasmā iminā cīvaracetāpannena evarūpaṃ vā evarūpaṃ vā cīvaraṃ cetāpetvā acchādehī'ti				āpajj	ati pr	575.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=āpajjati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
āpajjati	pr					trans	+acc	enters into a state or condition; becomes		√pad 3 ya (to go, step)	√pad + ya > pajja	ā + pajja + ti	āpadyate	√pad							āpajj	ati pr	575.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=āpajjati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
āpajjati	pr									√pad 3 ya (to go, step)	√pad + ya > pajja	ā + pajja + ti		√pad							āpajj	ati pr	575.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=āpajjati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
āpajjati	pr									√pad 3 ya (to go, step)	√pad + ya > pajja	ā + pajja + ti		√pad							āpajj	ati pr	575.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=āpajjati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
āmasati	pr					trans	+acc	touches; rubs; strokes; wipes		√mas 1 a (to touch, rub)	√mas + a > masa	ā + masa + ti	āmṛśati	√mṛś	AN 10.176	cundasuttaṃ	ehi tvaṃ, ambho purisa, kālass'eva uṭṭhahanto'va sayanamhā pathaviṃ <b>āmaseyyāsi</b>				āmas	ati pr	212.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=āmasati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
āyāti	pr					trans	+acc	approaches; goes (to)		√yā 1 a (to go)	√yā + a > yā	ā + yā + ti	āyāti	√yā	AN 6.61	majjhesuttaṃ	<b>āyāmi</b>-āvuso, yena bhagavā ten'upasaṅkamissāma. upasaṅkamitvā bhagavato etam'atthaṃ ārocessāma. yathā no bhagavā byākarissati tathā naṃ dhāressāmā'ti.				āy	āti pr	109.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=āyāti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	āti-pr	
ārabhati	pr					trans	+acc	begins; starts; undertakes; arouses oneself (to); makes an effort (to)		√rabh 1 a (to begin)	√rabh + a > rabha	ā + rabha + ti	ārabhate	√rabh	SN 6.14	aruṇavatīsuttaṃ	<b>ārabbhatha</b> nikkhamatha,<br/>yuñjatha buddhasāsane,<br/>dhunātha maccuno senaṃ,<br/>naḷ'āgāraṃ'va kuñjaro.				ārabh	ati pr	194.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ārabhati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
ārabhati	pr					trans	+acc	kills; slaughters		√rabh 1 a (to be aroused, violent)	√rabh + a > rabha	ā + rabha + ti	ārabhate	√rabh	MN 54	potaliyasuttaṃ	sutaṃ m'etaṃ, bhante, samaṇaṃ gotamaṃ uddissa pāṇaṃ <b>ārabhanti</b>, taṃ samaṇo gotamo jānaṃ uddissakataṃ maṃsaṃ paribhuñjati paṭiccakamman'ti.				ārabh	ati pr	194.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ārabhati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
icchati	pr					trans	+acc	wishes; wants; desires		√is 1 a (to wish for)	√is + a > iccha (irreg)	iccha + ti	icchati	√iṣ	AN 8.23	paṭhamahatthakasuttaṃ	sādhu sādhu, bhikkhu! app'iccho so, bhikkhu, kulaputto. sante'y'eva attani kusaladhamme na <b>icchati</b> parehi ñāyamāne.				icch	ati pr	287.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=icchati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
icchati	pr					intrans		moves; stirs		√ar 1 a (to move, attain)	√ar + a > iccha (irreg)	iccha + ti	ṛcchati	√ṛ	MN 28	mahāhatthipadopamasuttaṃ	hoti kho so, āvuso, samayo yaṃ gimhānaṃ pacchime māse tālavaṇṭena'pi vidhūpanena'pi vātaṃ pariyesanti, ossavane'pi tiṇāni na <b>icchanti</b>.				icch	ati pr	287.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=icchati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
icchati	pr					intrans		expects		√ar 1 a (to move, attain)	√ar + a > iccha (irreg)	iccha + ti	ṛcchati	√ṛ							icch	ati pr	287.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=icchati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
ujjhāyati	pr					intrans		finds fault; thinks badly of		√jhā 3 ya (to think, meditate)	√jhā + ya > jhāya	ava > o > u + jhāya + ti	avadhyai	√dhyai √dhyā	VIN 1.1.2	dutiyapārājikaṃ	ye te bhikkhū app'icchā santuṭṭhā lajjino kukkuccakā sikkhākāmā te <b>ujjhāyanti</b> khiyyanti vipācenti, kathañ'hi nāma āyasmā dhaniyo kumbhakāraputto rañño dārūni adinnaṃ ādiyissatī'ti!				ujjhāy	ati pr	412.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ujjhāyati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
udāneti	pr	caus	ud √an			trans	+acc	says something inspirational; utters; lit. causes to sigh; breath up		√an 1 *e (to breath, blow)	√an + *e > āne (caus)	ud + āne + ti	udānayati	√an	MN 91	brahmāyusuttaṃ	evaṃ vutte brahmāyu brāhmaṇo uṭṭhāy'āsanā ek'aṃsaṃ uttar'āsaṅgaṃ karitvā yena bhagavā ten'añjaliṃ paṇāmetvā tikkhattuṃ udānaṃ <b>udāneti</b>				udān	eti pr	130.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=udāneti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	eti-pr	
uddisati	pr					trans	+acc	recites; chants; lit. points up		√dis 1 a (to point out, explain)	√dis + a > disa	ud + disa + ti	uddiśati	√diś	UD 45	uposathasuttaṃ	abhikkantā, bhante, ratti, nikkhanto paṭhamo yāmo, ciranisinno bhikkhusaṅgho, <b>uddisatu</b>, bhante, bhagavā bhikkhūnaṃ pātimokkhan'ti				uddis	ati pr	394.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=uddisati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
uddisati	pr					trans	+acc	points out; names as; lit. points up		√dis 1 a (to point out, explain)	√dis + a > disa	ud + disa + ti	uddiśati	√diś	DHP 353	taṇhāvaggo	sabb'ābhibhū sabbavidū'ham'asmi,<br/>sabbesu dhammesu anūpalitto,<br/>sabbañ'jaho taṇhakkhaye vimutto,<br/>sayaṃ abhiññāya kam'<b>uddiseyyaṃ</b>.				uddis	ati pr	394.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=uddisati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
upakkamati	pr					trans	+acc & +instr	attacks (with); assaults (with); lit. goes towards (with)		√kam 1 a (to go)	√kam + a > kama	upa + kama + ti	upakrāmati	√kram	MN 13	mahādukkhakkhandhasuttaṃ	te tattha kalahaviggahavivād'āpannā aññam'aññaṃ pāṇīhi'pi <b>upakkamanti</b>, leḍḍūhi'pi <b>upakkamanti</b>, daṇḍehi'pi <b>upakkamanti</b>, satthehi'pi <b>upakkamanti</b>. te tattha maraṇam'pi nigacchanti, maraṇamattam'pi dukkhaṃ.				upakkam	ati pr	129.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upakkamati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
upakkamati	pr					trans	+acc	; lit. goes towards		√kam 1 a (to go)	√kam + a > kama	upa + kama + ti		√kram							upakkam	ati pr	129.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upakkamati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
upapajjati	pr					trans	+acc	is reborn (in); re-arises (in); lit. goes towards		√pad 3 ya (to go, step)	√pad + ya > pajja	upa + pajja + ti	udpadyate	√pad	DHP 140	daṇḍavaggo	atha v'āssa agārāni,<br/>aggi ḍahati pāvako,<br/>kāyassa bhedā duppañño,<br/>nirayaṃ so-<b>upapajjati</b>.				upapajj	ati pr	922.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upapajjati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
upapajjati	pr					trans	+acc	appears; arises; lit. goes towards		√pad 3 ya (to go, step)	√pad + ya > pajja	upa + pajja + ti	udpadyate	√pad	SN 2.8	tāyanasuttaṃ	chinda sotaṃ parakkamma,<br/>kāme panuda brāhmaṇa,<br/>nappahāya munī kāme,<br/>n'ekattam'<b>upapajjati</b>.				upapajj	ati pr	922.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upapajjati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
upasaṅkamati	pr					trans	+acc	approaches; goes (to); visits; lit. goes near		√kam 1 a (to go)	√kam + a > kama	upa + saṃ + kama + ti	upasaṃkrāmati	√kram	DN 4.2	soṇadaṇḍasuttaṃ	sace bhavaṃ soṇadaṇḍo samaṇaṃ gotamaṃ dassanāya <b>upasaṅkamissati</b>, bhoto soṇadaṇḍassa yaso hāyissati, samaṇassa gotamassa yaso abhivaḍḍhissati.				upasaṅkam	ati pr	192.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upasaṅkamati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
upasaṃharati	pr					trans	+acc	compares; likens; lit. brings near together		√har 1 a (to carry)	√har + a > hara	upa + saṃ + hara + ti	upasaṃharati	√hṛ	DN 22.7	mahāsatipaṭṭhānasuttaṃ	so imam'eva kāyaṃ <b>upasaṃharati</b>, ayam'pi kho kāyo evaṃdhammo evaṃbhāvī evaṃanatīto'ti				upasaṃhar	ati pr	122.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upasaṃharati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
upasaṃharati	pr					trans	+acc	focuses; concentrates; applies; lit. brings near together		√har 1 a (to carry)	√har + a > hara	upa + saṃ + hara + ti	upasaṃharati	√hṛ	MN 64	mahāmālukyasuttaṃ	so tehi dhammehi cittaṃ paṭivāpeti. so tehi dhammehi cittaṃ paṭivāpetvā amatāya dhātuyā cittaṃ <b>upasaṃharati</b>				upasaṃhar	ati pr	122.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upasaṃharati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
upasaṃharati	pr					trans	+acc	brings; causes; arranges; lit. brings near together		√har 1 a (to carry)	√har + a > hara	upa + saṃ + hara + ti	upasaṃharati	√hṛ	VIN 2.5.1.3	pesuññasikkhāpadaṃ	dasah'ākārehi pesuññaṃ <b>upasaṃharati</b>, jātito'pi, nāmato'pi, gottato'pi, kammato'pi, sippato'pi, ābādhato'pi, liṅgato'pi, kilesato'pi, āpattito'pi, akkosato'pi.				upasaṃhar	ati pr	122.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upasaṃharati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
upasaṃharati	pr					trans	+acc	puts together; brings together; lit. brings near together		√har 1 a (to carry)	√har + a > hara	upa + saṃ + hara + ti	upasaṃharati	√hṛ	MN 7	vatthasuttaṃ	tam'enaṃ rajako yasmiṃ yasmiṃ raṅgajāte <b>upasaṃhareyya</b>, yadi nīlakāya yadi pītakāya yadi lohitakāya yadi mañjeṭṭhakāya durattavaṇṇam'ev'assa aparisuddhavaṇṇam'ev'assa.				upasaṃhar	ati pr	122.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upasaṃharati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
upādiyati	pr					trans	+acc	grasps; holds (onto); clings (to); takes possession (of); lit. takes near		√ādā 3 ya (to take, seize)	√ādā + ya > ādiya (irreg)	upa + ādiya + ti	upādatte	√dā	SN 35.87	channasuttaṃ	na kho pan'āhaṃ, sāriputta, ettāvatā saupavajjo'ti vadāmi. yo kho, sāriputta, tañ'ca kāyaṃ nikkhipati, aññañ'ca kāyaṃ <b>upādiyati</b>, tam'ahaṃ saupavajjo'ti vadāmi.				upādiy	ati pr	126.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upādiyati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
upeti	pr					trans	+acc	comes; approaches; enters		√i 1 a (to come, go)	√i + a > e	upa + e + ti	upeti	√i	DN 9.2	poṭṭhapādasuttaṃ, abhisaññānirodhakathā	evaṃ vutte yasmiṃ samaye <b>upeti</b>, saññī tasmiṃ samaye hoti. yasmiṃ samaye apeti, asaññī tasmiṃ samaye hotī'ti. itth'eke abhisaññānirodhaṃ paññapenti.				up	eti pr	312.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upeti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	eti-pr	
upeti	pr					trans	+acc	enters; gets involved (with); engages (in); lit. approaches		√i 1 a (to come, go)	√i + a > e	upa + e + ti	upeti	√i	SNP 41	duṭṭhaṭṭhakasuttaṃ<br/>aṭṭhakavaggo 3	vadanti ve duṭṭhamanā'pi eke,<br/>atho'pi ve saccamanā vadanti,<br/>vādañ'ca jātaṃ muni no <b>upeti</b>,<br/>tasmā munī n'atthi khilo kuhiñci.				up	eti pr	312.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upeti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	eti-pr	
upeti	pr					trans	+acc	obtains; gets; experiences; suffers; lit. approaches		√i 1 a (to come, go)	√i + a > e	upa + e + ti	upeti	√i	DHP 342	taṇhāvaggo	tasiṇāya purakkhatā pajā,<br/>parisappanti saso'va bādhito,<br/>saṃyojanasaṅgasattakā,<br/>dukkham'<b>upenti</b> punappunaṃ cirāya.				up	eti pr	312.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upeti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	eti-pr	
upeti	pr				impers	intrans	+dat	is suitable (for); is ready (for); is fit (for); lit. approaches (for)		√i 1 a (to come, go)	√i + a > e	upa + e + ti	upeti	√i	AN 3.102	paṃsudhovakasuttaṃ	taṃ hoti jātarūpaṃ dhantaṃ sandhantaṃ niddhantaṃ nihitaṃ ninnītakasāvaṃ, mudu ca hoti kammaniyañ'ca pabhassarañ'ca, na ca pabhaṅgu, sammā <b>upeti</b> kammāya.				up	eti pr	312.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upeti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	eti-pr	
uppajjati	pr					intrans		appears; arises; takes place		√pad 3 ya (to go, step)	√pad + ya > pajja	ud + pajja + ti	utpadyate	√pad	SN 22.95	pheṇapiṇḍūpamasuttaṃ	seyyathā'pi, bhikkhave, saradasamaye thullaphusitake deve vassante udake udakabubbuḷaṃ <b>uppajjati</b> c'eva nirujjhati ca.				uppajj	ati pr	1820.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=uppajjati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
uppajjati	pr					trans	+acc	is reborn (in); re-arises (in)		√pad 3 ya (to go, step)	√pad + ya > pajja	ud + pajja + ti	utpadyate	√pad	DHP 126	pāpavaggo	gabbham'eke <b>uppajjanti</b>,<br/>nirayaṃ pāpakammino,<br/>saggaṃ sugatino yanti,<br/>parinibbanti anāsavā.				uppajj	ati pr	1820.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=uppajjati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
uppajjati	pr					intrans	+dat	becomes available (for); accrues (to); crops up (for); lit. arises (for)		√pad 3 ya (to go, step)	√pad + ya > pajja	ud + pajja + ti	utpadyate	√pad	VIN PAT NP 3	akālacīvarasikkhāpadaṃ	niṭṭhitacīvarasmiṃ bhikkhunā ubbhatasmiṃ kathine bhikkhuno pan'eva akālacīvaraṃ <b>uppajjeyya</b>, ākaṅkhamānena bhikkhunā paṭiggahetabbaṃ, paṭiggahetvā khippam'eva kāretabbaṃ				uppajj	ati pr	1820.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=uppajjati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
uppajjati	pr																				uppajj	ati pr	1820.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=uppajjati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
karoti	pr					trans	+acc	does; acts; performs		√kar 7 o (to do, make)	√kar + o > karo	karo + ti	karoti	√kṛ	THI 71	subhājīvakambavanikātherīgāthā	daharā ca apāpikā c'asi,<br/>kiṃ te pabbajjā <b>karissati</b>,<br/>nikkhipa kāsāyacīvaraṃ,<br/>ehi ramāma supupphite vane.				*	karoti pr	2597.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=karoti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	karoti-pr	
karoti	pr					trans	+acc	makes		√kar 7 o (to do, make)	√kar + o > karo	karo + ti	karoti	√kṛ	TH 251	raṭṭhapālattheragāthā	passāmi loke sadhane manusse,<br/>laddhāna vittaṃ na dadanti mohā,<br/>luddhā dhanaṃ sannicayaṃ <b>karonti</b>,<br/>bhiyyo'va kāme abhipatthayanti.				*	karoti pr	2597.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=karoti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	karoti-pr	
karoti	pr					trans	+acc	builds; constructs		√kar 7 o (to do, make)	√kar + o > karo	karo + ti	karoti	√kṛ	DN 9.6	poṭṭhapādasuttaṃ	seyyathā'pi, poṭṭhapāda, puriso cātumahāpathe nisseṇiṃ <b>kareyya</b> pāsādassa ārohaṇāya.				*	karoti pr	2597.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=karoti&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	karoti-pr	
khamati	pr					trans	+acc	endures; tolerates; bears; withstands		√kham 1 a (to tolerate, endure)	√kham + a > khama	khama + ti	kṣamate	√kṣam	SN 11.4	vepacittisuttaṃ	yo have balavā santo,<br/>dubbalassa titikkhati,<br/>tam'āhu paramaṃ khantiṃ,<br/>niccaṃ <b>khamati</b> dubbalo.				kham	ati pr	191.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=khamati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
khamati	pr				impers	intrans	+dat	seems good (to); is acceptable (to); is suitable (for); is pleasing (to); lit. endures (for)		√kham 1 a (to tolerate, endure)	√kham + a > khama	khama + ti	kṣamate	√kṣam	VIN PAT SA 11	bhedānuvattakasikkhāpadaṃ	dhammavādī c'eso bhikkhu, vinayavādī c'eso bhikkhu, amhākañ'c'eso bhikkhu chandañ'ca ruciñ'ca ādāya voharati, jānāti, no bhāsati, amhākam'p'etaṃ <b>khamatī</b>'ti				kham	ati pr	191.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=khamati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
khamati	pr				impers	intrans	+dat	pardons; accepts the apology (of); forgives; lit. endures (for)		√kham 1 a (to tolerate, endure)	√kham + a > khama	khama + ti	kṣamate	√kṣam	AN 9.11	sīhanādasuttaṃ	<b>khama</b>, sāriputta, imassa moghapurisassa, purā tassa tatth'eva sattadhā muddhā phalatī'ti. <b>khamām</b>'ahaṃ, bhante, tassa āyasmato sace maṃ so āyasmā evam'āha, <b>khamatu</b> ca me so āyasmā'ti.				kham	ati pr	191.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=khamati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
khādati	pr					trans	+acc	chews; devours; eats		√khād 1 a (to chew)	√khād + a > khāda	khāda + ti	khādati	√khād	DHP 240	malavaggo	ayasā'va malaṃ samuṭṭhitaṃ,<br/>tat'uṭṭhāya tam'eva <b>khādati</b>,<br/>evaṃ atidhonacārinaṃ,<br/>sāni kammāni nayanti duggatiṃ.				khād	ati pr	221.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=khādati&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	ati-pr	
