Pāli1	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Pāli Root	Base	Construction	Sanskrit	Sk Root	Source1	Sutta1	Example1	Source 2	Sutta2	Example 2	Stem	Pattern	count	Feedback	Tag	marks
khandha	masc		√khand					(of plant or tree) trunk; stem		√khand 1 a (to jump up, pile up)		√khand + a	skandha	√skand	MN 18	madhupiṇḍikasuttaṃ	seyyathā'pi, āvuso, puriso sār'atthiko sāragavesī sārapariyesanaṃ caramāno mahato rukkhassa tiṭṭhato sāravato atikkamm'eva mūlaṃ, atikkamma <b>khandhaṃ</b>, sākhāpalāse sāraṃ pariyesitabbaṃ maññeyya				khandh	a masc	132.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=khandha&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
khandha	masc		√khand					group; class; category		√khand 1 a (to jump up, pile up)		√khand + a	skandha	√skand	MN 44	cūḷavedallasuttaṃ	tīhi ca kho, āvuso visākha, <b>khandhehi</b> ariyo aṭṭh'aṅgiko maggo saṅgahito. yā c'āvuso visākha, sammāvācā yo ca sammākammanto yo ca sammāājīvo ime dhammā sīlak<b>khandhe</b> saṅgahitā.				khandh	a masc	132.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=khandha&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
khandha	masc		√khand							√khand 1 a (to jump up, pile up)			skandha	√skand							khandh	a masc	132.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=khandha&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
khaya	masc		khīyati				+gen	wearing away (of); exhaustion (of); erosion (of); depletion (of); slow destruction (of)		√khī 1 a (to destroy, exhaust)		√khī > khay + *a	kṣaya	√kṣi	ITI 16	paṭhamasekhasuttaṃ	yoniso manasikāro,<br/>dhammo sekhassa bhikkhuno,<br/>n'atth'añño evaṃ bahukāro,<br/>uttam'atthassa pattiyā,<br/>yoniso padahaṃ bhikkhu,<br/><b>khayaṃ</b> dukkhassa pāpuṇe'ti.				khay	a masc	514.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=khaya&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
khema	masc		√khi					safety; security; sanctuary; peace; rest		√khi 1 a (to live, abide peacefully)		√khi > khe + *ma	kṣema	√kṣi	SNP 53	attadaṇḍasuttaṃ<br/>aṭṭhakavaggo 15	anejassa vijānato,<br/>n'atthi kāci nisaṅkhati,<br/>virato so viyārabbhā,<br/><b>khemaṃ</b> passati sabbadhi.				khem	a masc	110.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=khema&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
khema	masc		√khi					name of a deity; lit. safety		√khi 1 a (to live, abide peacefully)		√khi > khe + *ma	kṣema	√kṣi	SN 2.22	khemasuttaṃ	ekam'antaṃ ṭhito kho <b>khemo</b> devaputto bhagavato santike imā gāthāyo abhāsi				khem	a masc	110.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=khema&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
khema	masc		√khi					name of a park in Bandhumatī		√khi 1 a (to live, abide peacefully)		√khi > khe + *ma	kṣema	√kṣi							khem	a masc	110.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=khema&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
khema	masc		√khi																		khem	a masc	110.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=khema&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
gaṇa	masc		gaṇeti					group; crowd		√gaṇ 8 *e (to calculate, group)		√gaṇ + a	gaṇa	√gaṇ	SN 55.41	paṭhamaabhisandasuttaṃ	mah'odadhiṃ aparimitaṃ mahāsaraṃ,<br/>bahubheravaṃ ratanagaṇānam'ālayaṃ,<br/>najjo yathā nara<b>gaṇa</b>saṅghasevitā,<br/>puthū savantī upayanti sāgaraṃ.				gaṇ	a masc	171.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gaṇa&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
gaṇa	masc		gaṇeti					swarm; mass; horde; cluster		√gaṇ 8 *e (to calculate, group)		√gaṇ + a	gaṇa	√gaṇ	VISM 1.9.2	karuṇābhāvanākathā	sabbapaṭhamaṃ tāva kiñcid'eva karuṇāyitabbarūpaṃ ... hatthapādehi paggharantakimi<b>gaṇaṃ</b> aṭṭassaraṃ karontaṃ disvā, kicchaṃ vat'āyaṃ satto āpanno, app'eva nāma imamhā dukkhā mucceyyā'ti karuṇā pavattetabbā.				gaṇ	a masc	171.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gaṇa&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
gaṇa	masc		gaṇeti					sect; religion; religious order		√gaṇ 8 *e (to calculate, group)		√gaṇ + a	gaṇa	√gaṇ	SN 2.30	nānātitthiyasāvakasuttaṃ	pakudhako kātiyāno nigaṇṭho,<br/>ye c'āp'ime makkhalipūraṇāse,<br/><b>gaṇassa</b> satthāro sāmaññappattā,<br/>na hi nūna te sappurisehi dūre'ti.				gaṇ	a masc	171.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gaṇa&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
gaṇa	masc		gaṇeti					(gram) set; group; collection		√gaṇ 8 *e (to calculate, group)		√gaṇ + a	gaṇa	√gaṇ	kaccāyana	ākhyātakappa 445	bhū'icc'evam'ādito dhātu<b>gaṇato</b> apaccayo hoti kattari. bhavati, paṭhati, pacati, jayati.				gaṇ	a masc	171.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gaṇa&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
gaṇa	masc		gaṇeti							√gaṇ 8 *e (to calculate, group)		√gaṇ + a	gaṇa	√gaṇ							gaṇ	a masc	171.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gaṇa&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
gandha	masc		√ghā					smell; scent; odour		√ghā 3 ya (to smell)		√ghā + na	gandha	√ghrā	SN 35.95	mālukyaputtasuttaṃ	ye te ghānaviññeyyā <b>gandhā</b> aghāyitā aghāyitapubbā, na ca ghāyasi, na ca te hoti ghāyeyyan'ti? atthi te tattha chando vā rāgo vā pemaṃ vā'ti? no h'etaṃ, bhante.				gandh	a masc	375.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gandha&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
gandha	masc		√ghā					perfume; fragrance; scent		√ghā 3 ya (to smell)		√ghā + na	gandha	√ghrā	DHP 54	pupphavaggo	na pupphagandho paṭivātam'eti,<br/>na candanaṃ tagaramallikā,<br/>satañ'ca <b>gandho</b> paṭivātam'eti,<br/>sabbā disā sappuriso pavāyati.				gandh	a masc	375.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gandha&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
gāma	masc							village; hamlet; lit. collection (of houses)					grāma		DHP 49	pupphavaggo	yathā'pi bhamaro pupphaṃ,<br/>vaṇṇagandham'aheṭhayaṃ,<br/>paleti rasam'ādāya,<br/>evaṃ <b>gāme</b> munī care.				gām	a masc	468.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gāma&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
gāma	masc							group; class; type; family; lit. collection					grāma		MN 27	cūḷa hatthipadopamasuttaṃ	so bīja<b>gāma</b>bhūta<b>gāma</b>samārambhā paṭivirato hoti				gām	a masc	468.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gāma&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
gotama	masc	patr	gotama					family name of the Buddha; lit. of the Gotama clan				gotama + a	gotama		AN 8.11	verañjasuttaṃ	jeṭṭho bhavaṃ <b>gotamo</b> seṭṭho bhavaṃ <b>gotamo</b>				gotam	a masc	2818.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gotama&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
cāga	masc		cajati					giving up; relinquishing; abandoning		√caj 1 a (to give up, let go)		√caj > cāg + *a	tyāga	√tyaj	MN 140	dhātuvibhaṅgasuttaṃ	tasmā evaṃ samannāgato bhikkhu iminā paramena cāg'ādhiṭṭhānena samannāgato hoti. eso hi, bhikkhu, paramo ariyo <b>cāgo</b> yad'idaṃ, sabb'ūpadhipaṭinissaggo.				cāg	a masc	159.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=cāga&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
cāga	masc		cajati					generosity; sharing; liberality		√caj 1 a (to give up, let go)		√caj > cāg + *a	tyāga	√tyaj	AN 7.6	vitthatadhanasuttaṃ	idha, bhikkhave, ariyasāvako vigatamalamaccherena cetasā agāraṃ ajjhāvasati mutta<b>cāgo</b> payatapāṇi vossaggarato yācayogo dānasaṃvibhāgarato. idaṃ vuccati, bhikkhave, <b>cāga</b>dhanaṃ.				cāg	a masc	159.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=cāga&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
cunda	masc							name a monk					cunda		MN 8	sallekhasuttaṃ	yā imā, <b>cunda</b>, anekavihitā diṭṭhiyo loke uppajjanti, attavādapaṭisaṃyuttā vā lokavādapaṭisaṃyuttā vā, yattha c'etā diṭṭhiyo uppajjanti yattha ca anusenti yattha ca samudācaranti taṃ n'etaṃ mama, neso'ham'asmi, na me so attā'ti				cund	a masc	314.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=cunda&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
cunda	masc																				cund	a masc	314.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=cunda&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
codaka	masc	agent	codeti					plaintiff; accuser; complainant; rebuker		√cud 8 *e (to impel, accuse)		√cud > cod + *aka	codaka	√cud	AN 8.14	assakhaḷuṅkasuttaṃ	puna caparaṃ, bhikkhave, bhikkhū bhikkhuṃ āpattiyā codenti. so bhikkhu bhikkhūhi āpattiyā codiyamāno <b>codakaṃ</b>'y'eva paṭippharati, kiṃ nu kho tuyhaṃ bālassa abyattassa bhaṇitena!				codak	a masc	103.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=codaka&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
codaka	masc	agent	codeti					advisor; admonisher; encourager		√cud 8 *e (to impel, accuse)		√cud > cod + *aka	codaka	√cud	SN 2.29	susimasuttaṃ	āraddhavīriyo, bhante, āyasmā sāriputto. vattā, bhante, āyasmā sāriputto. vacanakkhamo, bhante, āyasmā sāriputto. <b>codako</b>, bhante, āyasmā sāriputto. pāpagarahī, bhante, āyasmā sāriputto.				codak	a masc	103.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=codaka&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
cora	masc	agent	coreti					thief; robber		√cur 8 *e (to steal)		√cur > cor + *a	cora	√cur	SN 1.41	ādittasuttaṃ	dinnaṃ sukhaphalaṃ hoti,<br/>n'ādinnaṃ hoti taṃ tathā,<br/><b>corā</b> haranti rājāno,<br/>aggi ḍahati nassati.				cor	a masc	174.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=cora&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
chanda	masc		chādeti				+loc	interest (in); desire (for); wish (for); intention (to); impulse (for)		√chand 8 *e (to desire, please)		√chand + a	chanda	√chad √chand	AN 3.83	gadrabhasuttaṃ	tassa na tādiso chando hoti adhisīlasikkhāsamādāne seyyathā'pi aññesaṃ bhikkhūnaṃ, na tādiso <b>chando</b> hoti adhicittasikkhāsamādāne seyyathā'pi aññesaṃ bhikkhūnaṃ				chand	a masc	595.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=chanda&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
chanda	masc		chādeti					(vinaya) consent; agreement; approval		√chand 8 *e (to desire, please)		√chand + a	chanda	√chad √chand	VIN PAT PC 79	kammappaṭibāhanasikkhāpadaṃ	yo pana bhikkhu dhammikānaṃ kammānaṃ <b>chandaṃ</b> datvā pacchā khīyanadhammaṃ āpajjeyya, pācittiyaṃ.				chand	a masc	595.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=chanda&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
janapada	masc	comp						country; province; land; area; location				jana + pada	janapada		DN 18.1	janavasabhasuttaṃ	tena kho pana samayena bhagavā parito parito <b>janapadesu</b> paricārake abbhatīte kālaṅ'kate upapattīsu byākaroti				janapad	a masc	192.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=janapada&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
jana	masc	agent	jāyati					man; person; fellow		√jan 3 ya (to be born, produce)		√jan + a	jana	√jan	SNP 7	vasalasuttaṃ<br/>uragavaggo 7	yo ve kiñcikkhakamyatā,<br/>panthasmiṃ vajantaṃ <b>janaṃ</b>,<br/>hantvā kiñcikkham'ādeti,<br/>taṃ jaññā vasalo iti.				jan	a masc	396.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=jana&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
jana	masc		jāyati					men; people; population		√jan 3 ya (to be born, produce)		√jan + a	jana	√jan	MN 40	cūḷāssapurasuttaṃ	samaṇā samaṇā'ti vo, bhikkhave, <b>jano</b> sañjānāti. tumhe ca pana, ke tumhe'ti puṭṭhā samānā, samaṇ'āmhā'ti paṭijānātha.				jan	a masc	396.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=jana&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
ñāya	masc		nī √i					method; system; means; way		√i 1 a (to come, go)		nī > ny > ñ + √i > ay + *a	nyāya	√i	DN 22.1	mahāsatipaṭṭhānasuttaṃ	ek'āyano ayaṃ, bhikkhave, maggo sattānaṃ visuddhiyā sokaparidevānaṃ samatikkamāya dukkhadomanassānaṃ atthaṅ'gamāya <b>ñāyassa</b> adhigamāya nibbānassa sacchikiriyāya yad'idaṃ cattāro satipaṭṭhānā				ñāy	a masc	107.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ñāya&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
tāta	masc							father; brother; son					tāta		MN 91	brahmāyusuttaṃ	atha kho brahmāyu brāhmaṇo uttaraṃ māṇavaṃ āmantesi, ayaṃ, <b>tāta</b> uttara, samaṇo gotamo sakyaputto sakyakulā pabbajito videhesu cārikaṃ carati mahatā bhikkhusaṅghena saddhiṃ pañcamattehi bhikkhusatehi.				tāt	a masc	318.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=tāta&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
thullaccaya	masc	comp						(vinaya) heavy offence; grave transgression; class of serious offences				thulla + accaya	sthūla + atyaya		VIN 1.2.6	kuṭikārasikkhāpadaṃ	ekaṃ piṇḍaṃ anāgate āpatti <b>thullaccayassa</b>. tasmiṃ piṇḍe āgate āpatti saṅghādisesassa.				thullaccay	a masc	222.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=thullaccaya&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
thera	masc		tiṭṭhati					(vinaya) elder; senior monk; monk with ten or more years as a monk; lit. lasting		√ṭhā 1 a (to stand)		√ṭhā > thā + ira > thera	sthāvira	√sthā	DHP 260	dhammaṭṭhavaggo	na tena <b>thero</b> so hoti,<br/>yen'assa palitaṃ siro,<br/>paripakko vayo tassa,<br/>moghajiṇṇo'ti vuccati.				ther	a masc	722.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=thera&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
daṇḍa	masc							stick; truncheon; nightstick; club					daṇḍa		DHP 130	daṇḍavaggo	sabbe tasanti <b>daṇḍassa</b>,<br/>sabbesaṃ jīvitaṃ piyaṃ,<br/>attānaṃ upamaṃ katvā,<br/>na haneyya na ghātaye.				daṇḍ	a masc	127.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=daṇḍa&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
daṇḍa	masc							walking stick; staff					daṇḍa		MN 18	madhupiṇḍikasuttaṃ	sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā <b>daṇḍam</b>'olubbha ekam'antaṃ aṭṭhāsi				daṇḍ	a masc	127.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=daṇḍa&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
daṇḍa	masc						+loc	violence (towards); lit. stick (in)					daṇḍa		DHP 405	brāhmaṇavaggo	nidhāya <b>daṇḍaṃ</b> bhūtesu,<br/>tasesu thāvaresu ca,<br/>yo na hanti na ghāteti,<br/>tam'ahaṃ brūmi brāhmaṇaṃ.				daṇḍ	a masc	127.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=daṇḍa&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
daṇḍa	masc							punishment; fine					daṇḍa		SN 12.63	puttamaṃsūpamasuttaṃ	seyyathā'pi, bhikkhave, coraṃ āgucāriṃ gahetvā rañño dasseyyuṃ, ayaṃ te, deva, coro āgucārī, imassa yaṃ icchasi taṃ <b>daṇḍaṃ</b> paṇehī'ti				daṇḍ	a masc	127.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=daṇḍa&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
daṇḍa	masc							(of a veena) neck; lit. stick					daṇḍa		SN 35.246	vīṇopamasuttaṃ	anekehi sambhārehi samāraddhā vadati, seyyath'idaṃ, doṇiñ'ca paṭicca cammañ'ca paṭicca <b>daṇḍañ</b>'ca paṭicca upadhāraṇe ca paṭicca tantiyo ca paṭicca koṇañ'ca paṭicca purisassa ca tajjaṃ vāyāmaṃ paṭicca ev'āyaṃ, bhante, vīṇā nāma anekasambhārā mahāsambhārā.				daṇḍ	a masc	127.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=daṇḍa&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
danta	masc							tooth					danta		DN 22.5	mahāsatipaṭṭhānasuttaṃ	atthi imasmiṃ kāye kesā lomā nakhā <b>dantā</b> taco, maṃsaṃ nhāru aṭṭhi aṭṭhimiñjaṃ vakkaṃ, hadayaṃ yakanaṃ kilomakaṃ pihakaṃ papphāsaṃ				dant	a masc	156.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=danta&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
danta	masc							tusk					danta		MN 61	ambalaṭṭhika rāhulovādasuttaṃ	seyyathā'pi, rāhula, rañño nāgo īsā<b>danto</b> urūḷhavā abhijāto saṅgām'āvacaro saṅgāmagato … <b>dantehi</b>'pi kammaṃ karoti, naṅguṭṭhena'pi kammaṃ karoti, rakkhat'eva soṇḍaṃ.				dant	a masc	156.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=danta&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
dāyaka	masc	agent	dadāti					giver; donor; sponsor		√dā 1 a (to give)		√dā + [y] + aka	dāyaka	√dā	AN 5.35	dānānisaṃsasuttaṃ	puna caparaṃ, sīha, <b>dāyako</b> dānapati yaṃ yad'eva parisaṃ upasaṅkamati, yadi khattiyaparisaṃ yadi brāhmaṇaparisaṃ yadi gahapatiparisaṃ yadi samaṇaparisaṃ, visārado'va upasaṅkamati amaṅkubhūto.				dāyak	a masc	106.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dāyaka&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
divasa	masc		diva					day		√div 3 ya (to shine)		√div + a + sa<br/>diva + sa	divasa	√div	MNa 36	mahāsaccakasutavaṇṇanā	rañño kira vappamaṅgala<b>divaso</b> nāma hoti, tadā anekappakāraṃ khādanīyaṃ bhojanīyaṃ paṭiyādenti.				divas	a masc	199.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=divasa&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
