sentence	count
ca loko ca idameva saccaṃ moghamaññanti	56
aṭṭhaṅgikaṃ maggaṃ bhāveti ariyaṃ aṭṭhaṅgikaṃ maggaṃ	56
kho āyasmā ānando yena bhagavā tenupasaṅkami	56
attā ca loko ca idameva saccaṃ	56
atha kho āyasmā ānando yena bhagavā	56
pariyāyo yena maṃ pariyāyena sammā vadamāno	56
ariyaṃ aṭṭhaṅgikaṃ maggaṃ bhāveti ariyaṃ aṭṭhaṅgikaṃ	56
puggala santo saṃvijjamāna loka katama cattāro	55
bahulīkata yānīkata vatthukata anuṭṭhita paricita susamāraddha	55
taṃ suṇāti sādhukaṃ manasi karoti bhāsissāmīti	55
ārāma tena kho pana samaya āyasmā	55
citta pe dhamma dhammānupassī viharati ātāpī	55
asaṃvuta viharantaṃ abhijjhādomanassa pāpaka akusala dhamma	55
viharantaṃ abhijjhādomanassa pāpaka akusala dhamma anvāssavati	55
akusala dhamma abhivaḍḍhati kusalā dhamma parihāyati	55
gotama dhāretu ajjatagge pāṇupeta saraṇa gatanti	55
evaṃ bhanteti kho āyasmā ānanda bhagavato	55
abhijjhādomanassa pāpaka akusala dhamma anvāssavati tassa	55
bhagavā rājagaha viharati veḷuvana kalandakanivāpa tena	55
sammāsaṅkappa sammāvācā sammākammanta sammāājīva sammāvāyāma sammāsati	55
tāni abhibhuyya jānāti passāmīti evaṃsaññī hoti	55
avicāra samādhija pītisukha dutiyaṃ jhāna upasampajja	55
bhāvita bahulīkata yānīkata vatthukata anuṭṭhita paricita	55
gotamo dhāretu ajjatagge pāṇupetaṃ saraṇaṃ gatanti	55
avicāraṃ samādhijaṃ pītisukhaṃ dutiyaṃ jhānaṃ upasampajja	55
asaṃvutaṃ viharantaṃ abhijjhādomanassā pāpakā akusalā dhammā	55
taṃ suṇātha sādhukaṃ manasi karotha bhāsissāmīti	55
ārāme tena kho pana samayena āyasmā	55
tenupasaṅkami upasaṅkamitvā bhagavantaṃ abhivādetvā ekamantaṃ aṭṭhāsi	55
tāni abhibhuyya jānāmi passāmīti evaṃsaññī hoti	55
viharantaṃ abhijjhādomanassā pāpakā akusalā dhammā anvāssaveyyuṃ	55
abhijjhādomanassā pāpakā akusalā dhammā anvāssaveyyuṃ tassa	55
puggalā santo saṃvijjamānā lokasmiṃ katame cattāro	55
evaṃ bhanteti kho āyasmā ānando bhagavato	55
imehi kho bhikkhave catūhi dhammehi samannāgato	55
akusalā dhammā abhivaḍḍhanti kusalā dhammā parihāyanti	55
upasaṅkamitvā bhagavantaṃ abhivādetvā ekamantaṃ aṭṭhāsi ekamantaṃ	55
bhagavā rājagahe viharati veḷuvane kalandakanivāpe tena	55
ekamantaṃ nisīdi ekamantaṃ nisinna kho so	54
maggaṃ bhāveti ariya aṭṭhaṅgika maggaṃ bahulīkaroti	54
sammādiṭṭhi sammāsaṅkappa sammāvācā sammākammanta sammāājīva sammāvāyāma	54
deseti ādikalyāṇa majjhekalyāṇa pariyosānakalyāṇa sāttha sabyañjana	54
atītānāgatapaccuppanna ajjhattaṃ vā bahiddhā vā oḷārika	54
ārocesi atha kho bhagavā etasmiṃ nidāna	54
vigarahitvā bhagavato etamatthaṃ ārocesi pe saccaṃ	54
paṭighasaññā atthaṅgama nānattasaññā amanasikāra ananta ākāsoti	54
anekapariyāyena vigarahitvā bhagavato etamatthaṃ ārocesi pe	54
etamatthaṃ ārocesi atha kho bhagavā etasmiṃ	54
rūpasaññā samatikkamā paṭighasaññā atthaṅgama nānattasaññā amanasikāra	54
ajjhattaṃ vā bahiddhā vā oḷārika vā	54
sevato akusala dhamma abhivaḍḍhati kusalā dhamma	54
samatikkamā paṭighasaññā atthaṅgama nānattasaññā amanasikāra ananta	54
rūpasaññānaṃ samatikkamā paṭighasaññānaṃ atthaṅgamā nānattasaññānaṃ amanasikārā	54
paṭighasaññānaṃ atthaṅgamā nānattasaññānaṃ amanasikārā ananto ākāsoti	54
samatikkamā paṭighasaññānaṃ atthaṅgamā nānattasaññānaṃ amanasikārā ananto	54
bhagavato etamatthaṃ ārocesuṃ pe saccaṃ kira	54
ekamantaṃ nisīdi ekamantaṃ nisinno kho so	54
sevato akusalā dhammā abhivaḍḍhanti kusalā dhammā	54
yaṃ taṃ ariya ācikkhanti upekkhaka satimant	53
ariya ācikkhanti upekkhaka satimant sukhavihārīti tatiyaṃ	53
dhamma deseti ādikalyāṇa majjhekalyāṇa pariyosānakalyāṇa sāttha	53
khiyyanta vipācenta ye te bhikkhū appiccha	53
diṭṭha sutaṃ muta viññāta patta pariyesita	53
ācikkhanti upekkhaka satimant sukhavihārīti tatiyaṃ jhāna	53
taṃ ariya ācikkhanti upekkhaka satimant sukhavihārīti	53
ujjhāyanta khiyyanta vipācenta ye te bhikkhū	53
sabbaso rūpasaññā samatikkamā paṭighasaññā atthaṅgama nānattasaññā	53
bhagavant etadavoca ko nu kho bhante	53
āyasmā ānanda yena bhagavā tenupasaṅkami upasaṅkamitvā	53
nivesanaṃ tenupasaṅkami upasaṅkamitvā paññatta āsana nisīdi	53
abhivādetvā padakkhiṇaṃ katvā pakkāmi atha kho	53
netaṃ moghapurisa appasannānaṃ vā pasādāya pe	53
disaṃ pharitvā viharati tathā dutiyaṃ tathā	53
sabbaso rūpasaññānaṃ samatikkamā paṭighasaññānaṃ atthaṅgamā nānattasaññānaṃ	53
taṃ ariyā ācikkhanti upekkhako satimā sukhavihārīti	53
bhagavantaṃ etadavoca ko nu kho bhante	53
viharati tathā dutiyaṃ tathā tatiyaṃ tathā	53
ariyā ācikkhanti upekkhako satimā sukhavihārīti tatiyaṃ	53
ācikkhanti upekkhako satimā sukhavihārīti tatiyaṃ jhānaṃ	53
abhivādetvā padakkhiṇaṃ katvā pakkāmi atha kho	53
ekaṃ disaṃ pharitvā viharati tathā dutiyaṃ	53
yaṃ taṃ ariyā ācikkhanti upekkhako satimā	53
diṭṭhaṃ sutaṃ mutaṃ viññātaṃ pattaṃ pariyesitaṃ	53
cetasā ekaṃ disaṃ pharitvā viharati tathā	53
pe dhammesu dhammānupassī viharati ātāpī sampajāno	53
āyasmā ānando yena bhagavā tenupasaṅkami upasaṅkamitvā	53
pharitvā viharati tathā dutiyaṃ tathā tatiyaṃ	53
muta viññāta patta pariyesita anuvicarita manasā	52
upekkhaka satimant sukhavihārīti tatiyaṃ jhāna upasampajja	52
satimant vineyya loka abhijjhādomanassa vedanā pe	52
khīṇāsava vusitavant katakaraṇīya ohitabhāra anuppattasadattha parikkhīṇabhavasaṃyojana	52
sutaṃ muta viññāta patta pariyesita anuvicarita	52
adukkhamasukha upekkhāsatipārisuddhi catutthaṃ jhāna upasampajja viharati	52
bahujanahitāya bahujanasukhāya lokānukampā atthāya hitāya sukhāya	52
sevato akusala dhamma parihāyati kusalā dhamma	52
etadavoca ko nu kho bhante hetu	52
sāttha sabyañjana kevalaparipuṇṇa parisuddha brahmacariyaṃ pakāseti	52
satimā vineyya loke abhijjhādomanassaṃ vedanāsu pe	52
etadavoca ko nu kho bhante hetu	52
upekkhako satimā sukhavihārīti tatiyaṃ jhānaṃ upasampajja	52
sevato akusalā dhammā parihāyanti kusalā dhammā	52
bahujanahitāya bahujanasukhāya lokānukampāya atthāya hitāya sukhāya	52
mutaṃ viññātaṃ pattaṃ pariyesitaṃ anuvicaritaṃ manasā	52
sutaṃ mutaṃ viññātaṃ pattaṃ pariyesitaṃ anuvicaritaṃ	52
ekamantaṃ nisīdi ekamantaṃ nisinnaṃ kho āyasmantaṃ	52
viharati ācāragocarasampanna aṇumatta vajja bhayadassāvī samādāya	51
ujjhāyanti khiyyanti vipācenti kathañhi nāma ayyā	51
akusala dhamma anvāssavati tassa saṃvara paṭipajjati	51
kho bhante hetu ko paccaya yena	51
jāyati pītimana kāyo passambhati passaddhakāya sukhaṃ	51
nidāna etasmiṃ pakaraṇa dhammī kathaṃ katvā	51
vineyya loka abhijjhādomanassa vedanā pe citta	51
cakkhuviññeyya rūpā iṭṭha kantā manāpa piyarūpa	51
bhikkhave puggala santo saṃvijjamāna loka katama	51
pamudita pīti jāyati pītimana kāyo passambhati	51
viññāṇañcāyatana samatikkamma natthi kiñcīti ākiñcaññāyatana upasampajja	51
etasmiṃ pakaraṇa dhammī kathaṃ katvā bhikkhū	51
etasmiṃ nidāna etasmiṃ pakaraṇa dhammī kathaṃ	51
pakaraṇa dhammī kathaṃ katvā bhikkhū āmantesi	51
abhikkantaṃ bho gotama abhikkantaṃ bho gotama	51
sammāvācā sammākammanta sammāājīva sammāvāyāma sammāsati sammāsamādhi	51
uṭṭhāyāsanā bhagavant abhivādetvā padakkhiṇaṃ katvā pakkāmi	51
pīti jāyati pītimana kāyo passambhati passaddhakāya	51
brāhmaṇa yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā	51
pātimokkhasaṃvarasaṃvuta viharati ācāragocarasampanna aṇumatta vajja bhayadassāvī	51
etasmiṃ nidāne etasmiṃ pakaraṇe dhammiṃ kathaṃ	51
vigarahitvā bhagavato etamatthaṃ ārocesuṃ pe saccaṃ	51
dibbena cakkhunā visuddhena atikkantamānusakena satte passati	51
etasmiṃ pakaraṇe dhammiṃ kathaṃ katvā bhikkhū	51
jāyati pītimanassa kāyo passambhati passaddhakāyo sukhaṃ	51
abhikkantaṃ bho gotama abhikkantaṃ bho gotama	51
bhagavato etamatthaṃ ārocesuṃ atha kho bhagavā	51
nidāne etasmiṃ pakaraṇe dhammiṃ kathaṃ katvā	51
ujjhāyanti khiyyanti vipācenti kathañhi nāma ayyā	51
vineyya loke abhijjhādomanassaṃ vedanāsu pe citte	51
sammādiṭṭhi sammāsaṅkappo sammāvācā sammākammanto sammāājīvo sammāvāyāmo	51
viññāṇañcāyatanaṃ samatikkamma natthi kiñcīti ākiñcaññāyatanaṃ upasampajja	51
uṭṭhāyāsanā bhagavantaṃ abhivādetvā padakkhiṇaṃ katvā pakkāmi	51
pakaraṇe dhammiṃ kathaṃ katvā bhikkhū āmantesi	51
saddhiṃ sammodiṃsu sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā	51
bhikkhave puggalā santo saṃvijjamānā lokasmiṃ katame	51
anekapariyāyena vigarahitvā bhagavato etamatthaṃ ārocesuṃ pe	51
kho bhante hetu ko paccayo yena	51
cakkhuviññeyyā rūpā iṭṭhā kantā manāpā piyarūpā	51
pārājikanti tena kho pana samayena aññataro	51
pamuditassa pīti jāyati pītimanassa kāyo passambhati	51
pīti jāyati pītimanassa kāyo passambhati passaddhakāyo	51
sammāsaṅkappo sammāvācā sammākammanto sammāājīvo sammāvāyāmo sammāsati	51
akusala dhamma parihāyati kusalā dhamma abhivaḍḍhati	50
sabbaso viññāṇañcāyatana samatikkamma natthi kiñcīti ākiñcaññāyatana	50
kho bhikkhave pañca dhamma samannāgata bhikkhu	50
hoti itipi so bhagavā pe satthā	50
appatta pattiyā anadhigata adhigama asacchikata sacchikiriyā	50
brahmacariyaṃ kata karaṇīya nāpara itthattāyāti pajānāmīti	50
acchariyaṃ vata bho abbhutaṃ vata bho	50
rūpā iṭṭha kantā manāpa piyarūpa kāmūpasaṃhita	50
atha kho eteva bahutara sattā ye	50
upasaṅkamitvā paññatta āsana nisīdi atha kho	50
uddiṭṭha vitthārena atthaṃ avibhatta vitthārena atthaṃ	50
dhammī kathaṃ katvā bhikkhū āmantesi anujānāti	50
vipācenta ye te bhikkhū appiccha pe	50
loka abhijjhādomanassa vedanā pe citta pe	50
aho vatāhaṃ kāya bheda paraṃ maraṇa	50
tenupasaṅkami upasaṅkamitvā paññatta āsana nisīdi atha	50
uddesa uddiṭṭha vitthārena atthaṃ avibhatta vitthārena	50
na ca hoti tathāgata paraṃ maraṇāti	50
bhagavā etasmiṃ nidāna etasmiṃ pakaraṇa dhammī	50
kathaṃ katvā bhikkhū āmantesi anujānāti bhikkhave	50
brāhmaṇo yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā	50
atha kho eteva bahutarā sattā ye	50
acchariyaṃ vata bho abbhutaṃ vata bho	50
brahmacariyaṃ kataṃ karaṇīyaṃ nāparaṃ itthattāyāti pajānāmīti	50
ārocesuṃ atha kho bhagavā etasmiṃ nidāne	50
appattassa pattiyā anadhigatassa adhigamāya asacchikatassa sacchikiriyāya	50
hoti itipi so bhagavā pe satthā	50
loke abhijjhādomanassaṃ vedanāsu pe citte pe	50
anekavihitaṃ pubbenivāsaṃ anussarati seyyathidaṃ ekampi jātiṃ	50
na ca hoti tathāgato paraṃ maraṇāti	50
rūpā iṭṭhā kantā manāpā piyarūpā kāmūpasaṃhitā	50
kho bhikkhave pañcahi dhammehi samannāgato bhikkhu	50
bhagavā etasmiṃ nidāne etasmiṃ pakaraṇe dhammiṃ	50
uddiṭṭhassa vitthārena atthaṃ avibhattassa vitthārena atthaṃ	50
uddesassa uddiṭṭhassa vitthārena atthaṃ avibhattassa vitthārena	50
sabbaso viññāṇañcāyatanaṃ samatikkamma natthi kiñcīti ākiñcaññāyatanaṃ	50
etamatthaṃ ārocesuṃ atha kho bhagavā etasmiṃ	50
aho vatāhaṃ kāyassa bhedā paraṃ maraṇā	50
cakkhunā visuddhena atikkantamānusakena satte passati cavamāne	50
kathaṃ katvā bhikkhū āmantesi anujānāmi bhikkhave	50
akusalā dhammā parihāyanti kusalā dhammā abhivaḍḍhanti	50
dhammiṃ kathaṃ katvā bhikkhū āmantesi anujānāmi	50
aveccappasāda samannāgata hoti itipi so bhagavā	49
hīnaṃ vā paṇīta vā yaṃ dūre	49
samiñjita vā bāhā pasāreyya pasārita vā	49
vitthārena atthaṃ avibhajitvā uṭṭhāyāsanā vihāra paviṭṭha	49
purisa samiñjita vā bāhā pasāreyya pasārita	49
vācaṃ appahāya taṃ citta appahāya taṃ	49
hoti musā bhaṇati bhaṇanta hoti musā	49
hoti musā bhaṇāmīti bhaṇita hoti musā	49
vā hīnaṃ vā paṇīta vā yaṃ	49
pubbevassa hoti musā bhaṇati bhaṇanta hoti	49
bhaṇāmīti bhaṇita hoti musā mayā bhaṇitanti	49
pīti ca virāga upekkhaka ca viharati	49
vā oḷārika vā sukhuma vā hīnaṃ	49
akusala dhamma pahāna kusalānaṃ dhamma upasampadā	49
saṃkhittena uddesaṃ uddisitvā vitthārena atthaṃ avibhajitvā	49
bhaṇati bhaṇanta hoti musā bhaṇāmīti bhaṇita	49
musā bhaṇati bhaṇanta hoti musā bhaṇāmīti	49
dhamma anvāssavati tassa saṃvara paṭipajjati rakkhati	49
sukhuma vā hīnaṃ vā paṇīta vā	49
musā bhaṇāmīti bhaṇita hoti musā mayā	49
paṇīta vā yaṃ dūre santike vā	49
taṃ suṇāti pe katama ca bhikkhave	49
oḷārika vā sukhuma vā hīnaṃ vā	49
appahāya taṃ citta appahāya taṃ diṭṭhiṃ	49
abhijjhādomanassa vedanā pe citta pe dhamma	49
balavant purisa samiñjita vā bāhā pasāreyya	49
vā sukhuma vā hīnaṃ vā paṇīta	49
buddha aveccappasāda samannāgata hoti itipi so	49
uddisitvā vitthārena atthaṃ avibhajitvā uṭṭhāyāsanā vihāra	49
vā paṇīta vā yaṃ dūre santike	49
taṃ citta appahāya taṃ diṭṭhiṃ appaṭinissajjitvā	49
uddesaṃ uddisitvā vitthārena atthaṃ avibhajitvā uṭṭhāyāsanā	49
ānanda yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavant	49
evameva kho bhikkhave appaka te sattā	49
bhaṇanta hoti musā bhaṇāmīti bhaṇita hoti	49
vā bahiddhā vā oḷārikaṃ vā sukhumaṃ	49
taṃ cittaṃ appahāya taṃ diṭṭhiṃ appaṭinissajjitvā	49
evameva kho bhikkhave appakā te sattā	49
bahiddhā vā oḷārikaṃ vā sukhumaṃ vā	49
puriso samiñjitaṃ vā bāhaṃ pasāreyya pasāritaṃ	49
vā sukhumaṃ vā hīnaṃ vā paṇītaṃ	49
vā hīnaṃ vā paṇītaṃ vā yaṃ	49
passati cavamāne upapajjamāne hīne paṇīte suvaṇṇe	49
appahāya taṃ cittaṃ appahāya taṃ diṭṭhiṃ	49
satte passati cavamāne upapajjamāne hīne paṇīte	49
hīnaṃ vā paṇītaṃ vā yaṃ dūre	49
bhaṇāmīti bhaṇitassa hoti musā mayā bhaṇitanti	49
bhaṇantassa hoti musā bhaṇāmīti bhaṇitassa hoti	49
balavā puriso samiñjitaṃ vā bāhaṃ pasāreyya	49
sukhumaṃ vā hīnaṃ vā paṇītaṃ vā	49
uddesaṃ uddisitvā vitthārena atthaṃ avibhajitvā uṭṭhāyāsanā	49
saṃkhittena uddesaṃ uddisitvā vitthārena atthaṃ avibhajitvā	49
abhijjhādomanassaṃ vedanāsu pe citte pe dhammesu	49
bhaṇissanti bhaṇantassa hoti musā bhaṇāmīti bhaṇitassa	49
musā bhaṇāmīti bhaṇitassa hoti musā mayā	49
vā paṇītaṃ vā yaṃ dūre santike	49
atītānāgatapaccuppannaṃ ajjhattaṃ vā bahiddhā vā oḷārikaṃ	49
ānando yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavantaṃ	49
oḷārikaṃ vā sukhumaṃ vā hīnaṃ vā	49
hoti musā bhaṇissanti bhaṇantassa hoti musā	49
hoti musā bhaṇāmīti bhaṇitassa hoti musā	49
vitthārena atthaṃ avibhajitvā uṭṭhāyāsanā vihāraṃ paviṭṭho	49
uddisitvā vitthārena atthaṃ avibhajitvā uṭṭhāyāsanā vihāraṃ	49
sammodiṃsu sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā ekamantaṃ	49
samiñjitaṃ vā bāhaṃ pasāreyya pasāritaṃ vā	49
musā bhaṇissanti bhaṇantassa hoti musā bhaṇāmīti	49
ajjhattaṃ vā bahiddhā vā oḷārikaṃ vā	49
vā oḷārikaṃ vā sukhumaṃ vā hīnaṃ	49
paṇītaṃ vā yaṃ dūre santike vā	49
vācaṃ appahāya taṃ cittaṃ appahāya taṃ	49
moghapurisa appasannānaṃ vā pasādāya pe evañca	49
visuddhena atikkantamānusakena satte passati cavamāne upapajjamāne	49
atikkantamānusakena satte passati cavamāne upapajjamāne hīne	49
pubbevassa hoti musā bhaṇissanti bhaṇantassa hoti	49
nāma balavant purisa samiñjita vā bāhā	48
pe iti sākāraṃ sauddesaṃ anekavihita pubbenivāsa	48
dhamma samannāgata yathābhataṃ nikkhitta evaṃ niraya	48
ākāsānañcāyatana samatikkamma anantaṃ viññāṇanti viññāṇañcāyatana upasampajja	48
imassa bhagavatā saṃkhittena uddesa uddiṭṭha vitthārena	48
etamhā sukha aññaṃ sukhaṃ abhikkantatarañca paṇītatarañca	48
rūpa niccaṃ vā anicca vāti anicca	48
paṭisaṃvedeti yaṃ taṃ ariya ācikkhanti upekkhaka	48
seyyathāpi nāma balavant purisa samiñjita vā	48
citta na namati ātappa anuyoga sātacca	48
na namati ātappa anuyoga sātacca padhāna	48
yenāyasmā ānanda tenupasaṅkami upasaṅkamitvā āyasmant ānanda	48
bhagavā saṃkhittena uddesaṃ uddisitvā vitthārena atthaṃ	48
kukkucca ahosi pe anāpatti bhikkhu pārājika	48
bhikkhave dhamma samannāgata yathābhataṃ nikkhitta evaṃ	48
buddhe aveccappasādena samannāgato hoti itipi so	48
pe iti sākāraṃ sauddesaṃ anekavihitaṃ pubbenivāsaṃ	48
ākāsānañcāyatanaṃ samatikkamma anantaṃ viññāṇanti viññāṇañcāyatanaṃ upasampajja	48
etamhā sukhā aññaṃ sukhaṃ abhikkantatarañca paṇītatarañca	48
aveccappasādena samannāgato hoti itipi so bhagavā	48
na namati ātappāya anuyogāya sātaccāya padhānāya	48
cittaṃ na namati ātappāya anuyogāya sātaccāya	48
nāma balavā puriso samiñjitaṃ vā bāhaṃ	48
bhikkhave dhammehi samannāgato yathābhataṃ nikkhitto evaṃ	48
rūpaṃ niccaṃ vā aniccaṃ vāti aniccaṃ	48
pubbenivāsaṃ anussarati seyyathidaṃ ekampi jātiṃ dvepi	48
imassa bhagavatā saṃkhittena uddesassa uddiṭṭhassa vitthārena	48
anussarati seyyathidaṃ ekampi jātiṃ dvepi jātiyo	48
dhammehi samannāgato yathābhataṃ nikkhitto evaṃ niraye	48
bhagavā saṃkhittena uddesaṃ uddisitvā vitthārena atthaṃ	48
kukkuccaṃ ahosi pe anāpatti bhikkhu pārājikassa	48
seyyathāpi nāma balavā puriso samiñjitaṃ vā	48
atthaṅgama nānattasaññā amanasikāra ananta ākāsoti ākāsānañcāyatana	47
brāhmaṇa vā deva vā māra vā	47
samatikkamma natthi kiñcīti ākiñcaññāyatana upasampajja viharati	47
sampajāna sukhañca kāya paṭisaṃvedeti yaṃ taṃ	47
cetasā vipula mahaggata appamāṇa avera abyāpajja	47
cakkhusamphassapaccayā uppajjati vedayita sukhaṃ vā dukkhaṃ	47
sabbaso ākāsānañcāyatana samatikkamma anantaṃ viññāṇanti viññāṇañcāyatana	47
samaṇa vā brāhmaṇa vā deva vā	47
kāya paṭisaṃvedeti yaṃ taṃ ariya ācikkhanti	47
vā brāhmaṇa vā deva vā māra	47
sukhañca kāya paṭisaṃvedeti yaṃ taṃ ariya	47
kukkucca ahosi pe anāpatti bhikkhu saṅghādisesa	47
yā ratti vā divasa vā āgacchati	47
nānattasaññā amanasikāra ananta ākāsoti ākāsānañcāyatana upasampajja	47
ācāragocarasampanna aṇumatta vajja bhayadassāvī samādāya sikkhati	47
sabbaso ākāsānañcāyatanaṃ samatikkamma anantaṃ viññāṇanti viññāṇañcāyatanaṃ	47
yā ratti vā divaso vā āgacchati	47
cakkhusamphassapaccayā uppajjati vedayitaṃ sukhaṃ vā dukkhaṃ	47
kukkuccaṃ ahosi pe anāpatti bhikkhu saṅghādisesassa	47
nivesanaṃ tenupasaṅkami upasaṅkamitvā paññatte āsane nisīdi	47
nānattasaññānaṃ amanasikārā ananto ākāsoti ākāsānañcāyatanaṃ upasampajja	47
atthaṅgamā nānattasaññānaṃ amanasikārā ananto ākāsoti ākāsānañcāyatanaṃ	47
cetasā vipulena mahaggatena appamāṇena averena abyāpajjena	47
abhivādetvā ekamantaṃ aṭṭhāsi ekamantaṃ ṭhito kho	47
ujjhāyanti khiyyanti vipācenti kathañhi nāma āyasmā	46
yadanattā taṃ netaṃ mama nesohamasmi na	46
ahosi pe anāpatti bhikkhu saṅghādisesa āpatti	46
nacirasseva yassatthāya kulaputta sammadeva agāra anagāriyaṃ	46
bhagavant abhivādetvā padakkhiṇaṃ katvā pakkāmi atha	46
upasaṅkamitvā paññatta āsana nisīdi nisajja kho	46
tenupasaṅkami upasaṅkamitvā paññatta āsana nisīdi nisajja	46
āmasati parāmasati pe gaṇhāti chupati āpatti	46
nacirasseva yassatthāya kulaputtā sammadeva agārasmā anagāriyaṃ	46
yadanattā taṃ netaṃ mama nesohamasmi na	46
ahosi pe anāpatti bhikkhu saṅghādisesassa āpatti	46
sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā ekamantaṃ nisīdiṃsu	46
bhagavantaṃ abhivādetvā padakkhiṇaṃ katvā pakkāmi atha	46
āmasati parāmasati pe gaṇhāti chupati āpatti	46
ujjhāyanti khiyyanti vipācenti kathañhi nāma āyasmā	46
taṃ suṇātha pe katamo ca bhikkhave	46
ca virāga upekkhaka ca viharati sato	45
saraṇa gacchati dhammañca bhikkhusaṅghañca upāsaka maṃ	45
ariya aṭṭhaṅgika maggaṃ bahulīkaronta nibbānaninna hoti	45
akālika ehipassika opaneyyika paccattaṃ veditabba viññūhīti	45
brahmacariyaṃ kata karaṇīya nāpara itthattāyāti pajānāti	45
suṇāti sādhukaṃ manasi karohi bhāsissāmīti evaṃ	45
brahmacariyaṃ kata karaṇīya nāpara itthattāyāti abbhaññāsi	45
brahmacariyaṃ kata karaṇīya nāpara itthattāyāti pajānātīti	45
karaṇīya pe ayaṃ dukkhanirodhagāmī paṭipadāti yoga	45
yoga karaṇīya pe ayaṃ dukkhanirodhagāmī paṭipadāti	45
bhāventa ariya aṭṭhaṅgika maggaṃ bahulīkaronta nibbānaninna	45
idaṃ dukkhanti yoga karaṇīya pe ayaṃ	45
aṭṭhaṅgika maggaṃ bahulīkaronta nibbānaninna hoti nibbānapoṇa	45
āpatti dukkaṭa anāpatti asañcicca assati ajānanta	45
virāga nirodha upasama abhiññāya sambodha nibbāna	45
pe ayaṃ dukkhanirodhagāmī paṭipadāti yoga karaṇīyoti	45
dukkhanti yoga karaṇīya pe ayaṃ dukkhanirodhagāmī	45
ca aneka kusalā dhamma bhāvanāpāripūri gacchanti	45
samādhija pītisukha dutiyaṃ jhāna upasampajja viharati	45
adukkhamasukhaṃ upekkhāsatipārisuddhiṃ catutthaṃ jhānaṃ upasampajja viharati	45
sammāvācā sammākammanto sammāājīvo sammāvāyāmo sammāsati sammāsamādhi	45
ca aneke kusalā dhammā bhāvanāpāripūriṃ gacchanti	45
suṇāhi sādhukaṃ manasi karohi bhāsissāmīti evaṃ	45
yogo karaṇīyo pe ayaṃ dukkhanirodhagāminī paṭipadāti	45
idaṃ dukkhanti yogo karaṇīyo pe ayaṃ	45
pe ayaṃ dukkhanirodhagāminī paṭipadāti yogo karaṇīyoti	45
brahmacariyaṃ kataṃ karaṇīyaṃ nāparaṃ itthattāyāti pajānātīti	45
aṭṭhaṅgikaṃ maggaṃ bahulīkaronto nibbānaninno hoti nibbānapoṇo	45
karaṇīyo pe ayaṃ dukkhanirodhagāminī paṭipadāti yogo	45
ariyaṃ aṭṭhaṅgikaṃ maggaṃ bahulīkaronto nibbānaninno hoti	45
dukkhanti yogo karaṇīyo pe ayaṃ dukkhanirodhagāminī	45
upasaṅkamitvā paññatte āsane nisīdi nisajja kho	45
tenupasaṅkami upasaṅkamitvā paññatte āsane nisīdi nisajja	45
bhāvento ariyaṃ aṭṭhaṅgikaṃ maggaṃ bahulīkaronto nibbānaninno	45
ca sampajāna sukhañca kāya paṭisaṃvedeti yaṃ	44
buddha bhagavā pe kathañhi nāma tvaṃ	44
api nu taṃ anupādāya evaṃ diṭṭhi	44
viharati akusala dhamma pahāna kusalānaṃ dhamma	44
kantā manāpa piyarūpa kāmūpasaṃhita rajanīya tañce	44
bhikkhu vivicceva kāmehi vivicca akusala dhamma	44
bhante vuccati kittāvatā nu kho bhante	44
virāga vimuccati vimutta vimuttamiti ñāṇa hoti	44
hoti imehi kho bhikkhave pañca dhamma	44
atha kho bhikkhave vipassī bodhisatta etadahosi	44
samatikkamma anantaṃ viññāṇanti viññāṇañcāyatana upasampajja viharati	44
upekkhāsambojjhaṅga bhāveti vivekanissita virāganissita nirodhanissita vossaggapariṇāmī	44
nu taṃ anupādāya evaṃ diṭṭhi uppajjati	44
paññatta āsana nisīdi nisajja kho bhagavā	44
manussa ujjhāyanti khiyyanti vipācenti kathañhi nāma	44
tasmātiha bhikkhave idaṃ dukkhanti yoga karaṇīya	44
pasāreyya pasārita vā bāhā samiñjati evameva	44
vipula mahaggata appamāṇa avera abyāpajja pharitvā	44
virāgā vimuccati vimuttasmiṃ vimuttamiti ñāṇaṃ hoti	44
hoti imehi kho bhikkhave pañcahi dhammehi	44
tasmātiha bhikkhave idaṃ dukkhanti yogo karaṇīyo	44
atha kho bhikkhave vipassissa bodhisattassa etadahosi	44
kantā manāpā piyarūpā kāmūpasaṃhitā rajanīyā tañce	44
nu taṃ anupādāya evaṃ diṭṭhi uppajjeyya	44
vipulena mahaggatena appamāṇena averena abyāpajjena pharitvā	44
buddho bhagavā pe kathañhi nāma tvaṃ	44
virāgāya nirodhāya upasamāya abhiññāya sambodhāya nibbānāya	44
akusalānaṃ dhammānaṃ pahānāya kusalānaṃ dhammānaṃ upasampadāya	44
paññatte āsane nisīdi nisajja kho bhagavā	44
upekkhāsambojjhaṅgaṃ bhāveti vivekanissitaṃ virāganissitaṃ nirodhanissitaṃ vossaggapariṇāmiṃ	44
