7 words	count
appahāya taṃ citta appahāya taṃ diṭṭhiṃ appaṭinissajjitvā	49
abhijjhādomanassa vedanā pe citta pe dhamma dhammānupassī	49
hoti musā bhaṇati bhaṇanta hoti musā bhaṇāmīti	49
loka abhijjhādomanassa vedanā pe citta pe dhamma	49
hoti musā bhaṇāmīti bhaṇita hoti musā mayā	49
āyasmā ānanda yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavant	49
sukhuma vā hīnaṃ vā paṇīta vā yaṃ	49
balavant purisa samiñjita vā bāhā pasāreyya pasārita	49
bhaṇanta hoti musā bhaṇāmīti bhaṇita hoti musā	49
buddha aveccappasāda samannāgata hoti itipi so bhagavā	49
vācaṃ appahāya taṃ citta appahāya taṃ diṭṭhiṃ	49
vā paṇīta vā yaṃ dūre santike vā	49
vā hīnaṃ vā paṇīta vā yaṃ dūre	49
vā oḷārika vā sukhuma vā hīnaṃ vā	49
hīnaṃ vā paṇīta vā yaṃ dūre santike	49
ānanda yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavant abhivādetvā	49
bahiddhā vā oḷārika vā sukhuma vā hīnaṃ	49
pubbevassa hoti musā bhaṇati bhaṇanta hoti musā	49
purisa samiñjita vā bāhā pasāreyya pasārita vā	49
uddisitvā vitthārena atthaṃ avibhajitvā uṭṭhāyāsanā vihāra paviṭṭha	49
akusala dhamma anvāssavati tassa saṃvara paṭipajjati rakkhati	49
bhaṇati bhaṇanta hoti musā bhaṇāmīti bhaṇita hoti	49
evameva kho bhikkhave appaka te sattā ye	49
samiñjita vā bāhā pasāreyya pasārita vā bāhā	49
musā bhaṇati bhaṇanta hoti musā bhaṇāmīti bhaṇita	49
vā sukhuma vā hīnaṃ vā paṇīta vā	49
oḷārika vā sukhuma vā hīnaṃ vā paṇīta	49
musā bhaṇāmīti bhaṇita hoti musā mayā bhaṇitanti	49
uddesaṃ uddisitvā vitthārena atthaṃ avibhajitvā uṭṭhāyāsanā vihāra	49
saṃkhittena uddesaṃ uddisitvā vitthārena atthaṃ avibhajitvā uṭṭhāyāsanā	49
ānando yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavantaṃ abhivādetvā	49
atītānāgatapaccuppannaṃ ajjhattaṃ vā bahiddhā vā oḷārikaṃ vā	49
visuddhena atikkantamānusakena satte passati cavamāne upapajjamāne hīne	49
satte passati cavamāne upapajjamāne hīne paṇīte suvaṇṇe	49
saddhiṃ sammodiṃsu sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā ekamantaṃ	49
nisīdi ekamantaṃ nisinno kho āyasmā ānando bhagavantaṃ	49
hoti musā bhaṇissanti bhaṇantassa hoti musā bhaṇāmīti	49
passati cavamāne upapajjamāne hīne paṇīte suvaṇṇe dubbaṇṇe	49
puriso samiñjitaṃ vā bāhaṃ pasāreyya pasāritaṃ vā	49
vā hīnaṃ vā paṇītaṃ vā yaṃ dūre	49
bhaṇissanti bhaṇantassa hoti musā bhaṇāmīti bhaṇitassa hoti	49
vā paṇītaṃ vā yaṃ dūre santike vā	49
musā bhaṇissanti bhaṇantassa hoti musā bhaṇāmīti bhaṇitassa	49
bhaṇantassa hoti musā bhaṇāmīti bhaṇitassa hoti musā	49
oḷārikaṃ vā sukhumaṃ vā hīnaṃ vā paṇītaṃ	49
cakkhunā visuddhena atikkantamānusakena satte passati cavamāne upapajjamāne	49
vā oḷārikaṃ vā sukhumaṃ vā hīnaṃ vā	49
brāhmaṇo yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ	49
vā sukhumaṃ vā hīnaṃ vā paṇītaṃ vā	49
musā bhaṇāmīti bhaṇitassa hoti musā mayā bhaṇitanti	49
ajjhattaṃ vā bahiddhā vā oḷārikaṃ vā sukhumaṃ	49
bahiddhā vā oḷārikaṃ vā sukhumaṃ vā hīnaṃ	49
uddisitvā vitthārena atthaṃ avibhajitvā uṭṭhāyāsanā vihāraṃ paviṭṭho	49
loke abhijjhādomanassaṃ vedanāsu pe citte pe dhammesu	49
evameva kho bhikkhave appakā te sattā ye	49
appahāya taṃ cittaṃ appahāya taṃ diṭṭhiṃ appaṭinissajjitvā	49
āyasmā ānando yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavantaṃ	49
abhijjhādomanassaṃ vedanāsu pe citte pe dhammesu dhammānupassī	49
vācaṃ appahāya taṃ cittaṃ appahāya taṃ diṭṭhiṃ	49
netaṃ moghapurisa appasannānaṃ vā pasādāya pe evañca	49
atikkantamānusakena satte passati cavamāne upapajjamāne hīne paṇīte	49
saṃkhittena uddesaṃ uddisitvā vitthārena atthaṃ avibhajitvā uṭṭhāyāsanā	49
sukhumaṃ vā hīnaṃ vā paṇītaṃ vā yaṃ	49
hoti musā bhaṇāmīti bhaṇitassa hoti musā mayā	49
uddesaṃ uddisitvā vitthārena atthaṃ avibhajitvā uṭṭhāyāsanā vihāraṃ	49
samiñjitaṃ vā bāhaṃ pasāreyya pasāritaṃ vā bāhaṃ	49
moghapurisa appasannānaṃ vā pasādāya pe evañca pana	49
vā bahiddhā vā oḷārikaṃ vā sukhumaṃ vā	49
balavā puriso samiñjitaṃ vā bāhaṃ pasāreyya pasāritaṃ	49
hīnaṃ vā paṇītaṃ vā yaṃ dūre santike	49
pubbevassa hoti musā bhaṇissanti bhaṇantassa hoti musā	49
sammāsaṅkappa sammāvācā sammākammanta sammāājīva sammāvāyāma sammāsati sammāsamādhi	48
paṭisaṃvedeti yaṃ taṃ ariya ācikkhanti upekkhaka satimant	48
citta na namati ātappa anuyoga sātacca padhāna	48
imassa bhagavatā saṃkhittena uddesa uddiṭṭha vitthārena atthaṃ	48
nāma balavant purisa samiñjita vā bāhā pasāreyya	48
tassa kukkucca ahosi pe anāpatti bhikkhu pārājika	48
seyyathāpi nāma balavant purisa samiñjita vā bāhā	48
bhagavā saṃkhittena uddesaṃ uddisitvā vitthārena atthaṃ avibhajitvā	48
cittaṃ na namati ātappāya anuyogāya sātaccāya padhānāya	48
nāma balavā puriso samiñjitaṃ vā bāhaṃ pasāreyya	48
bhagavā saṃkhittena uddesaṃ uddisitvā vitthārena atthaṃ avibhajitvā	48
imassa bhagavatā saṃkhittena uddesassa uddiṭṭhassa vitthārena atthaṃ	48
pubbenivāsaṃ anussarati seyyathidaṃ ekampi jātiṃ dvepi jātiyo	48
buddhe aveccappasādena samannāgato hoti itipi so bhagavā	48
seyyathāpi nāma balavā puriso samiñjitaṃ vā bāhaṃ	48
tassa kukkuccaṃ ahosi pe anāpatti bhikkhu pārājikassa	48
sampajāna sukhañca kāya paṭisaṃvedeti yaṃ taṃ ariya	47
samaṇa vā brāhmaṇa vā deva vā māra	47
viññāṇañcāyatana samatikkamma natthi kiñcīti ākiñcaññāyatana upasampajja viharati	47
cakkhusamphassapaccayā uppajjati vedayita sukhaṃ vā dukkhaṃ vā	47
vā brāhmaṇa vā deva vā māra vā	47
kāya paṭisaṃvedeti yaṃ taṃ ariya ācikkhanti upekkhaka	47
viharati ācāragocarasampanna aṇumatta vajja bhayadassāvī samādāya sikkhati	47
tassa kukkucca ahosi pe anāpatti bhikkhu saṅghādisesa	47
paṭighasaññā atthaṅgama nānattasaññā amanasikāra ananta ākāsoti ākāsānañcāyatana	47
atthaṅgama nānattasaññā amanasikāra ananta ākāsoti ākāsānañcāyatana upasampajja	47
sabbaso ākāsānañcāyatana samatikkamma anantaṃ viññāṇanti viññāṇañcāyatana upasampajja	47
sukhañca kāya paṭisaṃvedeti yaṃ taṃ ariya ācikkhanti	47
sabbaso ākāsānañcāyatanaṃ samatikkamma anantaṃ viññāṇanti viññāṇañcāyatanaṃ upasampajja	47
paṭighasaññānaṃ atthaṅgamā nānattasaññānaṃ amanasikārā ananto ākāsoti ākāsānañcāyatanaṃ	47
anekavihitaṃ pubbenivāsaṃ anussarati seyyathidaṃ ekampi jātiṃ dvepi	47
abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinnaṃ kho āyasmantaṃ	47
atthaṅgamā nānattasaññānaṃ amanasikārā ananto ākāsoti ākāsānañcāyatanaṃ upasampajja	47
tassa kukkuccaṃ ahosi pe anāpatti bhikkhu saṅghādisesassa	47
cakkhusamphassapaccayā uppajjati vedayitaṃ sukhaṃ vā dukkhaṃ vā	47
kukkucca ahosi pe anāpatti bhikkhu saṅghādisesa āpatti	46
tenupasaṅkami upasaṅkamitvā paññatta āsana nisīdi nisajja kho	46
pārājikanti tena kho pana samaya aññatara bhikkhu	46
yadanattā taṃ netaṃ mama nesohamasmi na meso	46
bhagavant abhivādetvā padakkhiṇaṃ katvā pakkāmi atha kho	46
nacirasseva yassatthāya kulaputta sammadeva agāra anagāriyaṃ pabbajanti	46
bhagavantaṃ abhivādetvā padakkhiṇaṃ katvā pakkāmi atha kho	46
pārājikanti tena kho pana samayena aññataro bhikkhu	46
sammodiṃsu sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā ekamantaṃ nisīdiṃsu	46
yadanattā taṃ netaṃ mama nesohamasmi na meso	46
nacirasseva yassatthāya kulaputtā sammadeva agārasmā anagāriyaṃ pabbajanti	46
kukkuccaṃ ahosi pe anāpatti bhikkhu saṅghādisesassa āpatti	46
vusita brahmacariyaṃ kata karaṇīya nāpara itthattāyāti abbhaññāsi	45
idaṃ dukkhanti yoga karaṇīya pe ayaṃ dukkhanirodhagāmī	45
vusita brahmacariyaṃ kata karaṇīya nāpara itthattāyāti pajānātīti	45
vusita brahmacariyaṃ kata karaṇīya nāpara itthattāyāti pajānāti	45
yoga karaṇīya pe ayaṃ dukkhanirodhagāmī paṭipadāti yoga	45
maggaṃ bhāventa ariya aṭṭhaṅgika maggaṃ bahulīkaronta nibbānaninna	45
bhāventa ariya aṭṭhaṅgika maggaṃ bahulīkaronta nibbānaninna hoti	45
ariya aṭṭhaṅgika maggaṃ bahulīkaronta nibbānaninna hoti nibbānapoṇa	45
rūpa niccaṃ vā anicca vāti anicca bhante	45
dukkhanti yoga karaṇīya pe ayaṃ dukkhanirodhagāmī paṭipadāti	45
avicāra samādhija pītisukha dutiyaṃ jhāna upasampajja viharati	45
pīti ca virāga upekkhaka ca viharati sato	45
karaṇīya pe ayaṃ dukkhanirodhagāmī paṭipadāti yoga karaṇīyoti	45
tenupasaṅkami upasaṅkamitvā paññatte āsane nisīdi nisajja kho	45
ariyaṃ aṭṭhaṅgikaṃ maggaṃ bahulīkaronto nibbānaninno hoti nibbānapoṇo	45
vusitaṃ brahmacariyaṃ kataṃ karaṇīyaṃ nāparaṃ itthattāyāti pajānātīti	45
āpanno pārājikanti tena kho pana samayena aññataro	45
bhāvento ariyaṃ aṭṭhaṅgikaṃ maggaṃ bahulīkaronto nibbānaninno hoti	45
maggaṃ bhāvento ariyaṃ aṭṭhaṅgikaṃ maggaṃ bahulīkaronto nibbānaninno	45
atthaṅgamā adukkhamasukhaṃ upekkhāsatipārisuddhiṃ catutthaṃ jhānaṃ upasampajja viharati	45
dukkhanti yogo karaṇīyo pe ayaṃ dukkhanirodhagāminī paṭipadāti	45
yogo karaṇīyo pe ayaṃ dukkhanirodhagāminī paṭipadāti yogo	45
rūpaṃ niccaṃ vā aniccaṃ vāti aniccaṃ bhante	45
idaṃ dukkhanti yogo karaṇīyo pe ayaṃ dukkhanirodhagāminī	45
karaṇīyo pe ayaṃ dukkhanirodhagāminī paṭipadāti yogo karaṇīyoti	45
api nu taṃ anupādāya evaṃ diṭṭhi uppajjati	44
hoti imehi kho bhikkhave pañca dhamma samannāgata	44
ca sampajāna sukhañca kāya paṭisaṃvedeti yaṃ taṃ	44
abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinna kho so	44
viharati akusala dhamma pahāna kusalānaṃ dhamma upasampadā	44
iṭṭha kantā manāpa piyarūpa kāmūpasaṃhita rajanīya tañce	44
ākāsānañcāyatana samatikkamma anantaṃ viññāṇanti viññāṇañcāyatana upasampajja viharati	44
vigarahi buddha bhagavā pe kathañhi nāma tvaṃ	44
bāhā pasāreyya pasārita vā bāhā samiñjati evameva	44
bāhaṃ pasāreyya pasāritaṃ vā bāhaṃ samiñjeyya evameva	44
dhammaṃ deseti ādikalyāṇaṃ majjhekalyāṇaṃ pariyosānakalyāṇaṃ sātthaṃ sabyañjanaṃ	44
abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinno kho so	44
sammāsaṅkappo sammāvācā sammākammanto sammāājīvo sammāvāyāmo sammāsati sammāsamādhi	44
vigarahi buddho bhagavā pe kathañhi nāma tvaṃ	44
api nu taṃ anupādāya evaṃ diṭṭhi uppajjeyya	44
deseti ādikalyāṇaṃ majjhekalyāṇaṃ pariyosānakalyāṇaṃ sātthaṃ sabyañjanaṃ kevalaparipuṇṇaṃ	44
iṭṭhā kantā manāpā piyarūpā kāmūpasaṃhitā rajanīyā tañce	44
vedanāsu pe citte pe dhammesu dhammānupassī viharati	44
virāga vimuccati vimutta vimuttamiti ñāṇa hoti khīṇa	43
sato ca sampajāna sukhañca kāya paṭisaṃvedeti yaṃ	43
paṇīta vā yaṃ dūre santike vā sabbaṃ	43
cetasā vipula mahaggata appamāṇa avera abyāpajja pharitvā	43
kusalānaṃ dhamma upasampadā thāmavant daḷhaparakkama anikkhittadhura kusalesu	43
ācāragocarasampanna aṇumatta vajja bhayadassāvī samādāya sikkhati sikkhāpada	43
yampidaṃ cakkhusamphassapaccayā uppajjati vedayita sukhaṃ vā dukkhaṃ	43
tā ujjhāyanti khiyyanti vipācenti kathañhi nāma ayyā	43
virajjati virāga vimuccati vimutta vimuttamiti ñāṇa hoti	43
imehi kho bhikkhave pañca dhamma samannāgata bhikkhu	43
pahāna kusalānaṃ dhamma upasampadā thāmavant daḷhaparakkama anikkhittadhura	43
dhamma pahāna kusalānaṃ dhamma upasampadā thāmavant daḷhaparakkama	43
kantā manāpa piyarūpa kāmūpasaṃhita rajanīya tañce bhikkhu	43
paraṃ maraṇa apāyaṃ duggati vinipāta niraya upapanna	43
nibbindaṃ virajjati virāga vimuccati vimutta vimuttamiti ñāṇa	43
akusala dhamma pahāna kusalānaṃ dhamma upasampadā thāmavant	43
upekkhaka satimant sukhavihārīti tatiyaṃ jhāna upasampajja viharati	43
yampidaṃ diṭṭha sutaṃ muta viññāta patta pariyesita	43
nānattasaññā amanasikāra ananta ākāsoti ākāsānañcāyatana upasampajja viharati	43
virajjati virāgā vimuccati vimuttasmiṃ vimuttamiti ñāṇaṃ hoti	43
nibbindaṃ virajjati virāgā vimuccati vimuttasmiṃ vimuttamiti ñāṇaṃ	43
paṇītaṃ vā yaṃ dūre santike vā sabbaṃ	43
akusalānaṃ dhammānaṃ pahānāya kusalānaṃ dhammānaṃ upasampadāya thāmavā	43
pāpakā akusalā dhammā anvāssaveyyuṃ tassa saṃvarāya paṭipajjati	43
dhammānaṃ pahānāya kusalānaṃ dhammānaṃ upasampadāya thāmavā daḷhaparakkamo	43
akusalā dhammā anvāssaveyyuṃ tassa saṃvarāya paṭipajjati rakkhati	43
imehi kho bhikkhave pañcahi dhammehi samannāgato bhikkhu	43
pariyosānakalyāṇaṃ sātthaṃ sabyañjanaṃ kevalaparipuṇṇaṃ parisuddhaṃ brahmacariyaṃ pakāseti	43
tā ujjhāyanti khiyyanti vipācenti kathañhi nāma ayyā	43
yampidaṃ diṭṭhaṃ sutaṃ mutaṃ viññātaṃ pattaṃ pariyesitaṃ	43
yampidaṃ cakkhusamphassapaccayā uppajjati vedayitaṃ sukhaṃ vā dukkhaṃ	43
virāgā vimuccati vimuttasmiṃ vimuttamiti ñāṇaṃ hoti khīṇā	43
pahānāya kusalānaṃ dhammānaṃ upasampadāya thāmavā daḷhaparakkamo anikkhittadhuro	43
cetasā vipulena mahaggatena appamāṇena averena abyāpajjena pharitvā	43
kusalānaṃ dhammānaṃ upasampadāya thāmavā daḷhaparakkamo anikkhittadhuro kusalesu	43
kantā manāpā piyarūpā kāmūpasaṃhitā rajanīyā tañce bhikkhu	43
ca viharati sato ca sampajāna sukhañca kāya	42
atha kho bhikkhave vipassī bodhisatta yoniso manasikāra	42
atha kho bhikkhave vipassī bodhisatta etadahosi kimhi	42
ariyasāvaka buddha aveccappasāda samannāgata hoti itipi so	42
uṭṭhāyāsanā bhagavant abhivādetvā padakkhiṇaṃ katvā pakkāmi atha	42
dhamma upasampadā thāmavant daḷhaparakkama anikkhittadhura kusalesu dhamma	42
ca virāga upekkhaka ca viharati sato ca	42
bhikkhave vipassī bodhisatta etadahosi kimhi nu kho	42
upekkhaka ca viharati sato ca sampajāna sukhañca	42
pubbe ananussuta dhamma cakkhu udapādi ñāṇa udapādi	42
kho bhikkhū tesaṃ manussa ujjhāyanta khiyyanta vipācenta	42
virāga upekkhaka ca viharati sato ca sampajāna	42
bhikkhave vipassī bodhisatta yoniso manasikāra ahu paññāya	42
āraddhavīriya viharati akusala dhamma pahāna kusalānaṃ dhamma	42
dhamma cakkhu udapādi ñāṇa udapādi paññā udapādi	42
bhikkhu vivicceva kāmehi vivicca akusala dhamma savitakka	42
assosuṃ kho bhikkhū tesaṃ manussa ujjhāyanta khiyyanta	42
viharati sato ca sampajāna sukhañca kāya paṭisaṃvedeti	42
bhagavā idaṃ vatvāna sugata athāparaṃ etadavoca satthā	42
ñāṇa udapādi paññā udapādi vijjā udapādi āloka	42
nibbindati nibbindaṃ virajjati virāga vimuccati vimutta vimuttamiti	42
bhikkhave bhikkhu kāye kāyānupassī viharati ātāpī sampajāna	42
ananussuta dhamma cakkhu udapādi ñāṇa udapādi paññā	42
idamavoca bhagavā idaṃ vatvāna sugata athāparaṃ etadavoca	42
udapādi ñāṇa udapādi paññā udapādi vijjā udapādi	42
vipassī bodhisatta yoniso manasikāra ahu paññāya abhisamaya	42
vīriya ārabhati appatta pattiyā anadhigata adhigama asacchikata	42
cakkhu udapādi ñāṇa udapādi paññā udapādi vijjā	42
kho bhikkhave vipassī bodhisatta yoniso manasikāra ahu	42
kho bhikkhave vipassī bodhisatta etadahosi kimhi nu	42
ariyasāvako buddhe aveccappasādena samannāgato hoti itipi so	42
cakkhuṃ udapādi ñāṇaṃ udapādi paññā udapādi vijjā	42
kho bhikkhave vipassissa bodhisattassa etadahosi kimhi nu	42
pe citte pe dhammesu dhammānupassī viharati ātāpī	42
assosuṃ kho bhikkhū tesaṃ manussānaṃ ujjhāyantānaṃ khiyyantānaṃ	42
bhikkhu vivicceva kāmehi vivicca akusalehi dhammehi savitakkaṃ	42
atha kho bhikkhave vipassissa bodhisattassa yoniso manasikārā	42
pubbe ananussutesu dhammesu cakkhuṃ udapādi ñāṇaṃ udapādi	42
kho bhikkhave vipassissa bodhisattassa yoniso manasikārā ahu	42
ñāṇaṃ udapādi paññā udapādi vijjā udapādi āloko	42
bhagavā idaṃ vatvāna sugato athāparaṃ etadavoca satthā	42
idamavoca bhagavā idaṃ vatvāna sugato athāparaṃ etadavoca	42
bhikkhave bhikkhu kāye kāyānupassī viharati ātāpī sampajāno	42
bhikkhave vipassissa bodhisattassa yoniso manasikārā ahu paññāya	42
nibbindati nibbindaṃ virajjati virāgā vimuccati vimuttasmiṃ vimuttamiti	42
citte pe dhammesu dhammānupassī viharati ātāpī sampajāno	42
dhammesu cakkhuṃ udapādi ñāṇaṃ udapādi paññā udapādi	42
suvaṇṇe dubbaṇṇe sugate duggate yathākammūpage satte pajānāti	42
udapādi ñāṇaṃ udapādi paññā udapādi vijjā udapādi	42
buddho bhagavā pe kathañhi nāma bhikkhave bhikkhuniyo	42
bhikkhave vipassissa bodhisattassa etadahosi kimhi nu kho	42
atha kho bhikkhave vipassissa bodhisattassa etadahosi kimhi	42
vusitaṃ brahmacariyaṃ kataṃ karaṇīyaṃ nāparaṃ itthattāyāti pajānāti	42
ananussutesu dhammesu cakkhuṃ udapādi ñāṇaṃ udapādi paññā	42
kho bhikkhū tesaṃ manussānaṃ ujjhāyantānaṃ khiyyantānaṃ vipācentānaṃ	42
vipassissa bodhisattassa yoniso manasikārā ahu paññāya abhisamayo	42
tenupasaṅkami upasaṅkamitvā paññatte āsane nisīdi atha kho	42
uṭṭhāyāsanā bhagavantaṃ abhivādetvā padakkhiṇaṃ katvā pakkāmi atha	42
dhammānaṃ upasampadāya thāmavā daḷhaparakkamo anikkhittadhuro kusalesu dhammesu	42
mucci tassa kukkucca ahosi pe anāpatti bhikkhu	41
ujuṃ kāyaṃ paṇidhāya parimukhaṃ satiṃ upaṭṭhapetvā so	41
ujjhāyanta khiyyanta vipācenta yā tā bhikkhunī appiccha	41
bhaṇita hoti musā mayā bhaṇitanti vinidhāya diṭṭhiṃ	41
bho gotama pe upāsaka maṃ bhavaṃ gotama	41
pakaraṇa dhammī kathaṃ katvā bhikkhū āmantesi anujānāti	41
jātiyo pe iti sākāraṃ sauddesaṃ anekavihita pubbenivāsa	41
tāni abhibhuyya jānāti passāmīti evaṃsaññī hoti idaṃ	41
bhaṇāmīti bhaṇita hoti musā mayā bhaṇitanti vinidhāya	41
hoti tathāgata paraṃ maraṇa idameva saccaṃ moghamaññanti	41
eka samaya bhagavā vesālī viharati mahāvana kūṭāgārasālā	41
āpatti dukkaṭa anāpatti asañcicca assati ajānanta gilāna	41
pe iti sākāraṃ sauddesaṃ anekavihita pubbenivāsa anussarati	41
idha bhikkhave bhikkhu kāye kāyānupassī viharati ātāpī	41
uppāda hoti tañca pajānāti yathā ca uppanna	41
te kāya bheda paraṃ maraṇa sugatiṃ sagga	41
abhikkantaṃ bho gotama pe upāsaka maṃ bhavaṃ	41
pe upāsaka maṃ bhavaṃ gotama dhāretu ajjatagge	41
gotama pe upāsaka maṃ bhavaṃ gotama dhāretu	41
jātiyo pe iti sākāraṃ sauddesaṃ anekavihitaṃ pubbenivāsaṃ	41
ujuṃ kāyaṃ paṇidhāya parimukhaṃ satiṃ upaṭṭhapetvā so	41
mucci tassa kukkuccaṃ ahosi pe anāpatti bhikkhu	41
idha bhikkhave bhikkhu kāye kāyānupassī viharati ātāpī	41
gotama pe upāsakaṃ maṃ bhavaṃ gotamo dhāretu	41
hoti tathāgato paraṃ maraṇā idameva saccaṃ moghamaññanti	41
ekaṃ samayaṃ bhagavā vesāliyaṃ viharati mahāvane kūṭāgārasālāyaṃ	41
bhaṇitassa hoti musā mayā bhaṇitanti vinidhāya diṭṭhiṃ	41
abhikkantaṃ bho gotama pe upāsakaṃ maṃ bhavaṃ	41
pe upāsakaṃ maṃ bhavaṃ gotamo dhāretu ajjatagge	41
viññāṇañcāyatanaṃ samatikkamma natthi kiñcīti ākiñcaññāyatanaṃ upasampajja viharati	41
pakaraṇe dhammiṃ kathaṃ katvā bhikkhū āmantesi anujānāmi	41
te kāyassa bhedā paraṃ maraṇā sugatiṃ saggaṃ	41
bhaṇāmīti bhaṇitassa hoti musā mayā bhaṇitanti vinidhāya	41
bho gotama pe upāsakaṃ maṃ bhavaṃ gotamo	41
tāni abhibhuyya jānāmi passāmīti evaṃsaññī hoti idaṃ	41
jhāna ābhicetasika diṭṭhadhammasukhavihāra nikāmalābhī hoti akicchalābhī akasiralābhī	40
vācāya vācāya pācittiya upasampanna upasampanna khuṃsetukāmo vambhetukāmo	40
kāyaṃ āmasati parāmasati pe gaṇhāti chupati āpatti	40
taṃ kiṃ maññati bhikkhave katama nu kho	40
na tumhākaṃ taṃ pajahati taṃ vo pahīna	40
pañca nīvaraṇa pahāya cetaso upakkilesa paññāya dubbalīkaraṇa	40
tasmātiha bhikkhave idaṃ dukkhanti yoga karaṇīya pe	40
satthā devamanussā buddha bhagavāti dhamma pe saṅgha	40
vipācenta yā tā bhikkhunī appiccha pe tā	40
bhikkhave idaṃ dukkhanti yoga karaṇīya pe ayaṃ	40
āpatti vācāya vācāya pācittiya upasampanna upasampanna khuṃsetukāmo	40
vācāya pācittiya upasampanna upasampanna khuṃsetukāmo vambhetukāmo maṅkukattukāma	40
te ujjhāyanti khiyyanti vipācenti kathañhi nāma āyasmā	40
khiyyanta vipācenta yā tā bhikkhunī appiccha pe	40
ujjhāyanti khiyyanti vipācenti kathañhi nāma ayyā thullanandā	40
obhāsetvā yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavant abhivādetvā	40
āsabha ṭhānaṃ paṭijānāti parisā sīhanāda nadati brahmacakka	40
kukkucca ahosi pe anāpatti bhikkhu pārājika āpatti	40
satthā devamanussānaṃ buddho bhagavāti dhamme pe saṅghe	40
jhānānaṃ ābhicetasikānaṃ diṭṭhadhammasukhavihārānaṃ nikāmalābhī hoti akicchalābhī akasiralābhī	40
āpatti vācāya vācāya pācittiyassa upasampanno upasampannaṃ khuṃsetukāmo	40
pañca nīvaraṇe pahāya cetaso upakkilese paññāya dubbalīkaraṇe	40
ujjhāyanti khiyyanti vipācenti kathañhi nāma ayyā thullanandā	40
bhikkhave idaṃ dukkhanti yogo karaṇīyo pe ayaṃ	40
āsabhaṃ ṭhānaṃ paṭijānāti parisāsu sīhanādaṃ nadati brahmacakkaṃ	40
tasmātiha bhikkhave idaṃ dukkhanti yogo karaṇīyo pe	40
kāyaṃ āmasati parāmasati pe gaṇhāti chupati āpatti	40
te ujjhāyanti khiyyanti vipācenti kathañhi nāma āyasmā	40
vācāya pācittiyassa upasampanno upasampannaṃ khuṃsetukāmo vambhetukāmo maṅkukattukāmo	40
kukkuccaṃ ahosi pe anāpatti bhikkhu pārājikassa āpatti	40
na tumhākaṃ taṃ pajahatha taṃ vo pahīnaṃ	40
vācāya vācāya pācittiyassa upasampanno upasampannaṃ khuṃsetukāmo vambhetukāmo	40
sutaṃ eka samaya bhagavā rājagaha viharati veḷuvana	39
ca pitito ca saṃsuddhagahaṇika yāva sattama pitāmahayuga	39
taṃ jīvaṃ taṃ sarīranti vā aññaṃ jīvaṃ	39
imañca loka parañca loka sayaṃ abhiññā sacchikatvā	39
aveccappasāda samannāgata hoti itipi so bhagavā pe	39
seyyathidaṃ ekampi jāti dvepi jātiyo pe iti	39
anussarati seyyathidaṃ ekampi jāti dvepi jātiyo pe	39
jīvaṃ taṃ sarīranti vā aññaṃ jīvaṃ aññaṃ	39
taṃ vācaṃ appahāya taṃ citta appahāya taṃ	39
buddha bhagavā pe kathañhi nāma tvaṃ moghapurisa	39
ye imañca loka parañca loka sayaṃ abhiññā	39
khīṇāsava vusitavant katakaraṇīya ohitabhāra anuppattasadattha parikkhīṇabhavasaṃyojana sammadaññā	39
upasaṅkamitvā paññatta āsana nisīdi nisajja kho bhagavā	39
taṃ sarīranti vā aññaṃ jīvaṃ aññaṃ sarīranti	39
viññāṇa niccaṃ vā anicca vāti anicca bhante	39
ekampi jāti dvepi jātiyo pe iti sākāraṃ	39
mātito ca pitito ca saṃsuddhagahaṇika yāva sattama	39
seyyathidaṃ sammādiṭṭhi sammāsaṅkappa sammāvācā sammākammanta sammāājīva sammāvāyāma	39
netaṃ mama nesohamasmi na meso attāti samanupassati	39
atha kho aññatara bhikkhu yena bhagavā tenupasaṅkami	39
jāti dvepi jātiyo pe iti sākāraṃ sauddesaṃ	39
pe evameva kho bhikkhave appaka te sattā	39
dvepi jātiyo pe iti sākāraṃ sauddesaṃ anekavihita	39
bhaṇati āpatti vācāya vācāya pācittiya upasampanna upasampanna	39
sutaṃ ekaṃ samayaṃ bhagavā rājagahe viharati veḷuvane	39
ca pitito ca saṃsuddhagahaṇiko yāva sattamā pitāmahayugā	39
āpatti dukkaṭassa anāpatti asañcicca assatiyā ajānantassa gilānassa	39
dvepi jātiyo pe iti sākāraṃ sauddesaṃ anekavihitaṃ	39
upasaṅkamitvā paññatte āsane nisīdi nisajja kho bhagavā	39
imañca lokaṃ parañca lokaṃ sayaṃ abhiññā sacchikatvā	39
jātiṃ dvepi jātiyo pe iti sākāraṃ sauddesaṃ	39
ye imañca lokaṃ parañca lokaṃ sayaṃ abhiññā	39
