4 words	count
tāyaṃ velā imaṃ udānaṃ	88
so bhikkhu bhagavant etadavoca	88
citta parisuddha pariyodāta anaṅgaṇa	88
bhagavā rājagaha viharati veḷuvana	88
dhamma dhammānupassī viharati ātāpī	88
velā imaṃ udānaṃ udānesi	88
pariyosānakalyāṇa sāttha sabyañjana kevalaparipuṇṇa	88
tathāgata paraṃ maraṇāti vā	88
sabyañjana kevalaparipuṇṇa parisuddha brahmacariyaṃ	88
chandaṃ janeti vāyamati vīriya	88
bhante hetu ko paccaya	88
bhante hetu ko paccayo	88
bhagavā rājagahe viharati veḷuvane	88
velāyaṃ imaṃ udānaṃ udānesi	88
kho bhagavā etamatthaṃ viditvā	88
citte parisuddhe pariyodāte anaṅgaṇe	88
tāyaṃ velāyaṃ imaṃ udānaṃ	88
abhivādetvā ekamantaṃ aṭṭhāsi ekamantaṃ	88
atha kho bhagavā etamatthaṃ	88
so bhikkhu bhagavantaṃ etadavoca	88
tathāgato paraṃ maraṇāti vā	88
bhagavā etamatthaṃ viditvā tāyaṃ	87
samāhita citta parisuddha pariyodāta	87
kho pana samaya sambahula	87
anaṅgaṇa vigatūpakkilesa mudubhūta kammaniya	87
viditvā tāyaṃ velā imaṃ	87
kho so bhikkhu bhagavant	87
mudubhūta kammaniya ṭhita āneñjappatta	87
pariyodāta anaṅgaṇa vigatūpakkilesa mudubhūta	87
etamatthaṃ viditvā tāyaṃ velā	87
vigatūpakkilesa mudubhūta kammaniya ṭhita	87
janeti vāyamati vīriya ārabhati	87
te kāya bheda paraṃ	87
kāye kāyānupassī viharati ātāpī	87
evaṃ samāhita citta parisuddha	87
evaṃ samāhite citte parisuddhe	87
parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese	87
bhikkhu kāye kāyānupassī viharati	87
te kāyassa bhedā paraṃ	87
pariyodāte anaṅgaṇe vigatūpakkilese mudubhūte	87
anaṅgaṇe vigatūpakkilese mudubhūte kammaniye	87
kho so bhikkhu bhagavantaṃ	87
etamatthaṃ viditvā tāyaṃ velāyaṃ	87
mudubhūte kammaniye ṭhite āneñjappatte	87
bhagavā etamatthaṃ viditvā tāyaṃ	87
samāhite citte parisuddhe pariyodāte	87
vigatūpakkilese mudubhūte kammaniye ṭhite	87
viditvā tāyaṃ velāyaṃ imaṃ	87
bhagavato etamatthaṃ ārocesi pe	86
ārabhati citta paggaṇhāti padahati	86
vipācenti kathañhi nāma bhikkhunī	86
saṃvattati puna caparaṃ bhikkhave	86
chandaṃ janeti vāyamati vīriyaṃ	86
ārabhati cittaṃ paggaṇhāti padahati	86
saṃvattati puna caparaṃ bhikkhave	86
sākāraṃ sauddesaṃ anekavihita pubbenivāsa	85
ko nu kho bhante	85
vāyamati vīriya ārabhati citta	85
bhikkhave aññaṃ ekadhammampi samanupassati	85
vīriya ārabhati citta paggaṇhāti	85
sadevaka loka samāraka sabrahmaka	85
iti sākāraṃ sauddesaṃ anekavihita	85
nisinna kho so bhikkhu	85
atha kho so bhikkhu	85
nāhaṃ bhikkhave aññaṃ ekadhammampi	85
evaṃ bhanteti kho āyasmā	85
tatra te chando pahātabba	85
evaṃ bhanteti kho āyasmā	85
sākāraṃ sauddesaṃ anekavihitaṃ pubbenivāsaṃ	85
iti sākāraṃ sauddesaṃ anekavihitaṃ	85
vāyamati vīriyaṃ ārabhati cittaṃ	85
tatra te chando pahātabbo	85
nāhaṃ bhikkhave aññaṃ ekadhammampi	85
vīriyaṃ ārabhati cittaṃ paggaṇhāti	85
janeti vāyamati vīriyaṃ ārabhati	85
ko nu kho bhante	85
atha kho so bhikkhu	85
bhikkhave aññaṃ ekadhammampi samanupassāmi	85
ekamantaṃ nisinnā kho te	85
nisinno kho so bhikkhu	85
hoti ca na ca	84
cakkhu visuddha atikkantamānusaka satta	84
ca na ca hoti	84
ayaṃ vuccati bhikkhave bhikkhu	84
cakkhunā visuddhena atikkantamānusakena satte	84
hoti ca na ca	84
sātthaṃ sabyañjanaṃ kevalaparipuṇṇaṃ parisuddhaṃ	84
ayaṃ vuccati bhikkhave bhikkhu	84
ca na ca hoti	84
sabyañjanaṃ kevalaparipuṇṇaṃ parisuddhaṃ brahmacariyaṃ	84
so bhagavā arahaṃ sammāsambuddha	83
cetasā vipula mahaggata appamāṇa	83
anāthapiṇḍika ārāma atha kho	83
cetasā eka disaṃ pharitvā	83
ca hoti tathāgata paraṃ	83
etadavoca ko nu kho	83
cetasā ekaṃ disaṃ pharitvā	83
bhagavato etamatthaṃ ārocesuṃ pe	83
cetasā vipulena mahaggatena appamāṇena	83
ca hoti tathāgato paraṃ	83
so bhagavā arahaṃ sammāsambuddho	83
anāthapiṇḍikassa ārāme atha kho	83
ime kho bhikkhave tayo	82
jetavana anāthapiṇḍika ārāma atha	82
pe evametassa kevala dukkhakkhandha	82
jhāna upasampajja viharati so	82
na ca hoti tathāgata	82
pe ekamantaṃ nisinna kho	82
ime kho bhikkhave tayo	82
na ca hoti tathāgato	82
pe evametassa kevalassa dukkhakkhandhassa	82
jetavane anāthapiṇḍikassa ārāme atha	82
sampajānamusā bhaṇanta āpatti pārājika	81
seyyathidaṃ sammādiṭṭhi pe sammāsamādhi	81
pe katamo ca bhikkhave	81
sampajānamusā bhaṇantassa āpatti pārājikassa	81
anekavihita pubbenivāsa anussarati seyyathidaṃ	80
evamidhekacca sattā kāya bheda	80
ayameva ariya aṭṭhaṅgika maggo	80
tañca pajānāti yathā ca	80
cetasā ceto paricca pajānāti	80
seyyathidaṃ sammādiṭṭhi pe sammāsamādhi	80
jhānaṃ upasampajja viharati so	80
evamidhekacce sattā kāyassa bhedā	80
tañca pajānāti yathā ca	80
ayameva ariyo aṭṭhaṅgiko maggo	80
suvaṇṇa dubbaṇṇa sugata duggata	79
idamavoca bhagavā attamana te	79
kukkucca ahosi pe āpatti	79
hoti tathāgata paraṃ maraṇa	79
hīna paṇīta suvaṇṇa dubbaṇṇa	79
atha kho bhagavā āyasmant	79
cavamāna upapajjamāna hīna paṇīta	79
atha kho māra pāpimant	79
ābhujitvā ujuṃ kāyaṃ paṇidhāya	79
dutiyaṃ jhāna upasampajja viharati	79
pallaṅka ābhujitvā ujuṃ kāyaṃ	79
upapajjamāna hīna paṇīta suvaṇṇa	79
so evaṃ samāhita citta	79
paṇīta suvaṇṇa dubbaṇṇa sugata	79
idamavoca bhagavā attamanā te	79
so evaṃ samāhite citte	79
kukkuccaṃ ahosi pe āpattiṃ	79
cavamāne upapajjamāne hīne paṇīte	79
etadavoca ko nu kho	79
hīne paṇīte suvaṇṇe dubbaṇṇe	79
suvaṇṇe dubbaṇṇe sugate duggate	79
upapajjamāne hīne paṇīte suvaṇṇe	79
kho pana samayena sambahulā	79
hoti tathāgato paraṃ maraṇā	79
ābhujitvā ujuṃ kāyaṃ paṇidhāya	79
paṇīte suvaṇṇe dubbaṇṇe sugate	79
pallaṅkaṃ ābhujitvā ujuṃ kāyaṃ	79
pe satthā devamanussā buddha	78
āpatti tvaṃ bhikkhu āpanna	78
te bhikkhū bhagavato bhāsita	78
bhikkhu paccavekkhamāna evaṃ jānāti	78
dhamma abhivaḍḍhati kusalā dhamma	78
vipācenti kathañhi nāma chabbaggiya	78
akusala dhamma abhivaḍḍhati kusalā	78
āpatti dukkaṭa anāpatti asañcicca	78
te bhikkhū bhagavato bhāsitaṃ	78
āpattiṃ tvaṃ bhikkhu āpanno	78
pe satthā devamanussānaṃ buddho	78
āpatti dukkaṭassa anāpatti asañcicca	78
dhammā abhivaḍḍhanti kusalā dhammā	78
vāti aniccaṃ bhante yaṃ	78
akusalā dhammā abhivaḍḍhanti kusalā	78
bhikkhu paccavekkhamāno evaṃ jānāti	78
vipācenti kathañhi nāma chabbaggiyā	78
pubbenivāsa anussarati seyyathidaṃ ekampi	77
saraṇa gacchati dhammañca bhikkhusaṅghañca	77
tathā tatiyaṃ tathā catutthaṃ	77
bhagavā attamana te bhikkhū	77
sabbadhi sabbattata sabbāvant loka	77
atha kho rājā pasenadi	77
sakkatvā garu katvā upanissāya	77
bhikkhū bhagavato bhāsita abhinandunti	77
dutiyaṃ tathā tatiyaṃ tathā	77
tathā dutiyaṃ tathā tatiyaṃ	77
etasmiṃ nidāna etasmiṃ pakaraṇa	77
aṭṭhaṅgika maggaṃ bhāveti ariya	77
attamana te bhikkhū bhagavato	77
ariya aṭṭhaṅgika maggaṃ bhāveti	77
eso me attāti no	77
bhāveti ariya aṭṭhaṅgika maggaṃ	77
maggaṃ bhāveti ariya aṭṭhaṅgika	77
nu kho bho gotama	77
etasmiṃ nidāne etasmiṃ pakaraṇe	77
bhagavā attamanā te bhikkhū	77
tathā tatiyaṃ tathā catutthaṃ	77
dutiyaṃ tathā tatiyaṃ tathā	77
attamanā te bhikkhū bhagavato	77
sakkatvā garuṃ katvā upanissāya	77
nu kho bho gotama	77
atha kho rājā pasenadi	77
bhikkhū bhagavato bhāsitaṃ abhinandunti	77
sabbadhi sabbattatāya sabbāvantaṃ lokaṃ	77
tathā dutiyaṃ tathā tatiyaṃ	77
eso me attāti no	77
gahapati vā gahapatiputta vā	76
vineyya loka abhijjhādomanassa vedanā	76
uddhamadho tiriyaṃ sabbadhi sabbattata	76
ahosi pe āpatti tvaṃ	76
tiriyaṃ sabbadhi sabbattata sabbāvant	76
kho bhagavā etasmiṃ nidāna	76
iti uddhamadho tiriyaṃ sabbadhi	76
atha kho bhagavā etasmiṃ	76
bhagavā etasmiṃ nidāna etasmiṃ	76
pe āpatti tvaṃ bhikkhu	76
aniccaṃ bhante yaṃ panāniccaṃ	76
kho bhagavā etasmiṃ nidāne	76
uddhamadho tiriyaṃ sabbadhi sabbattatāya	76
atha kho bhagavā etasmiṃ	76
ahosi pe āpattiṃ tvaṃ	76
pe āpattiṃ tvaṃ bhikkhu	76
bhagavā etasmiṃ nidāne etasmiṃ	76
vineyya loke abhijjhādomanassaṃ vedanāsu	76
iti uddhamadho tiriyaṃ sabbadhi	76
tiriyaṃ sabbadhi sabbattatāya sabbāvantaṃ	76
kathaṃ katvā bhikkhū āmantesi	75
me attāti no hetaṃ	75
itipi so bhagavā arahaṃ	75
itipi so bhagavā pe	75
dhammī kathaṃ katvā bhikkhū	75
akusala dhamma parihāyati kusalā	75
sāratta ca bhikkhu ca	75
bahulīkaronta nibbānaninna hoti nibbānapoṇa	75
abhinivissa evaṃ diṭṭhi uppajjati	75
dhamma parihāyati kusalā dhamma	75
kho te bhikkhū āyasmato	75
attāti no hetaṃ bhante	75
me attāti no hetaṃ	75
itipi so bhagavā arahaṃ	75
dhammiṃ kathaṃ katvā bhikkhū	75
nisinnā kho te bhikkhū	75
kathaṃ katvā bhikkhū āmantesi	75
akusalā dhammā parihāyanti kusalā	75
kho te bhikkhū āyasmato	75
sāratto ca bhikkhu ca	75
itipi so bhagavā pe	75
attāti no hetaṃ bhante	75
dhammā parihāyanti kusalā dhammā	75
bahulīkaronto nibbānaninno hoti nibbānapoṇo	75
kho bhikkhave appaka te	74
tesaṃ manussa ujjhāyanta khiyyanta	74
anussarati seyyathidaṃ ekampi jāti	74
tadanuttaraṃ brahmacariyapariyosāna diṭṭheva dhamma	74
appaka te sattā ye	74
taṃ suṇāti sādhukaṃ manasi	74
taṃ samanupassituṃ etaṃ mama	74
ca bhikkhu ca naṃ	74
manussa ujjhāyanta khiyyanta vipācenta	74
bhikkhave appaka te sattā	74
vipariṇāmadhamma kallaṃ nu taṃ	74
samanupassituṃ etaṃ mama esohamasmi	74
brahmacariyapariyosāna diṭṭheva dhamma sayaṃ	74
dukkhaṃ vipariṇāmadhamma kallaṃ nu	74
kulaputta sammadeva agāra anagāriyaṃ	74
panāniccaṃ dukkhaṃ vipariṇāmadhamma kallaṃ	74
nu taṃ samanupassituṃ etaṃ	74
kallaṃ nu taṃ samanupassituṃ	74
manussānaṃ ujjhāyantānaṃ khiyyantānaṃ vipācentānaṃ	74
ca bhikkhu ca naṃ	74
panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ kallaṃ	74
abhinivissa evaṃ diṭṭhi uppajjati	74
kallaṃ nu taṃ samanupassituṃ	74
dukkhaṃ vipariṇāmadhammaṃ kallaṃ nu	74
samanupassituṃ etaṃ mama esohamasmi	74
kulaputtā sammadeva agārasmā anagāriyaṃ	74
brahmacariyapariyosānaṃ diṭṭheva dhamme sayaṃ	74
appakā te sattā ye	74
taṃ samanupassituṃ etaṃ mama	74
kho bhikkhave appakā te	74
bhikkhave appakā te sattā	74
vipariṇāmadhammaṃ kallaṃ nu taṃ	74
tadanuttaraṃ brahmacariyapariyosānaṃ diṭṭheva dhamme	74
tesaṃ manussānaṃ ujjhāyantānaṃ khiyyantānaṃ	74
nu taṃ samanupassituṃ etaṃ	74
tatiyaṃ jhāna upasampajja viharati	73
upakkamati muccati āpatti saṅghādisesa	73
sāvatthinidāna ekamantaṃ nisinna kho	73
manasi karoti bhāsissāmīti evaṃ	73
ceteti upakkamati muccati āpatti	73
atha kho āyasmā sāriputta	73
agāra anagāriyaṃ pabbajanti tadanuttaraṃ	73
sammadeva agāra anagāriyaṃ pabbajanti	73
hetu ayaṃ paccaya yena	73
anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosāna	73
soka parideva dukkha domanassa	73
parideva dukkha domanassa upāyāsa	73
sauddesaṃ anekavihita pubbenivāsa anussarati	73
pabbajanti tadanuttaraṃ brahmacariyapariyosāna diṭṭheva	73
sokehi paridevehi dukkhehi domanassehi	73
moghapurisā appasannānaṃ vā pasādāya	73
sammadeva agārasmā anagāriyaṃ pabbajanti	73
ceteti upakkamati muccati āpatti	73
netaṃ moghapurisā appasannānaṃ vā	73
pabbajanti tadanuttaraṃ brahmacariyapariyosānaṃ diṭṭheva	73
sugatiṃ saggaṃ lokaṃ upapajjati	73
agārasmā anagāriyaṃ pabbajanti tadanuttaraṃ	73
sugatiṃ saggaṃ lokaṃ upapajjanti	73
manasi karotha bhāsissāmīti evaṃ	73
paridevehi dukkhehi domanassehi upāyāsehi	73
upakkamati muccati āpatti saṅghādisesassa	73
atha kho āyasmā sāriputto	73
anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosānaṃ	73
hetu ayaṃ paccayo yena	73
atha kho bhagavā āyasmantaṃ	73
bhavaṃ gotama dhāretu ajjatagge	72
gotama dhāretu ajjatagge pāṇupeta	72
khādanīya vā bhojanīya vā	72
saccaṃ kira tumhe bhikkhave	72
bhagavā pe satthā devamanussā	72
kho āyasmā ānanda bhagavant	72
evaṃnāma evaṃgotta evaṃvaṇṇa evamāhāra	72
hoti tena kho pana	72
so bhagavā pe satthā	72
vuccati kittāvatā nu kho	72
evamāyupariyanta so tato cuta	72
anāthapiṇḍika ārāma tatra kho	72
jetavana anāthapiṇḍika ārāma tatra	72
jetavane anāthapiṇḍikassa ārāme tatra	72
bhagavā pe satthā devamanussānaṃ	72
saccaṃ kira tumhe bhikkhave	72
hoti tena kho pana	72
atha kho māro pāpimā	72
bhavaṃ gotamo dhāretu ajjatagge	72
anāthapiṇḍikassa ārāme tatra kho	72
evaṃnāmo evaṃgotto evaṃvaṇṇo evamāhāro	72
evamāyupariyanto so tato cuto	72
kho āyasmā ānando bhagavantaṃ	72
so bhagavā pe satthā	72
kathañhi nāma tumhe moghapurisa	71
sugata duggata yathākammūpaga satta	71
visuddha atikkantamānusaka satta passati	71
dubbaṇṇa sugata duggata yathākammūpaga	71
tatiyaṃ tathā catutthaṃ iti	71
pe samaṇa khalu bho	71
tathūpamāhaṃ bhikkhave imaṃ puggala	71
bhikkhave imaṃ puggala vadāmi	71
ariya aṭṭhaṅgika maggaṃ bahulīkaronta	71
vitakkavicārā vūpasama ajjhattaṃ sampasādana	71
ekampi jāti dvepi jātiyo	71
nisinna kho āyasmā ānanda	71
dubbaṇṇe sugate duggate yathākammūpage	71
gāmaṃ vā nigamaṃ vā	71
vitakkavicārānaṃ vūpasamā ajjhattaṃ sampasādanaṃ	71
kathañhi nāma tumhe moghapurisā	71
kho pana samayena aññatarassa	71
nisinno kho āyasmā ānando	71
bhikkhave imaṃ puggalaṃ vadāmi	71
tatiyaṃ tathā catutthaṃ iti	71
ekampi jātiṃ dvepi jātiyo	71
tathūpamāhaṃ bhikkhave imaṃ puggalaṃ	71
sugate duggate yathākammūpage satte	71
bhagavant etadavoca ko nu	70
catutthaṃ iti uddhamadho tiriyaṃ	70
tathā catutthaṃ iti uddhamadho	70
kho pana samaya bhagavā	70
hoti khīṇa jāti vusita	70
bhagavaṃmūlaka no bhante dhamma	70
eka disaṃ pharitvā viharati	70
eka bahiddhā rūpa passati	70
kho pana samayena bhagavā	70
dhammesu dhammānupassī viharati ātāpī	70
pe ekamantaṃ nisinno kho	70
catutthaṃ iti uddhamadho tiriyaṃ	70
tathā catutthaṃ iti uddhamadho	70
bhagavaṃmūlakā no bhante dhammā	70
eko bahiddhā rūpāni passati	70
hoti khīṇā jāti vusitaṃ	70
dhammānupassī viharati ātāpī sampajāno	70
vuccati kittāvatā nu kho	70
bhagavā arahaṃ sammāsambuddha vijjācaraṇasampanna	69
evametassa kevala dukkhakkhandha nirodha	69
satta passati cavamāna upapajjamāna	69
piṇḍāya caritvā pacchābhattaṃ piṇḍapātapaṭikkanta	69
ajjhattaṃ vā bahiddhā vā	69
yassatthāya kulaputta sammadeva agāra	69
nicca vā anicca vāti	69
kho bhagavā pubbaṇhasamayaṃ nivāsetvā	69
pe kathañhi nāma tumhe	69
imehi kho bhikkhave catūhi	69
atha kho aññatara bhikkhu	69
sukha ca pahāna dukkha	69
seyyathidaṃ ekampi jāti dvepi	69
ca pahāna dukkha ca	69
pahāna dukkha ca pahāna	69
bhagavā pubbaṇhasamayaṃ nivāsetvā pattacīvaramādāya	69
atikkantamānusaka satta passati cavamāna	69
kāyānupassī viharati ātāpī sampajāno	69
samārake sabrahmake sassamaṇabrāhmaṇiyā pajāya	69
kho bhagavā pubbaṇhasamayaṃ nivāsetvā	69
sukhassa ca pahānā dukkhassa	69
pahānā dukkhassa ca pahānā	69
sabrahmake sassamaṇabrāhmaṇiyā pajāya sadevamanussāya	69
bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno	69
seyyathidaṃ ekampi jātiṃ dvepi	69
yassatthāya kulaputtā sammadeva agārasmā	69
imehi kho bhikkhave catūhi	69
ca pahānā dukkhassa ca	69
evametassa kevalassa dukkhakkhandhassa nirodho	69
pe kathañhi nāma tumhe	69
ajjhattaṃ vā bahiddhā vā	69
bhagavā pubbaṇhasamayaṃ nivāsetvā pattacīvaramādāya	69
atha kho aññataro bhikkhu	69
kāye kāyānupassī viharati ātāpī	69
pe dhamma dhammānupassī viharati	68
bhagavatā dhamma desita ājānāti	68
niṭṭhita tena samaya buddha	68
evaṃvaṇṇa evamāhāra evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanta	68
sikkhāpada paññatta hoti tena	68
paññatta hoti tena kho	68
evamāhāra evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanta so	68
atha kho bhagavā pubbaṇhasamayaṃ	68
vuccati katama nu kho	68
hoti tañca pajānāti yathā	68
abhikkanta ratti abhikkantavaṇṇa kevalakappaṃ	68
pācittiyanti yo panāti yo	68
evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanta so tato	68
evaṃgotta evaṃvaṇṇa evamāhāra evaṃsukhadukkhappaṭisaṃvedī	68
niṭṭhitaṃ tena samayena buddho	68
hoti tañca pajānāti yathā	68
evaṃgotto evaṃvaṇṇo evamāhāro evaṃsukhadukkhappaṭisaṃvedī	68
bhagavantaṃ etadavoca ko nu	68
paññattaṃ hoti tena kho	68
sikkhāpadaṃ paññattaṃ hoti tena	68
khādanīyaṃ vā bhojanīyaṃ vā	68
atha kho bhagavā pubbaṇhasamayaṃ	68
loke samārake sabrahmake sassamaṇabrāhmaṇiyā	68
evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanto so tato	68
vipācenti kathañhi nāma bhikkhuniyo	68
evamāhāro evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanto so	68
evaṃvaṇṇo evamāhāro evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanto	68
pācittiyanti yo panāti yo	68
āpanna pārājikanti tena kho	67
sampasādana cetaso ekodibhāva avitakka	67
ekamantaṃ nisinna kho āyasmant	67
nu kho bhante hetu	67
vūpasama ajjhattaṃ sampasādana cetaso	67
pārājikanti tena kho pana	67
ajjhattaṃ sampasādana cetaso ekodibhāva	67
passati cavamāna upapajjamāna hīna	67
cetaso ekodibhāva avitakka avicāra	67
kho bhante hetu ko	67
taṃ netaṃ mama nesohamasmi	67
anekapariyāyena vigarahitvā bhagavato etamatthaṃ	67
vimutta vimuttamiti ñāṇa hoti	67
pārājikanti tena kho pana	67
kho bhante hetu ko	67
vimuttasmiṃ vimuttamiti ñāṇaṃ hoti	67
cetaso ekodibhāvaṃ avitakkaṃ avicāraṃ	67
taṃ netaṃ mama nesohamasmi	67
sampasādanaṃ cetaso ekodibhāvaṃ avitakkaṃ	67
ajjhattaṃ sampasādanaṃ cetaso ekodibhāvaṃ	67
ekamantaṃ nisinnaṃ kho āyasmantaṃ	67
nu kho bhante hetu	67
vūpasamā ajjhattaṃ sampasādanaṃ cetaso	67
anekapariyāyena vigarahitvā bhagavato etamatthaṃ	67
vigarahitvā bhagavato etamatthaṃ ārocesi	66
maraṇa soka parideva dukkha	66
jātiyā jarāya maraṇa soka	66
pattiyā anadhigata adhigama asacchikata	66
avitakka avicāra samādhija pītisukha	66
ñāṇa hoti khīṇa jāti	66
avicāra samādhija pītisukha dutiyaṃ	66
paṭiggaṇhāti vīmaṃsati paccāharati āpatti	66
appatta pattiyā anadhigata adhigama	66
karoti bhāsissāmīti evaṃ bhanteti	66
jarāya maraṇa soka parideva	66
imesaṃ kho bhikkhave pañcannaṃ	66
ātappa anuyoga sātacca padhāna	66
thullaccayassāti tena kho pana	66
vimuttamiti ñāṇa hoti khīṇa	66
namati ātappa anuyoga sātacca	66
pe nāpara itthattāyāti pajānātīti	66
samādhija pītisukha dutiyaṃ jhāna	66
ekodibhāva avitakka avicāra samādhija	66
āpatti thullaccayassāti tena kho	66
vimuccati vimutta vimuttamiti ñāṇa	66
evaṃ cetaso parivitakka udapādi	66
imesaṃ kho bhikkhave pañcannaṃ	66
pattiyā anadhigatassa adhigamāya asacchikatassa	66
avitakkaṃ avicāraṃ samādhijaṃ pītisukhaṃ	66
ñāṇaṃ hoti khīṇā jāti	66
ātappāya anuyogāya sātaccāya padhānāya	66
majjhekalyāṇaṃ pariyosānakalyāṇaṃ sātthaṃ sabyañjanaṃ	66
jātiyā jarāya maraṇena sokehi	66
aṭṭhāsi ekamantaṃ ṭhito kho	66
pariyosānakalyāṇaṃ sātthaṃ sabyañjanaṃ kevalaparipuṇṇaṃ	66
āpatti thullaccayassāti tena kho	66
avicāraṃ samādhijaṃ pītisukhaṃ dutiyaṃ	66
dutiyaṃ jhānaṃ upasampajja viharati	66
paṭiggaṇhāti vīmaṃsati paccāharati āpatti	66
vimuttamiti ñāṇaṃ hoti khīṇā	66
maraṇena sokehi paridevehi dukkhehi	66
jarāya maraṇena sokehi paridevehi	66
vimuccati vimuttasmiṃ vimuttamiti ñāṇaṃ	66
evaṃ cetaso parivitakko udapādi	66
thullaccayassāti tena kho pana	66
appattassa pattiyā anadhigatassa adhigamāya	66
karotha bhāsissāmīti evaṃ bhanteti	66
pe nāparaṃ itthattāyāti pajānātīti	66
samādhijaṃ pītisukhaṃ dutiyaṃ jhānaṃ	66
ādikalyāṇaṃ majjhekalyāṇaṃ pariyosānakalyāṇaṃ sātthaṃ	66
ekamantaṃ aṭṭhāsi ekamantaṃ ṭhito	66
namati ātappāya anuyogāya sātaccāya	66
appamattassa ātāpino pahitattassa viharato	66
ekodibhāvaṃ avitakkaṃ avicāraṃ samādhijaṃ	66
dukkha ca pahāna pubbeva	65
evametassa kevala dukkhakkhandha samudaya	65
manosamphassapaccayā uppajjati vedayita sukhaṃ	65
te bhikkhū bhagavant etadavoca	65
pahāna pubbeva somanassadomanassa atthaṅgama	65
ārāma tatra kho bhagavā	65
evaṃ passaṃ bhikkhave sutavant	65
ca pahāna pubbeva somanassadomanassa	65
kho bhikkhave cha dhamma	65
oḷārika vā sukhuma vā	65
passaṃ bhikkhave sutavant ariyasāvaka	65
vīmaṃsati paccāharati āpatti saṅghādisesa	65
ārāme tatra kho bhagavā	65
ca pahānā pubbeva somanassadomanassānaṃ	65
dukkhassa ca pahānā pubbeva	65
pahānā pubbeva somanassadomanassānaṃ atthaṅgamā	65
passaṃ bhikkhave sutavā ariyasāvako	65
te bhikkhū bhagavantaṃ etadavocuṃ	65
manosamphassapaccayā uppajjati vedayitaṃ sukhaṃ	65
evametassa kevalassa dukkhakkhandhassa samudayo	65
evaṃ passaṃ bhikkhave sutavā	65
sadevake loke samārake sabrahmake	65
bhagavatā dhammaṃ desitaṃ ājānāmi	65
vīmaṃsati paccāharati āpatti saṅghādisesassa	65
ariya aṭṭhaṅgika maggaṃ bhāventa	64
nu kho bahulaṃ viharati	64
bhikkhave bhikkhu ariya aṭṭhaṅgika	64
abhivādetvā padakkhiṇaṃ katvā pakkāmi	64
bhāventa ariya aṭṭhaṅgika maggaṃ	64
viharati tathā dutiyaṃ tathā	64
pharitvā viharati tathā dutiyaṃ	64
bhikkhu ariya aṭṭhaṅgika maggaṃ	64
idaṃ dukkhanti yathābhūtaṃ pajānāti	64
pe saccaṃ kira tumhe	64
maggaṃ bhāventa ariya aṭṭhaṅgika	64
citta upakkilesoti iti viditvā	64
seyyathāpi nāma balavant purisa	64
evañcidaṃ bhagavatā bhikkhu sikkhāpada	64
aṭṭhaṅgika maggaṃ bhāventa ariya	64
bhagavatā bhikkhu sikkhāpada paññatta	64
bhikkhu sikkhāpada paññatta hoti	64
no hetaṃ bhante taṃ	64
disaṃ pharitvā viharati tathā	64
aneka pāpaka akusala dhamma	64
bhikkhave ekacca jhāyī samādhi	64
bhagavatā bhikkhūnaṃ sikkhāpadaṃ paññattaṃ	64
bhikkhūnaṃ sikkhāpadaṃ paññattaṃ hoti	64
bhāvento ariyaṃ aṭṭhaṅgikaṃ maggaṃ	64
samaṇaṃ vā brāhmaṇaṃ vā	64
nu kho bahulaṃ viharāmi	64
bhikkhave bhikkhu ariyaṃ aṭṭhaṅgikaṃ	64
cittassa upakkilesoti iti viditvā	64
aṭṭhaṅgikaṃ maggaṃ bhāvento ariyaṃ	64
bhikkhave ekacco jhāyī samādhismiṃ	64
abhivādetvā padakkhiṇaṃ katvā pakkāmi	64
seyyathāpi nāma balavā puriso	64
no hetaṃ bhante taṃ	64
maggaṃ bhāvento ariyaṃ aṭṭhaṅgikaṃ	64
dhammaṃ sayaṃ abhiññā sacchikatvā	64
ariyaṃ aṭṭhaṅgikaṃ maggaṃ bhāvento	64
ariyaṃ aṭṭhaṅgikaṃ maggaṃ bahulīkaronto	64
pe saccaṃ kira tumhe	64
evañcidaṃ bhagavatā bhikkhūnaṃ sikkhāpadaṃ	64
bhikkhu ariyaṃ aṭṭhaṅgikaṃ maggaṃ	64
upekkhāsatipārisuddhi catutthaṃ jhāna upasampajja	63
imāni kho bhikkhave cattāri	63
pahiṇanta gaccha bhante itthannāma	63
dukkha tibba khara kaṭuka	63
evañhi vo bhikkhave sikkhitabbanti	63
pana bhikkhave ekacca jhāyī	63
somanassadomanassa atthaṅgama adukkhamasukha upekkhāsatipārisuddhi	63
hoti itipi so bhagavā	63
pubbeva somanassadomanassa atthaṅgama adukkhamasukha	63
no hidaṃ bho gotama	63
kho āyasmā ānanda bhagavato	63
adukkhamasukha upekkhāsatipārisuddhi catutthaṃ jhāna	63
kho āyasmā ānanda yena	63
atthaṅgama adukkhamasukha upekkhāsatipārisuddhi catutthaṃ	63
