sentence	count
ujjhāyanta khiyyanta vipācenta yā tā bhikkhunī appiccha pe tā	40
āpatti vācāya vācāya pācittiyassa upasampanno upasampannaṃ khuṃsetukāmo vambhetukāmo maṅkukattukāmo	40
bhikkhave idaṃ dukkhanti yogo karaṇīyo pe ayaṃ dukkhanirodhagāminī paṭipadāti	40
tasmātiha bhikkhave idaṃ dukkhanti yogo karaṇīyo pe ayaṃ dukkhanirodhagāminī	40
viharati ātāpī sampajāno satimā vineyya loke abhijjhādomanassaṃ vedanāsu pe	40
taṃ jīvaṃ taṃ sarīranti vā aññaṃ jīvaṃ aññaṃ sarīranti	39
jāti dvepi jātiyo pe iti sākāraṃ sauddesaṃ anekavihita pubbenivāsa	39
pubbenivāsa anussarati seyyathidaṃ ekampi jāti dvepi jātiyo pe iti	39
evaṃ me sutaṃ eka samaya bhagavā rājagaha viharati veḷuvana	39
seyyathidaṃ ekampi jāti dvepi jātiyo pe iti sākāraṃ sauddesaṃ	39
me sutaṃ eka samaya bhagavā rājagaha viharati veḷuvana kalandakanivāpa	39
taṃ vācaṃ appahāya taṃ citta appahāya taṃ diṭṭhiṃ appaṭinissajjitvā	39
ekampi jāti dvepi jātiyo pe iti sākāraṃ sauddesaṃ anekavihita	39
bhaṇati āpatti vācāya vācāya pācittiya upasampanna upasampanna khuṃsetukāmo vambhetukāmo	39
bhagavāti vigarahi buddha bhagavā pe kathañhi nāma tvaṃ moghapurisa	39
anussarati seyyathidaṃ ekampi jāti dvepi jātiyo pe iti sākāraṃ	39
jātiṃ dvepi jātiyo pe iti sākāraṃ sauddesaṃ anekavihitaṃ pubbenivāsaṃ	39
bhaṇati āpatti vācāya vācāya pācittiyassa upasampanno upasampannaṃ khuṃsetukāmo vambhetukāmo	39
taṃ vācaṃ appahāya taṃ cittaṃ appahāya taṃ diṭṭhiṃ appaṭinissajjitvā	39
taṃ jīvaṃ taṃ sarīranti vā aññaṃ jīvaṃ aññaṃ sarīranti	39
me sutaṃ ekaṃ samayaṃ bhagavā rājagahe viharati veḷuvane kalandakanivāpe	39
evaṃ me sutaṃ ekaṃ samayaṃ bhagavā rājagahe viharati veḷuvane	39
seyyathidaṃ ekampi jātiṃ dvepi jātiyo pe iti sākāraṃ sauddesaṃ	39
ekampi jātiṃ dvepi jātiyo pe iti sākāraṃ sauddesaṃ anekavihitaṃ	39
bhagavāti vigarahi buddho bhagavā pe kathañhi nāma tvaṃ moghapurisa	39
upasaṅkamitvā bhagavant abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinna kho āyasmant	38
tiriyaṃ sabbadhi sabbattata sabbāvant loka upekkhāsahagata cetasā vipula mahaggata	38
te kāya bheda paraṃ maraṇa apāyaṃ duggati vinipāta niraya	38
tassa evaṃ hoti aho vatāhaṃ kāya bheda paraṃ maraṇa	38
sabbadhi sabbattata sabbāvant loka upekkhāsahagata cetasā vipula mahaggata appamāṇa	38
sabbattata sabbāvant loka upekkhāsahagata cetasā vipula mahaggata appamāṇa avera	38
mātito ca pitito ca saṃsuddhagahaṇika yāva sattama pitāmahayuga akkhitta	38
kho bhikkhave bhikkhu ariya aṭṭhaṅgika maggaṃ bhāventa ariya aṭṭhaṅgika	38
samannāgata hoti itipi so bhagavā pe satthā devamanussā buddha	38
vā pe neva hoti na na hoti tathāgata paraṃ	38
buddha aveccappasāda samannāgata hoti itipi so bhagavā pe satthā	38
nisīdati pallaṅka ābhujitvā ujuṃ kāyaṃ paṇidhāya parimukhaṃ satiṃ upaṭṭhapetvā	38
uddhamadho tiriyaṃ sabbadhi sabbattata sabbāvant loka upekkhāsahagata cetasā vipula	38
aveccappasāda samannāgata hoti itipi so bhagavā pe satthā devamanussā	38
appiccha pe te ujjhāyanti khiyyanti vipācenti kathañhi nāma āyasmā	38
iti uddhamadho tiriyaṃ sabbadhi sabbattata sabbāvant loka upekkhāsahagata cetasā	38
vā pe neva hoti na na hoti tathāgato paraṃ	38
kho bhikkhave bhikkhu ariyaṃ aṭṭhaṅgikaṃ maggaṃ bhāvento ariyaṃ aṭṭhaṅgikaṃ	38
loke abhijjhādomanassaṃ vedanāsu pe citte pe dhammesu dhammānupassī viharati	38
mātito ca pitito ca saṃsuddhagahaṇiko yāva sattamā pitāmahayugā akkhitto	38
appicchā pe te ujjhāyanti khiyyanti vipācenti kathañhi nāma āyasmā	38
te kāyassa bhedā paraṃ maraṇā apāyaṃ duggatiṃ vinipātaṃ nirayaṃ	38
uddhamadho tiriyaṃ sabbadhi sabbattatāya sabbāvantaṃ lokaṃ upekkhāsahagatena cetasā vipulena	38
tassa evaṃ hoti aho vatāhaṃ kāyassa bhedā paraṃ maraṇā	38
tiriyaṃ sabbadhi sabbattatāya sabbāvantaṃ lokaṃ upekkhāsahagatena cetasā vipulena mahaggatena	38
abhijjhādomanassaṃ vedanāsu pe citte pe dhammesu dhammānupassī viharati ātāpī	38
sabbattatāya sabbāvantaṃ lokaṃ upekkhāsahagatena cetasā vipulena mahaggatena appamāṇena averena	38
sabbadhi sabbattatāya sabbāvantaṃ lokaṃ upekkhāsahagatena cetasā vipulena mahaggatena appamāṇena	38
iti uddhamadho tiriyaṃ sabbadhi sabbattatāya sabbāvantaṃ lokaṃ upekkhāsahagatena cetasā	38
itipi so bhagavā pe satthā devamanussā buddha bhagavāti dhamma	37
bhagavāti vigarahi buddha bhagavā pe kathañhi nāma bhikkhave thullanandā	37
viharati jetavana anāthapiṇḍika ārāma tena kho pana samaya aññatara	37
ca pitito ca saṃsuddhagahaṇika yāva sattama pitāmahayuga akkhitta anupakkuṭṭha	37
ātāpī pahitatta viharanta nacirasseva yassatthāya kulaputta sammadeva agāra anagāriyaṃ	37
pitito ca saṃsuddhagahaṇika yāva sattama pitāmahayuga akkhitta anupakkuṭṭha jātivāda	37
yathā vā paneke bhonto samaṇabrāhmaṇā saddhādeyya bhojana bhuñjitvā te	37
anekavihita pubbenivāsa anussarati seyyathidaṃ ekampi jāti dvepi jātiyo pe	37
udapādi ñāṇa udapādi paññā udapādi vijjā udapādi āloka udapādi	37
sammādiṭṭhi hoti ujugatāssa diṭṭhi dhamma aveccappasāda samannāgata āgato imaṃ	37
bhagavā pe satthā devamanussā buddha bhagavāti dhamma pe saṅgha	37
catutthaṃ iti uddhamadho tiriyaṃ sabbadhi sabbattata sabbāvant loka upekkhāsahagata	37
vigarahi buddha bhagavā pe kathañhi nāma bhikkhave thullanandā bhikkhunī	37
ariyasāvaka sammādiṭṭhi hoti ujugatāssa diṭṭhi dhamma aveccappasāda samannāgata āgato	37
so bhagavā pe satthā devamanussā buddha bhagavāti dhamma pe	37
neva hoti na na hoti tathāgata paraṃ maraṇāti vāti	37
pahitatta viharanta nacirasseva yassatthāya kulaputta sammadeva agāra anagāriyaṃ pabbajanti	37
andhakāra vā telapajjota dhāreti cakkhumant rūpa dakkhantīti evamevaṃ bhotā	37
viharanta nacirasseva yassatthāya kulaputta sammadeva agāra anagāriyaṃ pabbajanti tadanuttaraṃ	37
catutthaṃ iti uddhamadho tiriyaṃ sabbadhi sabbattatāya sabbāvantaṃ lokaṃ upekkhāsahagatena	37
viharati akusalānaṃ dhammānaṃ pahānāya kusalānaṃ dhammānaṃ upasampadāya thāmavā daḷhaparakkamo	37
bhagavāti vigarahi buddho bhagavā pe kathañhi nāma bhikkhave thullanandā	37
so bhagavā pe satthā devamanussānaṃ buddho bhagavāti dhamme pe	37
vigarahi buddho bhagavā pe kathañhi nāma bhikkhave thullanandā bhikkhunī	37
andhakāre vā telapajjotaṃ dhāreyya cakkhumanto rūpāni dakkhantīti evamevaṃ bhotā	37
sammādiṭṭhi hoti ujugatāssa diṭṭhi dhamme aveccappasādena samannāgato āgato imaṃ	37
ariyasāvako sammādiṭṭhi hoti ujugatāssa diṭṭhi dhamme aveccappasādena samannāgato āgato	37
aveccappasādena samannāgato hoti itipi so bhagavā pe satthā devamanussānaṃ	37
paṭighasaññānaṃ atthaṅgamā nānattasaññānaṃ amanasikārā ananto ākāsoti ākāsānañcāyatanaṃ upasampajja viharati	37
pitito ca saṃsuddhagahaṇiko yāva sattamā pitāmahayugā akkhitto anupakkuṭṭho jātivādena	37
buddhe aveccappasādena samannāgato hoti itipi so bhagavā pe satthā	37
neva hoti na na hoti tathāgato paraṃ maraṇāti vāti	37
samannāgato hoti itipi so bhagavā pe satthā devamanussānaṃ buddho	37
upasaṅkamitvā bhagavantaṃ abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinnaṃ kho āyasmantaṃ	37
ca pitito ca saṃsuddhagahaṇiko yāva sattamā pitāmahayugā akkhitto anupakkuṭṭho	37
udapādi ñāṇaṃ udapādi paññā udapādi vijjā udapādi āloko udapādi	37
yathā vā paneke bhonto samaṇabrāhmaṇā saddhādeyyāni bhojanāni bhuñjitvā te	37
itipi so bhagavā pe satthā devamanussānaṃ buddho bhagavāti dhamme	37
bhagavā pe satthā devamanussānaṃ buddho bhagavāti dhamme pe saṅghe	37
kho bhikkhū tesaṃ manussa ujjhāyanta khiyyanta vipācenta ye te	36
jāti vusita brahmacariyaṃ kata karaṇīya nāpara itthattāyāti abbhaññāsi aññatara	36
so tato cuta idhūpapannoti iti sākāraṃ sauddesaṃ anekavihita pubbenivāsa	36
ārocesi atha kho bhagavā etasmiṃ nidāna etasmiṃ pakaraṇa dhammī	36
sīlavant hoti pātimokkhasaṃvarasaṃvuta viharati ācāragocarasampanna aṇumatta vajja bhayadassāvī samādāya	36
tesaṃ manussa ujjhāyanta khiyyanta vipācenta ye te bhikkhū appiccha	36
saññā saṅkhāra viññāṇa niccaṃ vā anicca vāti anicca bhante	36
iti uddhamadho tiriyaṃ sabbadhi sabbattata sabbāvant loka mettāsahagata cetasā	36
yaṃ dukkhaṃ tadanattā yadanattā taṃ netaṃ mama nesohamasmi na	36
tadanattā yadanattā taṃ netaṃ mama nesohamasmi na meso attāti	36
bhikkhū tesaṃ manussa ujjhāyanta khiyyanta vipācenta ye te bhikkhū	36
dukkhaṃ tadanattā yadanattā taṃ netaṃ mama nesohamasmi na meso	36
assosuṃ kho bhikkhū tesaṃ manussa ujjhāyanta khiyyanta vipācenta ye	36
evamāyupariyanta so tato cuta idhūpapannoti iti sākāraṃ sauddesaṃ anekavihita	36
saññā saṅkhārā viññāṇaṃ niccaṃ vā aniccaṃ vāti aniccaṃ bhante	36
kho bhikkhū tesaṃ manussānaṃ ujjhāyantānaṃ khiyyantānaṃ vipācentānaṃ ye te	36
jāti vusitaṃ brahmacariyaṃ kataṃ karaṇīyaṃ nāparaṃ itthattāyāti abbhaññāsi aññataro	36
iti uddhamadho tiriyaṃ sabbadhi sabbattatāya sabbāvantaṃ lokaṃ mettāsahagatena cetasā	36
pātimokkhasaṃvarasaṃvuto viharati ācāragocarasampanno aṇumattesu vajjesu bhayadassāvī samādāya sikkhati sikkhāpadesu	36
dukkhaṃ tadanattā yadanattā taṃ netaṃ mama nesohamasmi na meso	36
assosuṃ kho bhikkhū tesaṃ manussānaṃ ujjhāyantānaṃ khiyyantānaṃ vipācentānaṃ ye	36
bhikkhū tesaṃ manussānaṃ ujjhāyantānaṃ khiyyantānaṃ vipācentānaṃ ye te bhikkhū	36
khīṇā jāti vusitaṃ brahmacariyaṃ kataṃ karaṇīyaṃ nāparaṃ itthattāyāti abbhaññāsi	36
yaṃ dukkhaṃ tadanattā yadanattā taṃ netaṃ mama nesohamasmi na	36
tadanattā yadanattā taṃ netaṃ mama nesohamasmi na meso attāti	36
so tato cuto idhūpapannoti iti sākāraṃ sauddesaṃ anekavihitaṃ pubbenivāsaṃ	36
ekodibhāvaṃ avitakkaṃ avicāraṃ samādhijaṃ pītisukhaṃ dutiyaṃ jhānaṃ upasampajja viharati	36
kāyassa bhedā paraṃ maraṇā apāyaṃ duggatiṃ vinipātaṃ nirayaṃ upapannā	36
evamāyupariyanto so tato cuto idhūpapannoti iti sākāraṃ sauddesaṃ anekavihitaṃ	36
tesaṃ manussānaṃ ujjhāyantānaṃ khiyyantānaṃ vipācentānaṃ ye te bhikkhū appicchā	36
appamatta ātāpī pahitatta viharanta nacirasseva yassatthāya kulaputta sammadeva agāra	35
taṃ kiṃ maññati bhikkhave rūpa niccaṃ vā anicca vāti	35
samaya bhagavā rājagaha viharati veḷuvana kalandakanivāpa tena kho pana	35
na upasama na abhiññāya na sambodha na nibbāna saṃvattati	35
sampajānamusā bhaṇanta āpatti pārājika pubbevassa hoti musā bhaṇati bhaṇanta	35
ghāna gandha ghāyitvā jivhāya rasa sāyitvā kāya phoṭṭhabba phusitvā	35
sabbadhi sabbattata sabbāvant loka mettāsahagata cetasā vipula mahaggata appamāṇa	35
virāga na nirodha na upasama na abhiññāya na sambodha	35
pārājika pubbevassa hoti musā bhaṇati bhaṇanta hoti musā bhaṇāmīti	35
tato cuta amutra udapādi tatrāpāsiṃ evaṃnāma evaṃgotta evaṃvaṇṇa evamāhāra	35
piṇḍapātapaṭikkanta yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavant abhivādetvā ekamantaṃ nisīdi	35
ye imañca loka parañca loka sayaṃ abhiññā sacchikatvā pavedentīti	35
so dhamma deseti ādikalyāṇa majjhekalyāṇa pariyosānakalyāṇa sāttha sabyañjana kevalaparipuṇṇa	35
na nirodha na upasama na abhiññāya na sambodha na	35
evaṃ kalyāṇa kittisadda abbhuggata itipi so bhagavā arahaṃ sammāsambuddha	35
evamāyupariyanta so tato cuta amutra udapādi tatrāpāsiṃ evaṃnāma evaṃgotta	35
tiriyaṃ sabbadhi sabbattata sabbāvant loka mettāsahagata cetasā vipula mahaggata	35
maññati bhikkhave rūpa niccaṃ vā anicca vāti anicca bhante	35
bhikkhu āsava khaya anāsava cetovimutti paññāvimutti diṭṭheva dhamma sayaṃ	35
vā paneke bhonto samaṇabrāhmaṇā saddhādeyya bhojana bhuñjitvā te evarūpa	35
bhaṇanta āpatti pārājika pubbevassa hoti musā bhaṇati bhaṇanta hoti	35
pacchābhattaṃ piṇḍapātapaṭikkanta yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavant abhivādetvā ekamantaṃ	35
uddhamadho tiriyaṃ sabbadhi sabbattata sabbāvant loka mettāsahagata cetasā vipula	35
kismiṃ nu kho bhikkhave sati kiṃ upādāya kiṃ abhinivissa	35
so tato cuta amutra udapādi tatrāpāsiṃ evaṃnāma evaṃgotta evaṃvaṇṇa	35
eka vūpakaṭṭha appamatta ātāpī pahitatta viharanta nacirasseva yassatthāya kulaputta	35
nirodha na upasama na abhiññāya na sambodha na nibbāna	35
na virāga na nirodha na upasama na abhiññāya na	35
nibbidā na virāga na nirodha na upasama na abhiññāya	35
seyyathidaṃ sammādiṭṭhi sammāsaṅkappa sammāvācā sammākammanta sammāājīva sammāvāyāma sammāsati sammāsamādhi	35
āpatti pārājika pubbevassa hoti musā bhaṇati bhaṇanta hoti musā	35
kiṃ maññati bhikkhave rūpa niccaṃ vā anicca vāti anicca	35
vūpakaṭṭha appamatta ātāpī pahitatta viharanta nacirasseva yassatthāya kulaputta sammadeva	35
sabbattata sabbāvant loka mettāsahagata cetasā vipula mahaggata appamāṇa avera	35
eka samaya bhagavā rājagaha viharati veḷuvana kalandakanivāpa tena kho	35
maññatha bhikkhave rūpaṃ niccaṃ vā aniccaṃ vāti aniccaṃ bhante	35
āraddhavīriyo viharati akusalānaṃ dhammānaṃ pahānāya kusalānaṃ dhammānaṃ upasampadāya thāmavā	35
sampajānamusā bhaṇantassa āpatti pārājikassa pubbevassa hoti musā bhaṇissanti bhaṇantassa	35
sukhañca kāyena paṭisaṃvedeti yaṃ taṃ ariyā ācikkhanti upekkhako satimā	35
seyyathidaṃ sammādiṭṭhi sammāsaṅkappo sammāvācā sammākammanto sammāājīvo sammāvāyāmo sammāsati sammāsamādhi	35
bhikkhu āsavānaṃ khayā anāsavaṃ cetovimuttiṃ paññāvimuttiṃ diṭṭheva dhamme sayaṃ	35
khiyyantānaṃ vipācentānaṃ ye te bhikkhū appicchā pe te ujjhāyanti	35
tiriyaṃ sabbadhi sabbattatāya sabbāvantaṃ lokaṃ mettāsahagatena cetasā vipulena mahaggatena	35
sampajāno sukhañca kāyena paṭisaṃvedeti yaṃ taṃ ariyā ācikkhanti upekkhako	35
uddhamadho tiriyaṃ sabbadhi sabbattatāya sabbāvantaṃ lokaṃ mettāsahagatena cetasā vipulena	35
kiṃ maññatha bhikkhave rūpaṃ niccaṃ vā aniccaṃ vāti aniccaṃ	35
nibbidāya na virāgāya na nirodhāya na upasamāya na abhiññāya	35
na nirodhāya na upasamāya na abhiññāya na sambodhāya na	35
sabbadhi sabbattatāya sabbāvantaṃ lokaṃ mettāsahagatena cetasā vipulena mahaggatena appamāṇena	35
nisīdati pallaṅkaṃ ābhujitvā ujuṃ kāyaṃ paṇidhāya parimukhaṃ satiṃ upaṭṭhapetvā	35
taṃ kiṃ maññatha bhikkhave rūpaṃ niccaṃ vā aniccaṃ vāti	35
ye imañca lokaṃ parañca lokaṃ sayaṃ abhiññā sacchikatvā pavedentīti	35
evaṃ kalyāṇo kittisaddo abbhuggato itipi so bhagavā arahaṃ sammāsambuddho	35
kāyena paṭisaṃvedeti yaṃ taṃ ariyā ācikkhanti upekkhako satimā sukhavihārīti	35
ekaṃ samayaṃ bhagavā rājagahe viharati veḷuvane kalandakanivāpe tena kho	35
bhaṇantassa āpatti pārājikassa pubbevassa hoti musā bhaṇissanti bhaṇantassa hoti	35
pārājikassa pubbevassa hoti musā bhaṇissanti bhaṇantassa hoti musā bhaṇāmīti	35
āpatti pārājikassa pubbevassa hoti musā bhaṇissanti bhaṇantassa hoti musā	35
paṭisaṃvedeti yaṃ taṃ ariyā ācikkhanti upekkhako satimā sukhavihārīti tatiyaṃ	35
ujjhāyantānaṃ khiyyantānaṃ vipācentānaṃ ye te bhikkhū appicchā pe te	35
na virāgāya na nirodhāya na upasamāya na abhiññāya na	35
kismiṃ nu kho bhikkhave sati kiṃ upādāya kiṃ abhinivissa	35
so tato cuto amutra udapādiṃ tatrāpāsiṃ evaṃnāmo evaṃgotto evaṃvaṇṇo	35
virāgāya na nirodhāya na upasamāya na abhiññāya na sambodhāya	35
samayaṃ bhagavā rājagahe viharati veḷuvane kalandakanivāpe tena kho pana	35
appicchā pe tā ujjhāyanti khiyyanti vipācenti kathañhi nāma bhikkhuniyo	35
evamāyupariyanto so tato cuto amutra udapādiṃ tatrāpāsiṃ evaṃnāmo evaṃgotto	35
vipācentānaṃ ye te bhikkhū appicchā pe te ujjhāyanti khiyyanti	35
nirodhāya na upasamāya na abhiññāya na sambodhāya na nibbānāya	35
sabbattatāya sabbāvantaṃ lokaṃ mettāsahagatena cetasā vipulena mahaggatena appamāṇena averena	35
ghānena gandhaṃ ghāyitvā jivhāya rasaṃ sāyitvā kāyena phoṭṭhabbaṃ phusitvā	35
tato cuto amutra udapādiṃ tatrāpāsiṃ evaṃnāmo evaṃgotto evaṃvaṇṇo evamāhāro	35
desita ājānāti yathā yeme antarāyika dhamma vutta bhagavatā te	34
yathā yeme antarāyika dhamma vutta bhagavatā te paṭisevanta nālaṃ	34
amutrāsiṃ evaṃnāma evaṃgotta evaṃvaṇṇa evamāhāra evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanta so tato	34
bhagavatā dhamma desita ājānāti yathā yeme antarāyika dhamma vutta	34
gandha ghāyitvā jivhāya rasa sāyitvā kāya phoṭṭhabba phusitvā manasā	34
pe tā ujjhāyanti khiyyanti vipācenti kathañhi nāma ayyā thullanandā	34
evamāhāra evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanta so tato cuta idhūpapannoti iti sākāraṃ	34
dvepi jātiyo pe iti sākāraṃ sauddesaṃ anekavihita pubbenivāsa anussarati	34
evaṃgotta evaṃvaṇṇa evamāhāra evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanta so tato cuta amutra	34
ariya upavādaka micchādiṭṭhika micchādiṭṭhikammasamādāna te kāya bheda paraṃ maraṇa	34
dhamma desita ājānāti yathā yeme antarāyika dhamma vutta bhagavatā	34
na tumhākaṃ taṃ pajahati taṃ vo pahīna hitāya sukhāya	34
bhaṇita hoti musā mayā bhaṇitanti vinidhāya diṭṭhiṃ vinidhāya khantiṃ	34
bhaṇāmīti bhaṇita hoti musā mayā bhaṇitanti vinidhāya diṭṭhiṃ vinidhāya	34
vijjācaraṇasampanna sugata lokavidū anuttara purisadammasārathi satthā devamanussā buddha bhagavā	34
ghāyitvā jivhāya rasa sāyitvā kāya phoṭṭhabba phusitvā manasā dhamma	34
hoti pātimokkhasaṃvarasaṃvuta viharati ācāragocarasampanna aṇumatta vajja bhayadassāvī samādāya sikkhati	34
yeme antarāyika dhamma vutta bhagavatā te paṭisevanta nālaṃ antarāyāyāti	34
lokoti vā pe neva hoti na na hoti tathāgata	34
gotama evaṃ kalyāṇa kittisadda abbhuggata itipi so bhagavā arahaṃ	34
ājānāti yathā yeme antarāyika dhamma vutta bhagavatā te paṭisevanta	34
tathāgata āsabha ṭhānaṃ paṭijānāti parisā sīhanāda nadati brahmacakka pavatteti	34
tatrāpāsiṃ evaṃnāma evaṃgotta evaṃvaṇṇa evamāhāra evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanta so tato	34
kathaṃ sāraṇīya vītisāretvā ekamantaṃ nisīdi ekamantaṃ nisinna kho āyasmā	34
evaṃgotta evaṃvaṇṇa evamāhāra evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanta so tato cuta idhūpapannoti	34
evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanta so tato cuta idhūpapannoti iti sākāraṃ sauddesaṃ	34
āvuso bhagavā saṃkhittena uddesaṃ uddisitvā vitthārena atthaṃ avibhajitvā uṭṭhāyāsanā	34
evaṃvaṇṇa evamāhāra evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanta so tato cuta idhūpapannoti iti	34
evaṃvaṇṇa evamāhāra evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanta so tato cuta amutra udapādi	34
bhaṇāmīti bhaṇitassa hoti musā mayā bhaṇitanti vinidhāya diṭṭhiṃ vinidhāya	34
eko vūpakaṭṭho appamatto ātāpī pahitatto viharanto nacirasseva yassatthāya kulaputtā	34
desitaṃ ājānāmi yathā yeme antarāyikā dhammā vuttā bhagavatā te	34
ārocesuṃ atha kho bhagavā etasmiṃ nidāne etasmiṃ pakaraṇe dhammiṃ	34
vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā	34
gotamaṃ evaṃ kalyāṇo kittisaddo abbhuggato itipi so bhagavā arahaṃ	34
appamatto ātāpī pahitatto viharanto nacirasseva yassatthāya kulaputtā sammadeva agārasmā	34
bhaṇitassa hoti musā mayā bhaṇitanti vinidhāya diṭṭhiṃ vinidhāya khantiṃ	34
ghāyitvā jivhāya rasaṃ sāyitvā kāyena phoṭṭhabbaṃ phusitvā manasā dhammaṃ	34
ariyā ācikkhanti upekkhako satimā sukhavihārīti tatiyaṃ jhānaṃ upasampajja viharati	34
evaṃgotto evaṃvaṇṇo evamāhāro evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanto so tato cuto amutra	34
evaṃgotto evaṃvaṇṇo evamāhāro evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanto so tato cuto idhūpapannoti	34
āvuso bhagavā saṃkhittena uddesaṃ uddisitvā vitthārena atthaṃ avibhajitvā uṭṭhāyāsanā	34
evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanto so tato cuto idhūpapannoti iti sākāraṃ sauddesaṃ	34
ariyānaṃ upavādakā micchādiṭṭhikā micchādiṭṭhikammasamādānā te kāyassa bhedā paraṃ maraṇā	34
so dhammaṃ deseti ādikalyāṇaṃ majjhekalyāṇaṃ pariyosānakalyāṇaṃ sātthaṃ sabyañjanaṃ kevalaparipuṇṇaṃ	34
evaṃvaṇṇo evamāhāro evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanto so tato cuto amutra udapādiṃ	34
tathāgato āsabhaṃ ṭhānaṃ paṭijānāti parisāsu sīhanādaṃ nadati brahmacakkaṃ pavatteti	34
evaṃvaṇṇo evamāhāro evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanto so tato cuto idhūpapannoti iti	34
gandhaṃ ghāyitvā jivhāya rasaṃ sāyitvā kāyena phoṭṭhabbaṃ phusitvā manasā	34
dhammaṃ desitaṃ ājānāmi yathā yeme antarāyikā dhammā vuttā bhagavatā	34
yeme antarāyikā dhammā vuttā bhagavatā te paṭisevato nālaṃ antarāyāyāti	34
evamāhāro evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanto so tato cuto idhūpapannoti iti sākāraṃ	34
yathā yeme antarāyikā dhammā vuttā bhagavatā te paṭisevato nālaṃ	34
amutrāsiṃ evaṃnāmo evaṃgotto evaṃvaṇṇo evamāhāro evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanto so tato	34
ājānāmi yathā yeme antarāyikā dhammā vuttā bhagavatā te paṭisevato	34
tatrāpāsiṃ evaṃnāmo evaṃgotto evaṃvaṇṇo evamāhāro evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanto so tato	34
bhagavatā dhammaṃ desitaṃ ājānāmi yathā yeme antarāyikā dhammā vuttā	34
na tumhākaṃ taṃ pajahatha taṃ vo pahīnaṃ hitāya sukhāya	34
vūpakaṭṭho appamatto ātāpī pahitatto viharanto nacirasseva yassatthāya kulaputtā sammadeva	34
hoti pātimokkhasaṃvarasaṃvuto viharati ācāragocarasampanno aṇumattesu vajjesu bhayadassāvī samādāya sikkhati	34
pe tā ujjhāyanti khiyyanti vipācenti kathañhi nāma ayyā thullanandā	34
lokoti vā pe neva hoti na na hoti tathāgato	34
sīlavā hoti pātimokkhasaṃvarasaṃvuto viharati ācāragocarasampanno aṇumattesu vajjesu bhayadassāvī samādāya	34
evamāhāra evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanta so tato cuta amutra udapādi tatrāpāsiṃ	33
pācittiyanti evañcidaṃ bhagavatā bhikkhu sikkhāpada paññatta hoti tena kho	33
upasaṅkamitvā bhagavant abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinna kho so	33
upasampajja vihāsi khīṇa jāti vusita brahmacariyaṃ kata karaṇīya nāpara	33
evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanta so tato cuta amutra udapādi tatrāpāsiṃ evaṃnāma	33
āvuso ariyasāvaka sammādiṭṭhi hoti ujugatāssa diṭṭhi dhamma aveccappasāda samannāgata	33
ariyasāvaka buddha aveccappasāda samannāgata hoti itipi so bhagavā pe	33
samannāgata ariya upavādaka micchādiṭṭhika micchādiṭṭhikammasamādāna te kāya bheda paraṃ	33
loka sadevaka samāraka sabrahmaka sassamaṇabrāhmaṇa pajā sadevamanussa sayaṃ abhiññā	33
imaṃ loka sadevaka samāraka sabrahmaka sassamaṇabrāhmaṇa pajā sadevamanussa sayaṃ	33
pe satthā devamanussā buddha bhagavāti dhamma pe saṅgha pe	33
manussa ujjhāyanta khiyyanta vipācenta ye te bhikkhū appiccha pe	33
nissaggiya imāhaṃ saṅgha nissajjāmīti pe dadeyyāti pe dadeyyunti pe	33
vihāsi khīṇa jāti vusita brahmacariyaṃ kata karaṇīya nāpara itthattāyāti	33
samāraka sabrahmaka sassamaṇabrāhmaṇa pajā sadevamanussa sayaṃ abhiññā sacchikatvā pavedeti	33
ye ca kho keci bhikkhave samaṇa vā brāhmaṇa vā	33
cuta amutra udapādi tatrāpāsiṃ evaṃnāma evaṃgotta evaṃvaṇṇa evamāhāra evaṃsukhadukkhappaṭisaṃvedī	33
abhiññā sacchikatvā upasampajja vihāsi khīṇa jāti vusita brahmacariyaṃ kata	33
