5 words	count
sātthaṃ sabyañjanaṃ kevalaparipuṇṇaṃ parisuddhaṃ brahmacariyaṃ	84
hoti ca na ca hoti	84
dibbena cakkhunā visuddhena atikkantamānusakena satte	84
etamatthaṃ viditvā tāyaṃ velā imaṃ	83
puggala santo saṃvijjamāna loka katama	83
cetasā vipula mahaggata appamāṇa avera	83
cetasā vipulena mahaggatena appamāṇena averena	83
etamatthaṃ viditvā tāyaṃ velāyaṃ imaṃ	83
puggalā santo saṃvijjamānā lokasmiṃ katame	83
jetavana anāthapiṇḍika ārāma atha kho	82
ca na ca hoti tathāgata	82
nisinna kho so bhikkhu bhagavant	82
viditvā tāyaṃ velā imaṃ udānaṃ	82
na ca hoti tathāgata paraṃ	82
na ca hoti tathāgato paraṃ	82
nisinno kho so bhikkhu bhagavantaṃ	82
jetavane anāthapiṇḍikassa ārāme atha kho	82
viditvā tāyaṃ velāyaṃ imaṃ udānaṃ	82
ca na ca hoti tathāgato	82
viharati jetavana anāthapiṇḍika ārāma atha	80
evamidhekacca sattā kāya bheda paraṃ	80
viharati jetavane anāthapiṇḍikassa ārāme atha	80
evamidhekacce sattā kāyassa bhedā paraṃ	80
hīna paṇīta suvaṇṇa dubbaṇṇa sugata	79
upapajjamāna hīna paṇīta suvaṇṇa dubbaṇṇa	79
pallaṅka ābhujitvā ujuṃ kāyaṃ paṇidhāya	79
paṇīta suvaṇṇa dubbaṇṇa sugata duggata	79
cavamāna upapajjamāna hīna paṇīta suvaṇṇa	79
cavamāne upapajjamāne hīne paṇīte suvaṇṇe	79
upapajjamāne hīne paṇīte suvaṇṇe dubbaṇṇe	79
paṇīte suvaṇṇe dubbaṇṇe sugate duggate	79
tena kho pana samayena sambahulā	79
hīne paṇīte suvaṇṇe dubbaṇṇe sugate	79
nisīdiṃsu ekamantaṃ nisinnā kho te	79
pallaṅkaṃ ābhujitvā ujuṃ kāyaṃ paṇidhāya	79
kho te bhikkhū bhagavato paccassosi	78
akusala dhamma abhivaḍḍhati kusalā dhamma	78
khiyyanti vipācenti kathañhi nāma chabbaggiya	78
akusalā dhammā abhivaḍḍhanti kusalā dhammā	78
khiyyanti vipācenti kathañhi nāma chabbaggiyā	78
aniccaṃ vāti aniccaṃ bhante yaṃ	78
kho te bhikkhū bhagavato paccassosuṃ	78
idamavoca bhagavā attamana te bhikkhū	77
maggaṃ bhāveti ariya aṭṭhaṅgika maggaṃ	77
ariya aṭṭhaṅgika maggaṃ bhāveti ariya	77
aṭṭhaṅgika maggaṃ bhāveti ariya aṭṭhaṅgika	77
bhagavā attamana te bhikkhū bhagavato	77
atha kho rājā pasenadi kosala	77
dutiyaṃ tathā tatiyaṃ tathā catutthaṃ	77
tathā dutiyaṃ tathā tatiyaṃ tathā	77
attamana te bhikkhū bhagavato bhāsita	77
dutiyaṃ tathā tatiyaṃ tathā catutthaṃ	77
idamavoca bhagavā attamanā te bhikkhū	77
bhagavā attamanā te bhikkhū bhagavato	77
attamanā te bhikkhū bhagavato bhāsitaṃ	77
tathā dutiyaṃ tathā tatiyaṃ tathā	77
atha kho rājā pasenadi kosalo	77
pe āpatti tvaṃ bhikkhu āpanna	76
tiriyaṃ sabbadhi sabbattata sabbāvant loka	76
te bhikkhū bhagavato bhāsita abhinandunti	76
ahosi pe āpatti tvaṃ bhikkhu	76
esohamasmi eso me attāti no	76
satimant vineyya loka abhijjhādomanassa vedanā	76
uddhamadho tiriyaṃ sabbadhi sabbattata sabbāvant	76
bhagavā etasmiṃ nidāna etasmiṃ pakaraṇa	76
tassa kukkucca ahosi pe āpatti	76
atha kho bhagavā etasmiṃ nidāna	76
kho bhagavā etasmiṃ nidāna etasmiṃ	76
pe satthā devamanussā buddha bhagavāti	76
iti uddhamadho tiriyaṃ sabbadhi sabbattata	76
kukkucca ahosi pe āpatti tvaṃ	76
ahosi pe āpattiṃ tvaṃ bhikkhu	76
kukkuccaṃ ahosi pe āpattiṃ tvaṃ	76
pe āpattiṃ tvaṃ bhikkhu āpanno	76
uddhamadho tiriyaṃ sabbadhi sabbattatāya sabbāvantaṃ	76
kho bhagavā etasmiṃ nidāne etasmiṃ	76
tassa kukkuccaṃ ahosi pe āpattiṃ	76
iti uddhamadho tiriyaṃ sabbadhi sabbattatāya	76
te bhikkhū bhagavato bhāsitaṃ abhinandunti	76
tiriyaṃ sabbadhi sabbattatāya sabbāvantaṃ lokaṃ	76
esohamasmi eso me attāti no	76
atha kho bhagavā etasmiṃ nidāne	76
pe satthā devamanussānaṃ buddho bhagavāti	76
bhagavā etasmiṃ nidāne etasmiṃ pakaraṇe	76
vāti aniccaṃ bhante yaṃ panāniccaṃ	76
dhammī kathaṃ katvā bhikkhū āmantesi	75
akusala dhamma parihāyati kusalā dhamma	75
anekavihita pubbenivāsa anussarati seyyathidaṃ ekampi	75
me attāti no hetaṃ bhante	75
itipi so bhagavā arahaṃ sammāsambuddha	75
so evaṃ samāhita citta parisuddha	75
eso me attāti no hetaṃ	75
eso me attāti no hetaṃ	75
so evaṃ samāhite citte parisuddhe	75
satimā vineyya loke abhijjhādomanassaṃ vedanāsu	75
me attāti no hetaṃ bhante	75
akusalā dhammā parihāyanti kusalā dhammā	75
dhammiṃ kathaṃ katvā bhikkhū āmantesi	75
ekamantaṃ nisinnā kho te bhikkhū	75
abhivādetvā ekamantaṃ nisīdiṃsu ekamantaṃ nisinnā	75
itipi so bhagavā arahaṃ sammāsambuddho	75
pubbenivāsa anussarati seyyathidaṃ ekampi jāti	74
samanupassituṃ etaṃ mama esohamasmi eso	74
kho bhikkhave appaka te sattā	74
dukkhaṃ vipariṇāmadhamma kallaṃ nu taṃ	74
taṃ samanupassituṃ etaṃ mama esohamasmi	74
vipariṇāmadhamma kallaṃ nu taṃ samanupassituṃ	74
kallaṃ nu taṃ samanupassituṃ etaṃ	74
nu taṃ samanupassituṃ etaṃ mama	74
bhāsissāmīti evaṃ bhanteti kho te	74
sāratta ca bhikkhu ca naṃ	74
tadanuttaraṃ brahmacariyapariyosāna diṭṭheva dhamma sayaṃ	74
panāniccaṃ dukkhaṃ vipariṇāmadhamma kallaṃ nu	74
yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhamma kallaṃ	74
tesaṃ manussa ujjhāyanta khiyyanta vipācenta	74
bhikkhave appaka te sattā ye	74
brahmacariyapariyosāna diṭṭheva dhamma sayaṃ abhiññā	74
brahmacariyapariyosānaṃ diṭṭheva dhamme sayaṃ abhiññā	74
panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ kallaṃ nu	74
kho bhikkhave appakā te sattā	74
nu taṃ samanupassituṃ etaṃ mama	74
bhikkhave appakā te sattā ye	74
taṃ samanupassituṃ etaṃ mama esohamasmi	74
dukkhaṃ vipariṇāmadhammaṃ kallaṃ nu taṃ	74
sāratto ca bhikkhu ca naṃ	74
tesaṃ manussānaṃ ujjhāyantānaṃ khiyyantānaṃ vipācentānaṃ	74
bhāsissāmīti evaṃ bhanteti kho te	74
vipariṇāmadhammaṃ kallaṃ nu taṃ samanupassituṃ	74
yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ kallaṃ	74
samanupassituṃ etaṃ mama esohamasmi eso	74
kallaṃ nu taṃ samanupassituṃ etaṃ	74
tadanuttaraṃ brahmacariyapariyosānaṃ diṭṭheva dhamme sayaṃ	74
sākāraṃ sauddesaṃ anekavihita pubbenivāsa anussarati	73
pabbajanti tadanuttaraṃ brahmacariyapariyosāna diṭṭheva dhamma	73
sammadeva agāra anagāriyaṃ pabbajanti tadanuttaraṃ	73
soka parideva dukkha domanassa upāyāsa	73
agāra anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosāna	73
sādhukaṃ manasi karoti bhāsissāmīti evaṃ	73
ceteti upakkamati muccati āpatti saṅghādisesa	73
kulaputta sammadeva agāra anagāriyaṃ pabbajanti	73
sādhukaṃ manasi karotha bhāsissāmīti evaṃ	73
kulaputtā sammadeva agārasmā anagāriyaṃ pabbajanti	73
maraṇā sugatiṃ saggaṃ lokaṃ upapajjati	73
netaṃ moghapurisā appasannānaṃ vā pasādāya	73
ceteti upakkamati muccati āpatti saṅghādisesassa	73
sammadeva agārasmā anagāriyaṃ pabbajanti tadanuttaraṃ	73
sokehi paridevehi dukkhehi domanassehi upāyāsehi	73
maraṇā sugatiṃ saggaṃ lokaṃ upapajjanti	73
pabbajanti tadanuttaraṃ brahmacariyapariyosānaṃ diṭṭheva dhamme	73
agārasmā anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosānaṃ	73
itipi so bhagavā pe satthā	72
so bhagavā pe satthā devamanussā	72
bhagavā pe satthā devamanussā buddha	72
anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosāna diṭṭheva	72
kho āyasmā ānanda bhagavant etadavoca	72
hoti tena kho pana samaya	72
jetavana anāthapiṇḍika ārāma tatra kho	72
viharati jetavana anāthapiṇḍika ārāma tatra	72
bhavaṃ gotama dhāretu ajjatagge pāṇupeta	72
hoti tena kho pana samayena	72
bhagavā pe satthā devamanussānaṃ buddho	72
itipi so bhagavā pe satthā	72
so bhagavā pe satthā devamanussānaṃ	72
kho āyasmā ānando bhagavantaṃ etadavoca	72
viharati jetavane anāthapiṇḍikassa ārāme tatra	72
anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosānaṃ diṭṭheva	72
jetavane anāthapiṇḍikassa ārāme tatra kho	72
cakkhu visuddha atikkantamānusaka satta passati	71
ekamantaṃ nisinna kho āyasmā ānanda	71
suvaṇṇa dubbaṇṇa sugata duggata yathākammūpaga	71
tathā tatiyaṃ tathā catutthaṃ iti	71
dubbaṇṇa sugata duggata yathākammūpaga satta	71
pe samaṇa khalu bho gotama	71
tathūpamāhaṃ bhikkhave imaṃ puggala vadāmi	71
tathūpamāhaṃ bhikkhave imaṃ puggalaṃ vadāmi	71
suvaṇṇe dubbaṇṇe sugate duggate yathākammūpage	71
tathā tatiyaṃ tathā catutthaṃ iti	71
dubbaṇṇe sugate duggate yathākammūpage satte	71
tena kho pana samayena aññatarassa	71
ekamantaṃ nisinno kho āyasmā ānando	71
bhante hetu ko paccaya yena	70
catutthaṃ iti uddhamadho tiriyaṃ sabbadhi	70
tena kho pana samaya bhagavā	70
tathā catutthaṃ iti uddhamadho tiriyaṃ	70
tatiyaṃ tathā catutthaṃ iti uddhamadho	70
hoti khīṇa jāti vusita brahmacariyaṃ	70
cetasā eka disaṃ pharitvā viharati	70
bhagavant etadavoca ko nu kho	70
tathā catutthaṃ iti uddhamadho tiriyaṃ	70
moghapurisā appasannānaṃ vā pasādāya pe	70
tatiyaṃ tathā catutthaṃ iti uddhamadho	70
tena kho pana samayena bhagavā	70
dhammesu dhammānupassī viharati ātāpī sampajāno	70
dhammānupassī viharati ātāpī sampajāno satimā	70
catutthaṃ iti uddhamadho tiriyaṃ sabbadhi	70
bhante hetu ko paccayo yena	70
hoti khīṇā jāti vusitaṃ brahmacariyaṃ	70
ca pahāna dukkha ca pahāna	69
kho bhagavā pubbaṇhasamayaṃ nivāsetvā pattacīvaramādāya	69
so bhagavā arahaṃ sammāsambuddha vijjācaraṇasampanna	69
visuddha atikkantamānusaka satta passati cavamāna	69
sukha ca pahāna dukkha ca	69
gotama dhāretu ajjatagge pāṇupeta saraṇa	69
seyyathidaṃ ekampi jāti dvepi jātiyo	69
bhagavā pe kathañhi nāma tumhe	69
so bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno	69
kāye kāyānupassī viharati ātāpī sampajāno	69
ca pahānā dukkhassa ca pahānā	69
kho bhagavā pubbaṇhasamayaṃ nivāsetvā pattacīvaramādāya	69
sukhassa ca pahānā dukkhassa ca	69
samārake sabrahmake sassamaṇabrāhmaṇiyā pajāya sadevamanussāya	69
aniccaṃ bhante yaṃ panāniccaṃ dukkhaṃ	69
kāyānupassī viharati ātāpī sampajāno satimā	69
seyyathidaṃ ekampi jātiṃ dvepi jātiyo	69
pītisukhaṃ paṭhamaṃ jhānaṃ upasampajja viharati	69
bhagavā pe kathañhi nāma tumhe	69
bhagavā arahaṃ sammāsambuddha vijjācaraṇasampanna sugata	68
pācittiyanti yo panāti yo yādisa	68
evaṃnāma evaṃgotta evaṃvaṇṇa evamāhāra evaṃsukhadukkhappaṭisaṃvedī	68
atikkantamānusaka satta passati cavamāna upapajjamāna	68
evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanta so tato cuta	68
paññatta hoti tena kho pana	68
hoti tañca pajānāti yathā ca	68
evamāhāra evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanta so tato	68
sikkhāpada paññatta hoti tena kho	68
pe kathañhi nāma tumhe moghapurisa	68
yassatthāya kulaputta sammadeva agāra anagāriyaṃ	68
evaṃgotta evaṃvaṇṇa evamāhāra evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanta	68
anussarati seyyathidaṃ ekampi jāti dvepi	68
niṭṭhita tena samaya buddha bhagavā	68
evaṃvaṇṇa evamāhāra evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanta so	68
atha kho bhagavā pubbaṇhasamayaṃ nivāsetvā	68
loke samārake sabrahmake sassamaṇabrāhmaṇiyā pajāya	68
khiyyanti vipācenti kathañhi nāma bhikkhuniyo	68
paññattaṃ hoti tena kho pana	68
evamāhāro evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanto so tato	68
evaṃvaṇṇo evamāhāro evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanto so	68
bhagavantaṃ etadavoca ko nu kho	68
evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanto so tato cuto	68
evaṃnāmo evaṃgotto evaṃvaṇṇo evamāhāro evaṃsukhadukkhappaṭisaṃvedī	68
yassatthāya kulaputtā sammadeva agārasmā anagāriyaṃ	68
bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno sugato	68
hoti tañca pajānāti yathā ca	68
sikkhāpadaṃ paññattaṃ hoti tena kho	68
pe kathañhi nāma tumhe moghapurisā	68
evaṃgotto evaṃvaṇṇo evamāhāro evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanto	68
atha kho bhagavā pubbaṇhasamayaṃ nivāsetvā	68
pācittiyanti yo panāti yo yādiso	68
niṭṭhitaṃ tena samayena buddho bhagavā	68
āpanna pārājikanti tena kho pana	67
ajjhattaṃ sampasādana cetaso ekodibhāva avitakka	67
sampasādana cetaso ekodibhāva avitakka avicāra	67
satta passati cavamāna upapajjamāna hīna	67
nicca vā anicca vāti anicca	67
vitakkavicārā vūpasama ajjhattaṃ sampasādana cetaso	67
passati cavamāna upapajjamāna hīna paṇīta	67
kho bhante hetu ko paccaya	67
ko nu kho bhante hetu	67
nu kho bhante hetu ko	67
pārājikanti tena kho pana samaya	67
vūpasama ajjhattaṃ sampasādana cetaso ekodibhāva	67
ajjhattaṃ sampasādanaṃ cetaso ekodibhāvaṃ avitakkaṃ	67
sampasādanaṃ cetaso ekodibhāvaṃ avitakkaṃ avicāraṃ	67
vūpasamā ajjhattaṃ sampasādanaṃ cetaso ekodibhāvaṃ	67
vitakkavicārānaṃ vūpasamā ajjhattaṃ sampasādanaṃ cetaso	67
pārājikanti tena kho pana samayena	67
nu kho bhante hetu ko	67
ko nu kho bhante hetu	67
kho bhante hetu ko paccayo	67
anekapariyāyena vigarahitvā bhagavato etamatthaṃ ārocesi	66
ñāṇa hoti khīṇa jāti vusita	66
manasi karoti bhāsissāmīti evaṃ bhanteti	66
avicāra samādhija pītisukha dutiyaṃ jhāna	66
taṃ netaṃ mama nesohamasmi na	66
āpatti thullaccayassāti tena kho pana	66
cetaso ekodibhāva avitakka avicāra samādhija	66
vimuccati vimutta vimuttamiti ñāṇa hoti	66
samaya bhagavā rājagaha viharati veḷuvana	66
appatta pattiyā anadhigata adhigama asacchikata	66
jātiyā jarāya maraṇa soka parideva	66
pe dhamma dhammānupassī viharati ātāpī	66
karoti bhāsissāmīti evaṃ bhanteti kho	66
thullaccayassāti tena kho pana samaya	66
avitakka avicāra samādhija pītisukha dutiyaṃ	66
namati ātappa anuyoga sātacca padhāna	66
jarāya maraṇa soka parideva dukkha	66
vimutta vimuttamiti ñāṇa hoti khīṇa	66
vimuttamiti ñāṇa hoti khīṇa jāti	66
maraṇa soka parideva dukkha domanassa	66
ekodibhāva avitakka avicāra samādhija pītisukha	66
ñāṇaṃ hoti khīṇā jāti vusitaṃ	66
taṃ netaṃ mama nesohamasmi na	66
ekodibhāvaṃ avitakkaṃ avicāraṃ samādhijaṃ pītisukhaṃ	66
namati ātappāya anuyogāya sātaccāya padhānāya	66
avicāraṃ samādhijaṃ pītisukhaṃ dutiyaṃ jhānaṃ	66
āpatti thullaccayassāti tena kho pana	66
thullaccayassāti tena kho pana samayena	66
ādikalyāṇaṃ majjhekalyāṇaṃ pariyosānakalyāṇaṃ sātthaṃ sabyañjanaṃ	66
avitakkaṃ avicāraṃ samādhijaṃ pītisukhaṃ dutiyaṃ	66
jarāya maraṇena sokehi paridevehi dukkhehi	66
manasi karotha bhāsissāmīti evaṃ bhanteti	66
vimuttamiti ñāṇaṃ hoti khīṇā jāti	66
ekamantaṃ aṭṭhāsi ekamantaṃ ṭhito kho	66
jātiyā jarāya maraṇena sokehi paridevehi	66
vimuccati vimuttasmiṃ vimuttamiti ñāṇaṃ hoti	66
maraṇena sokehi paridevehi dukkhehi domanassehi	66
majjhekalyāṇaṃ pariyosānakalyāṇaṃ sātthaṃ sabyañjanaṃ kevalaparipuṇṇaṃ	66
cetaso ekodibhāvaṃ avitakkaṃ avicāraṃ samādhijaṃ	66
karotha bhāsissāmīti evaṃ bhanteti kho	66
vimuttasmiṃ vimuttamiti ñāṇaṃ hoti khīṇā	66
pariyosānakalyāṇaṃ sātthaṃ sabyañjanaṃ kevalaparipuṇṇaṃ parisuddhaṃ	66
appattassa pattiyā anadhigatassa adhigamāya asacchikatassa	66
samayaṃ bhagavā rājagahe viharati veḷuvane	66
ca pahāna pubbeva somanassadomanassa atthaṅgama	65
pahāna dukkha ca pahāna pubbeva	65
evaṃ passaṃ bhikkhave sutavant ariyasāvaka	65
dukkha ca pahāna pubbeva somanassadomanassa	65
paṭiggaṇhāti vīmaṃsati paccāharati āpatti saṅghādisesa	65
anāthapiṇḍika ārāma tatra kho bhagavā	65
manosamphassapaccayā uppajjati vedayita sukhaṃ vā	65
bhikkhu kāye kāyānupassī viharati ātāpī	65
pahānā dukkhassa ca pahānā pubbeva	65
evaṃ passaṃ bhikkhave sutavā ariyasāvako	65
anāthapiṇḍikassa ārāme tatra kho bhagavā	65
manosamphassapaccayā uppajjati vedayitaṃ sukhaṃ vā	65
paṭiggaṇhāti vīmaṃsati paccāharati āpatti saṅghādisesassa	65
dukkhassa ca pahānā pubbeva somanassadomanassānaṃ	65
ca pahānā pubbeva somanassadomanassānaṃ atthaṅgamā	65
ariya aṭṭhaṅgika maggaṃ bhāventa ariya	64
bhikkhave bhikkhu ariya aṭṭhaṅgika maggaṃ	64
evañcidaṃ bhagavatā bhikkhu sikkhāpada paññatta	64
viharati tathā dutiyaṃ tathā tatiyaṃ	64
bhāventa ariya aṭṭhaṅgika maggaṃ bahulīkaronta	64
pharitvā viharati tathā dutiyaṃ tathā	64
maggaṃ bhāventa ariya aṭṭhaṅgika maggaṃ	64
eka disaṃ pharitvā viharati tathā	64
ārāma tatra kho bhagavā bhikkhū	64
bhagavatā bhikkhu sikkhāpada paññatta hoti	64
disaṃ pharitvā viharati tathā dutiyaṃ	64
pe saccaṃ kira tumhe bhikkhave	64
aṭṭhaṅgika maggaṃ bhāventa ariya aṭṭhaṅgika	64
bhagavatā bhikkhūnaṃ sikkhāpadaṃ paññattaṃ hoti	64
maggaṃ bhāvento ariyaṃ aṭṭhaṅgikaṃ maggaṃ	64
sadevake loke samārake sabrahmake sassamaṇabrāhmaṇiyā	64
ārāme tatra kho bhagavā bhikkhū	64
bhikkhave bhikkhu ariyaṃ aṭṭhaṅgikaṃ maggaṃ	64
aṭṭhaṅgikaṃ maggaṃ bhāvento ariyaṃ aṭṭhaṅgikaṃ	64
ariyaṃ aṭṭhaṅgikaṃ maggaṃ bhāvento ariyaṃ	64
pe saccaṃ kira tumhe bhikkhave	64
dhammaṃ sayaṃ abhiññā sacchikatvā upasampajja	64
evañcidaṃ bhagavatā bhikkhūnaṃ sikkhāpadaṃ paññattaṃ	64
bhāvento ariyaṃ aṭṭhaṅgikaṃ maggaṃ bahulīkaronto	64
idha pana bhikkhave ekacca jhāyī	63
pahāna pubbeva somanassadomanassa atthaṅgama adukkhamasukha	63
pubbeva somanassadomanassa atthaṅgama adukkhamasukha upekkhāsatipārisuddhi	63
pe neva hoti na na	63
bhikkhuṃ pahiṇanta gaccha bhante itthannāma	63
somanassadomanassa atthaṅgama adukkhamasukha upekkhāsatipārisuddhi catutthaṃ	63
atthaṅgama adukkhamasukha upekkhāsatipārisuddhi catutthaṃ jhāna	63
atha kho āyasmā ānanda yena	63
atthaṅgamā adukkhamasukhaṃ upekkhāsatipārisuddhiṃ catutthaṃ jhānaṃ	63
bhavaṃ gotamo dhāretu ajjatagge pāṇupetaṃ	63
bhikkhuṃ pahiṇati gaccha bhante itthannāmaṃ	63
pe neva hoti na na	63
anekapariyāyena vigarahitvā bhagavato etamatthaṃ ārocesuṃ	63
idha pana bhikkhave ekacco jhāyī	63
pubbeva somanassadomanassānaṃ atthaṅgamā adukkhamasukhaṃ upekkhāsatipārisuddhiṃ	63
somanassadomanassānaṃ atthaṅgamā adukkhamasukhaṃ upekkhāsatipārisuddhiṃ catutthaṃ	63
pahānā pubbeva somanassadomanassānaṃ atthaṅgamā adukkhamasukhaṃ	63
atha kho āyasmā ānando yena	63
gotamo dhāretu ajjatagge pāṇupetaṃ saraṇaṃ	63
bhikkhu kāye kāyānupassī viharati ātāpī	63
evaṃ passaṃ pe nāpara itthattāyāti	62
vā ukkujjeyya paṭicchanna vā vivarati	62
sugata duggata yathākammūpaga satta pajānāti	62
kho te bhikkhū bhagavant etadavoca	62
adukkhamasukha upekkhāsatipārisuddhi catutthaṃ jhāna upasampajja	62
vivarati mūḷha vā maggaṃ ācikkhati	62
ācikkhati andhakāra vā telapajjota dhāreti	62
sutaṃ eka samaya bhagavā rājagaha	62
vā maggaṃ ācikkhati andhakāra vā	62
ukkujjeyya paṭicchanna vā vivarati mūḷha	62
paṭicchanna vā vivarati mūḷha vā	62
maggaṃ ācikkhati andhakāra vā telapajjota	62
katama pañca idha bhikkhave bhikkhu	62
vā vivarati mūḷha vā maggaṃ	62
bhikkhave bhikkhu kāye kāyānupassī viharati	62
bhagavant etadavoca abhikkantaṃ bho gotama	62
andhakāra vā telapajjota dhāreti cakkhumant	62
bahulīkata yānīkata vatthukata anuṭṭhita paricita	62
telapajjota dhāreti cakkhumant rūpa dakkhantīti	62
āpatti tvaṃ bhikkhu āpanna pārājikanti	62
nisinna kho te bhikkhū bhagavant	62
vā telapajjota dhāreti cakkhumant rūpa	62
mūḷha vā maggaṃ ācikkhati andhakāra	62
adukkhamasukhaṃ upekkhāsatipārisuddhiṃ catutthaṃ jhānaṃ upasampajja	62
maggaṃ ācikkheyya andhakāre vā telapajjotaṃ	62
mūḷhassa vā maggaṃ ācikkheyya andhakāre	62
vā ukkujjeyya paṭicchannaṃ vā vivareyya	62
paṭicchannaṃ vā vivareyya mūḷhassa vā	62
vivareyya mūḷhassa vā maggaṃ ācikkheyya	62
ācikkheyya andhakāre vā telapajjotaṃ dhāreyya	62
vā maggaṃ ācikkheyya andhakāre vā	62
āpattiṃ tvaṃ bhikkhu āpanno pārājikanti	62
telapajjotaṃ dhāreyya cakkhumanto rūpāni dakkhantīti	62
bhikkhave bhikkhu kāye kāyānupassī viharati	62
evaṃ passaṃ pe nāparaṃ itthattāyāti	62
andhakāre vā telapajjotaṃ dhāreyya cakkhumanto	62
vā telapajjotaṃ dhāreyya cakkhumanto rūpāni	62
vā vivareyya mūḷhassa vā maggaṃ	62
kho te bhikkhū bhagavantaṃ etadavocuṃ	62
ukkujjeyya paṭicchannaṃ vā vivareyya mūḷhassa	62
ābhujitvā ujuṃ kāyaṃ paṇidhāya parimukhaṃ	61
evametassa kevala dukkhakkhandha samudaya hoti	61
yampidaṃ manosamphassapaccayā uppajjati vedayita sukhaṃ	61
passaṃ pe nāpara itthattāyāti pajānātīti	61
ujuṃ kāyaṃ paṇidhāya parimukhaṃ satiṃ	61
kāyaṃ paṇidhāya parimukhaṃ satiṃ upaṭṭhapetvā	61
vipula mahaggata appamāṇa avera abyāpajja	61
maṃ bhavaṃ gotama dhāretu ajjatagge	61
upāsaka maṃ bhavaṃ gotama dhāretu	61
āpatti vācāya vācāya pācittiya upasampanna	61
vācāya vācāya pācittiya upasampanna upasampanna	61
eka vūpakaṭṭha appamatta ātāpī pahitatta	61
kho bhikkhave catūhi dhamma samannāgata	61
ābhujitvā ujuṃ kāyaṃ paṇidhāya parimukhaṃ	61
yampidaṃ manosamphassapaccayā uppajjati vedayitaṃ sukhaṃ	61
ujuṃ kāyaṃ paṇidhāya parimukhaṃ satiṃ	61
kāyaṃ paṇidhāya parimukhaṃ satiṃ upaṭṭhapetvā	61
upāsakaṃ maṃ bhavaṃ gotamo dhāretu	61
eko vūpakaṭṭho appamatto ātāpī pahitatto	61
evametassa kevalassa dukkhakkhandhassa samudayo hoti	61
passaṃ pe nāparaṃ itthattāyāti pajānātīti	61
sutaṃ ekaṃ samayaṃ bhagavā rājagahe	61
āpatti vācāya vācāya pācittiyassa upasampanno	61
vipulena mahaggatena appamāṇena averena abyāpajjena	61
maṃ bhavaṃ gotamo dhāretu ajjatagge	61
uddesa uddiṭṭha vitthārena atthaṃ avibhatta	60
bhagavatā saṃkhittena uddesa uddiṭṭha vitthārena	60
pe kathañhi nāma bhikkhave bhikkhunī	60
ye hi keci bhikkhave samaṇa	60
hi keci bhikkhave samaṇa vā	60
saṃkhittena uddesa uddiṭṭha vitthārena atthaṃ	60
akālika ehipassika opaneyyika paccattaṃ veditabba	60
pe saccaṃ kira bhikkhave bhikkhunī	60
bahujanasukhāya lokānukampā atthāya hitāya sukhāya	60
pañcannaṃ orambhāgiya saṃyojana parikkhaya opapātika	60
bhagavatā saṃkhittena uddesassa uddiṭṭhassa vitthārena	60
aniccaṃ vāti aniccaṃ bhante pe	60
nisinnā kho te bhikkhū bhagavantaṃ	60
saṃkhittena uddesassa uddiṭṭhassa vitthārena atthaṃ	60
ye hi keci bhikkhave samaṇā	60
kho bhikkhave catūhi dhammehi samannāgato	60
bahujanasukhāya lokānukampāya atthāya hitāya sukhāya	60
hi keci bhikkhave samaṇā vā	60
uddesassa uddiṭṭhassa vitthārena atthaṃ avibhattassa	60
tvaṃ bhikkhu āpanna pārājikanti tena	59
ayaṃ dukkhanirodhagāmī paṭipadāti yathābhūtaṃ pajānāti	59
taṃ suṇāti sādhukaṃ manasi karoti	59
bhikkhu āpanna pārājikanti tena kho	59
etamatthaṃ ārocesi pe saccaṃ kira	59
bhikkhu āpanno pārājikanti tena kho	59
taṃ suṇātha sādhukaṃ manasi karotha	59
tvaṃ bhikkhu āpanno pārājikanti tena	59
āpanno pārājikanti tena kho pana	59
bhikkhu ariya aṭṭhaṅgika maggaṃ bhāventa	58
rājagaha viharati veḷuvana kalandakanivāpa tena	58
aneka pāpaka akusala dhamma sambhavati	58
nisinna kho āyasmā ānanda bhagavant	58
idha bhikkhave bhikkhu sammādiṭṭhi bhāveti	58
purisadammasārathi satthā devamanussā buddha bhagavāti	58
vā bāhā pasāreyya pasārita vā	58
viharati veḷuvana kalandakanivāpa tena kho	58
pe citta pe dhamma dhammānupassī	58
santo saṃvijjamāna loka katama cattāro	58
arūpasaññī eka bahiddhā rūpa passati	58
vedanā pe citta pe dhamma	58
